customer_id,customer_name,frequency,recency,monetary
535,Inge Olsen,2,2016-02-04,1759.976
536,Christiane Bradford,4,2016-08-17,8376.9244
537,Carter Bentley,5,2017-06-13,4318.0054
538,Sherie Ayala,5,2016-12-08,7042.6724
539,Jamika Acevedo,1,2017-08-06,269.99100000000004
540,Shery Randolph,3,2016-06-11,7251.9655
541,Lanita Burton,5,2016-01-14,11406.4285
542,Timothy Byers,3,2016-08-27,2501.764
543,Jasmin Young,3,2017-02-06,10336.9624
544,Catarina Mendez,4,2017-11-03,9908.464199999999
545,Tajuana Rollins,3,2017-11-17,7782.873
546,Thad Castro,3,2016-06-19,2197.9500000000003
547,Tena Huber,4,2018-02-14,11183.0434
548,Dori Alvarez,4,2017-10-08,1949.6365
549,Elmo Arnold,1,2016-09-30,557.9907
550,Felicidad Golden,4,2017-01-06,10794.3537
551,Jenine Crane,2,2016-08-03,642.5419999999999
552,Lea Key,4,2016-01-12,2449.7546
553,Rory Cooper,2,2016-10-01,2197.892
554,Hilde Nieves,5,2017-09-23,4459.2184
555,Marry Benjamin,5,2016-09-28,4654.9529999999995
556,Vernell Goff,3,2017-06-30,1902.5629
557,Erlene Cook,1,2016-03-25,359.20000000000005
558,Carroll Kelly,1,2016-04-28,431.98400000000004
559,Basilia Thornton,4,2016-10-01,9408.787799999998
560,Tricia Daniels,4,2016-12-19,3502.4932
561,Kandace Hughes,1,2016-12-26,953.9820000000001
562,Alejandro Norman,1,2017-02-06,2509.881
563,Rodney Odom,3,2016-02-05,1703.6815000000001
564,Bettie Pierce,4,2017-03-09,8392.9437
565,Dagny Owen,2,2016-07-14,5578.1307
566,Cinthia Poole,3,2018-03-03,4458.955
567,Sheila Travis,2,2018-01-01,5579.962799999999
568,Arcelia Vinson,4,2016-07-19,6479.9439999999995
569,Lucas Estes,5,2016-10-25,7105.7751
570,Marissa Summers,2,2017-06-19,1556.7828
571,Kaley Blanchard,5,2017-11-09,6578.929099999999
572,Wm Pope,1,2017-03-08,930.981
573,Rubye Mccall,2,2016-06-30,1229.0919999999999
574,Adriene Rivera,3,2016-04-08,6462.4635
575,Laurence Christian,3,2016-09-21,2222.8722
576,Shirely Stanley,3,2016-08-22,10574.962399999999
577,Danille Mcfarland,5,2016-03-12,5909.614799999999
578,Salena Day,4,2016-08-31,8342.939
579,Matilda Larson,2,2016-06-08,6397.4717
580,Mellisa Kim,1,2018-01-11,2975.9906999999994
581,Vonda Berger,5,2016-11-30,7824.0401
582,Soledad Moses,3,2017-07-30,3168.5541
583,Lashandra Turner,5,2016-01-25,11578.6544
584,Lynne Anderson,5,2016-08-01,2090.6642
585,Chasidy Webster,1,2017-06-12,959.984
586,Ulysses Gaines,1,2016-10-17,386.1
587,Euna Lopez,3,2016-02-14,8763.964399999999
588,Cherelle Key,2,2017-07-26,1052.9630000000002
589,Jeffry Church,1,2017-08-27,1512.891
590,Cyndi Dyer,2,2017-07-12,1655.0719
591,Danilo Holmes,2,2016-05-04,1646.3814
592,Joni Lee,1,2017-03-15,422.99100000000004
593,Antony Atkinson,1,2017-10-24,208.981
594,Deanne Parsons,5,2018-01-13,9942.14
595,Frederica Rojas,4,2018-03-14,13191.9384
596,Emelda Dickerson,3,2017-08-17,1422.4825
597,Rudolf Moran,4,2017-04-18,4017.4401
598,Benito Hendrix,2,2017-09-13,9645.3834
599,Jonell Rivas,3,2018-03-05,3535.2758999999996
600,Joi Reeves,4,2016-05-03,4038.502699999999
601,Leland Mcdowell,1,2018-03-20,377.982
602,Delaine Estes,1,2017-08-17,799.984
603,Genevieve Juarez,3,2016-08-31,4890.365400000001
604,Kylee Dickson,2,2017-12-27,837.9827
605,Renita Henry,3,2017-05-20,5442.0740000000005
606,Sarah Kirkland,2,2017-02-05,4387.966
607,Paul Lester,5,2017-03-27,17580.7168
608,Taisha Vang,1,2016-01-31,502.1814
609,Eliana Reese,4,2017-05-23,11035.847999999998
610,Leonore Dorsey,3,2016-04-07,8696.072
611,Ashleigh Frank,1,2017-06-17,5219.982
612,Gabriel Wagner,5,2016-02-12,4196.0278
613,Margene Eaton,1,2016-10-21,502.1814
614,Toshia Cardenas,3,2017-01-29,3935.9680000000003
615,Jamika Blanchard,5,2016-05-17,4911.4379
616,Shery Acosta,5,2016-04-17,3372.138
617,Jenna Saunders,1,2017-09-25,993.2213999999999
618,Skye Pope,5,2017-06-15,3159.926
619,Ana Palmer,5,2017-03-26,4100.4359
620,Eric Hardin,2,2017-07-18,2065.9827
621,Basil Ballard,3,2017-07-11,1553.9650000000001
622,Gabriel Pitts,1,2016-07-24,512.981
623,Cayla Johnson,1,2018-03-25,1253.981
624,Sharika Colon,3,2016-12-09,4271.113399999999
625,Donnetta Henson,4,2017-02-16,3860.1454
626,Leigh Burke,2,2017-01-18,7022.9623999999985
627,Deloris Larson,4,2016-07-12,11479.5394
628,Ehtel Cobb,3,2017-05-31,3105.9644
629,Evelina Byrd,4,2017-04-02,1754.1460000000002
630,Zulema Browning,2,2016-03-07,1265.9723999999999
631,Tressa Weiss,2,2017-06-07,6749.973399999999
632,Yvette Rogers,3,2016-06-06,2599.168
633,Kiara Deleon,2,2016-03-06,845.182
634,Taylor Cole,4,2016-12-16,1364.944
635,Myrtie James,2,2016-05-04,1502.9630000000002
636,Ashton Lott,2,2016-01-18,2635.122
637,Kara Higgins,5,2018-01-15,8127.946900000001
638,Tomeka Higgins,3,2016-06-21,1832.0628
639,Ronald Parsons,3,2016-10-23,2420.553
640,Allison Nolan,5,2016-05-01,5809.4774
641,Derrick Marks,3,2016-09-30,3563.0245000000004
642,Yang Roth,1,2016-07-24,772.2
643,Melba Wilkinson,3,2016-04-15,5224.5464
644,Valentin Mclaughlin,5,2017-04-25,4001.9184
645,Lewis Garner,4,2017-07-12,3818.2929999999997
646,Ann Heath,5,2017-03-06,6468.2263
647,Janelle Maldonado,3,2017-10-15,1353.748
648,Catrice Hicks,4,2016-02-25,3475.8442999999997
649,Eli Contreras,3,2016-05-24,8550.052699999998
650,Rita Bailey,4,2017-06-18,2701.1742
651,Laure Pena,4,2017-05-15,16890.1469
652,Tilda Melton,2,2017-10-02,1063.8921
653,Florencio Davenport,3,2017-03-23,3191.9524999999994
654,Eun Harris,2,2016-12-18,660.5905
655,Marylyn Browning,2,2017-08-15,655.1907
656,Romana Barnes,3,2017-05-31,1094.9750000000001
657,Sam Lester,5,2016-01-18,3633.3590000000004
658,Nicki Larson,1,2017-06-16,557.9814
659,Antonetta Rocha,1,2016-07-24,853.0999999999999
660,Shara Pope,3,2017-02-10,5959.0657
661,Trena Hudson,4,2017-05-04,9287.9439
662,Loraine Sykes,5,2017-04-17,3960.4315000000006
663,Alissa Hood,3,2017-09-17,14567.157
664,Augustus Schmidt,2,2016-10-23,1272.784
665,Stacie Sims,3,2017-11-06,7040.846399999999
666,Brittni Green,4,2017-04-07,8570.966499999999
667,Etsuko Garrison,3,2016-09-18,2827.9494
668,Calandra Stanton,2,2016-02-21,2100.9225
669,Willis Randolph,4,2017-10-27,2899.4846000000002
670,Shawnda Glover,5,2016-07-17,3586.7070000000003
671,Jennette Baker,2,2017-03-11,583.9760000000001
672,Elma Molina,4,2017-02-15,7111.0354
673,Adam Henderson,3,2017-01-07,3695.4745000000003
674,Ira Moore,2,2017-04-09,1402.7740000000001
675,Kermit Bowman,5,2017-08-22,7253.6195
676,Gayle Wilkinson,1,2016-10-28,512.981
677,Launa Hull,1,2016-03-06,242.991
678,Myron Johns,1,2016-12-24,1673.9906999999998
679,Tuan Wolfe,3,2016-03-20,3038.3214
680,Mathilda Pennington,2,2018-02-05,1987.966
681,Reatha Perez,5,2017-01-20,13130.8288
682,Arnita Thomas,1,2016-06-10,4799.9839999999995
683,Amparo Burks,1,2016-12-09,879.984
684,Jenny Bell,1,2017-01-09,511.49069999999995
685,Laverne Craft,1,2016-03-16,386.1
686,Darcel Harmon,3,2016-10-04,3816.4624
687,Cecilia Camacho,5,2017-06-26,7971.2261
688,Pearlie Cochran,1,2016-12-03,3347.9813999999997
689,Deirdre Ryan,3,2018-01-25,6803.971899999999
690,Yevette Elliott,5,2017-03-12,12104.786
691,Ladawn Downs,4,2016-09-25,4067.6639999999993
692,Dorothea Chang,2,2018-03-23,13821.530999999999
693,Merlin Foreman,1,2016-03-26,375.992
694,Lanie Dunn,4,2017-02-27,3531.3039
695,Christoper Gould,1,2016-07-09,1006.981
696,Norine Huffman,2,2016-01-14,6240.553999999999
697,Alane Mccarty,2,2016-09-30,728.973
698,Charleen Joyner,3,2017-03-01,1585.156
699,Zella Fernandez,2,2017-05-27,1422.963
700,Collene Knox,2,2017-03-18,12541.763399999998
701,Alysia Nicholson,3,2017-03-09,5126.9531
702,Sharie Whitaker,5,2017-11-04,6762.1399
703,Diana Cobb,1,2016-10-06,398.96999999999997
704,Morton Barron,2,2016-09-18,988.4817
705,Camille Harvey,3,2016-07-07,3463.545
706,Lolita O'neill,4,2017-07-04,2452.948
707,Terese Briggs,2,2016-11-23,1559.9725
708,Majorie Glover,1,2017-09-29,1899.981
709,Vinnie Chan,2,2016-10-06,3359.9717
710,Ezra Silva,2,2016-03-23,1765.1307
711,Jovita Bishop,5,2016-12-13,4436.6034
712,Kecia Olsen,2,2016-10-10,3065.9825
713,Ilona Spears,5,2017-12-22,8712.846599999999
714,Senaida Thompson,1,2016-03-28,256.4905
715,Larae Carney,5,2017-04-17,10187.945099999999
716,Sebrina Hart,3,2016-05-11,3591.2700000000004
717,Kristofer Craig,3,2016-09-02,6659.9627
718,Luciana Mcgee,1,2017-05-28,167.99200000000002
719,Nicki Fry,1,2016-12-06,1006.981
720,Devin Shaffer,2,2017-09-30,1389.772
721,Erlinda Osborne,1,2016-10-14,479.992
722,Camila Carroll,5,2017-06-17,3292.0046
723,Vicki Wiggins,5,2017-07-07,6074.048199999999
724,Lois Steele,3,2016-10-23,6152.6533
725,Carola Mcpherson,1,2017-04-05,396.1405
726,Rochell Cantrell,5,2016-09-13,7176.214899999999
727,Kasha Sullivan,5,2016-04-28,7855.2405
728,Viva Dawson,5,2016-04-27,7918.8446
729,Hue Dalton,1,2017-01-11,799.9920000000001
730,Andria Rivers,5,2017-10-26,4327.0254
731,Hilary Savage,1,2017-03-05,1652.981
732,Lavona Austin,4,2016-07-01,8975.157
733,Doreatha Ford,1,2017-01-27,959.984
734,Alina Mcleod,4,2017-11-27,13287.526199999998
735,Aide Franco,3,2017-09-03,2605.2824
736,Genny Hensley,3,2017-06-12,4507.6134
737,Melita Dominguez,4,2016-05-21,2748.7464
738,Fannie Jenkins,4,2018-03-26,9532.3529
739,Bobbi Banks,2,2016-11-11,4746.6324
740,Gwenn Melton,4,2016-03-10,1644.5164999999997
741,Laci Castro,1,2017-01-29,1349.982
742,Evelina Manning,3,2016-05-19,4617.758
743,Tania Swanson,2,2016-05-04,954.9825000000001
744,Laurel Schultz,4,2018-03-14,5923.955099999999
745,Carolyne Conley,2,2017-01-23,1692.5720999999999
746,Eldridge Greer,1,2016-01-29,386.1
747,Margret Barnett,3,2017-09-01,11831.3359
748,Oliva Blackwell,4,2017-07-19,6382.9455
749,Oralia Farley,3,2017-09-10,5893.555
750,Romaine Salazar,3,2016-08-01,1307.6225
751,Hermila Mckay,3,2017-07-06,5498.3679999999995
752,Lloyd Miranda,1,2017-08-28,170.991
753,Mandi Gibbs,1,2016-10-28,1022.9813999999999
754,Hue May,5,2018-03-20,6887.1357
755,Tomika Wilder,5,2016-03-14,9210.7184
756,Graig Roth,4,2016-04-16,4318.4515
757,Lamar Greer,3,2017-09-25,2511.4647000000004
758,Raymonde Garcia,2,2016-08-15,6169.963
759,Cira Downs,4,2016-10-31,2214.0537
760,Marisa Chambers,3,2016-05-01,4105.112999999999
761,Rod Hatfield,5,2018-01-04,3546.929
762,Quyen Houston,2,2017-01-31,5537.981699999999
763,Han Schneider,2,2016-03-28,1525.1627999999998
764,Terrell Mathis,4,2016-06-12,3163.0426
765,Spring Hayes,3,2018-01-27,4737.2644
766,Lecia Hancock,1,2016-03-15,989.9820000000001
767,Twana Arnold,1,2016-02-03,464.9907
768,Yvone Yates,3,2017-11-04,6515.955
769,Agatha Melton,2,2017-05-31,1258.972
770,Lavonda Stephenson,2,2017-01-21,2208.9745
771,Agnes Sims,4,2017-10-12,2891.7542000000003
772,Latricia Lindsey,2,2017-03-19,1174.5654
773,Yolando Wade,3,2016-10-28,4873.9556999999995
774,Nenita Mooney,4,2017-11-26,5806.037499999999
775,Kermit Hyde,3,2017-04-22,908.0760000000001
776,Angelique Merrill,1,2017-04-19,333.59200000000004
777,Ilda Roberson,3,2017-08-08,2379.4635
778,Corrinne Garrison,4,2017-12-07,8481.898000000001
779,Major Merrill,3,2016-07-25,5055.112999999999
780,Ouida Gregory,3,2016-06-25,11314.072999999999
781,Tajuana Riddle,2,2017-05-30,4205.981699999999
782,Ricki Bullock,3,2017-08-13,7183.3227
783,Celestine Kent,5,2017-10-28,10998.0295
784,Debbra Jacobson,2,2017-05-06,1194.2817
785,Kandis Mills,1,2016-10-10,929.9814
786,Wallace Lane,1,2016-03-14,539.991
787,Malisa Mitchell,5,2017-09-27,7575.3454
788,Lilliam Nolan,1,2016-05-08,242.991
789,Tad Gardner,3,2017-09-30,2195.5747
790,Petronila Gallegos,4,2017-01-28,2719.4764000000005
791,Yun Nelson,2,2016-09-16,1189.9825
792,Edgar Horn,1,2016-12-04,847.984
793,Chantay Maynard,5,2017-08-19,7327.0401
794,Donette Mccarthy,3,2017-03-18,9274.9654
795,Mariam Miranda,4,2016-07-17,2431.165
796,Rosalie Coffey,3,2016-10-09,1926.581
797,Cathey Lamb,3,2016-02-11,1984.073
798,Alyse Jacobson,5,2017-09-05,11062.417099999999
799,India Barron,4,2017-07-19,2873.9400000000005
800,Cris Dunn,3,2016-06-21,8177.0540999999985
801,Ophelia Rodgers,4,2016-06-03,4044.8487000000005
802,Barrett Sanders,3,2016-05-27,9385.101999999999
803,Bernardina Cooper,3,2017-10-31,12867.958
804,Douglas Richards,1,2017-06-07,417.9905
805,Phillis Fowler,1,2017-02-14,335.98400000000004
806,Reyes Merritt,3,2016-07-31,4037.9646999999995
807,Nathalie Knowles,2,2017-10-28,4231.121999999999
808,Vallie Dixon,3,2016-09-20,8083.9627
809,Elnora Simpson,5,2017-01-28,15416.1565
810,Ivelisse Nixon,4,2017-09-20,10951.5614
811,Shanti Johnston,2,2017-04-03,1863.966
812,Martha Burgess,1,2017-08-19,1227.5814
813,Neville Mcclain,5,2016-01-22,3376.5951000000005
814,Ghislaine Compton,4,2016-12-24,1754.0463999999997
815,Leanna Manning,5,2016-05-06,10620.0449
816,Marshall Johnson,2,2018-03-30,1669.9825
817,Zelda Pratt,3,2016-10-29,2252.915
818,Joel Wynn,2,2018-02-05,2419.7634
819,Yahaira Robertson,4,2016-11-27,4784.1587
820,Sandy Mills,3,2018-03-17,3229.9525000000003
821,Cassidy Clark,2,2017-12-22,633.6245
822,Kristy Watkins,1,2018-03-19,1396.4904999999999
823,Tina Bush,2,2016-12-09,3464.0224
824,Veronika Rollins,2,2017-12-15,10132.3624
825,Kristel Byrd,2,2016-08-17,1934.9634
826,Shay Stephenson,3,2017-10-05,3671.7054
827,George Pickett,1,2016-10-06,375.992
828,Renato Morton,4,2017-08-25,2716.7650000000003
829,Marcy Rodriguez,1,2017-05-03,845.9820000000001
830,Edmund Gaines,1,2017-05-14,989.9820000000001
831,Lory Berg,2,2016-10-14,4169.981699999999
832,Pamala Fowler,3,2017-02-26,3146.4644999999996
833,Leone Emerson,5,2016-11-26,5779.8175
834,Brain Skinner,4,2016-08-11,1694.0557000000001
835,Roseanne Maynard,3,2016-10-29,1485.4635
836,Corinna Adams,4,2017-06-22,9161.946
837,Kellye Campbell,5,2017-07-23,6829.531
838,Erna Sloan,3,2018-03-04,9849.074
839,Carolann Russell,4,2018-03-03,4521.8839
840,Gilbert Calhoun,3,2017-10-30,15097.905999999999
841,Manie Maxwell,2,2017-03-09,1546.384
842,Giselle Robles,2,2017-03-08,692.0817
843,Tessie Farmer,3,2016-09-08,1351.7223999999999
844,Felica Munoz,5,2017-05-01,10186.628499999999
845,Kathyrn Bush,3,2017-02-19,2011.4625999999998
846,Sylvester Chan,2,2017-12-26,728.9730000000001
847,Lizette Ellison,1,2017-01-07,836.9814
848,Ernestina Skinner,3,2016-07-20,4991.9664999999995
849,Phyllis Hill,3,2016-06-27,1034.2827
850,Stephanie Browning,1,2017-02-07,104.4905
851,Arlena Buckner,2,2016-06-01,992.965
852,Lezlie Thompson,1,2016-09-27,989.9820000000001
853,Brittney Rojas,5,2016-09-26,7601.154699999999
854,Phylis Adkins,2,2016-04-18,1972.9624
855,Lean Stark,2,2016-12-27,2008.7628
856,Lara Guy,2,2018-02-15,3659.9825
857,Inga Koch,1,2017-05-18,418.4907
858,Klara Kim,5,2017-01-22,1804.8565000000003
859,Julianne Shannon,5,2018-03-15,7659.338099999999
860,Loni Mullen,1,2018-01-24,451.78200000000004
861,Olympia Figueroa,2,2016-01-28,4169.9815
862,Mellie Puckett,4,2018-01-01,5835.858
863,Shonta Preston,4,2017-03-23,5801.933999999999
864,Lore Sykes,4,2017-02-19,3390.4649999999997
865,Julia Joyner,4,2017-09-30,3995.6247000000003
866,Lynwood Jackson,4,2018-02-08,6843.9442
867,Rosalva Hamilton,2,2017-06-16,10529.963
868,Domingo Casey,1,2017-05-01,1311.2907
869,Rodrigo Durham,2,2017-09-30,1037.3715
870,Dwain Carlson,4,2017-02-19,8309.4449
871,Erlinda Humphrey,5,2017-05-11,11588.647399999998
872,Silas Tate,3,2016-01-31,2497.9559
873,Patience Clayton,4,2016-01-08,3278.054
874,Mila Good,1,2016-09-25,1344.7920000000001
875,Tanesha Sawyer,1,2016-10-09,269.99100000000004
876,Onita Macdonald,4,2016-10-07,1525.1539
877,Janine Manning,5,2017-05-23,7783.421899999999
878,Melodie Melton,5,2017-12-16,7984.939
879,Ethelyn Ray,2,2016-06-12,1276.9750000000001
880,Phebe Turner,5,2017-06-17,11120.3254
881,Chloe Patel,1,2017-05-29,1367.0907
882,Hilda Harvey,2,2016-09-17,6229.1214
883,Gilberte Duke,5,2017-04-21,13107.441
884,Willian Hardin,1,2017-02-02,845.9820000000001
885,Janna Hayden,5,2016-07-04,4624.9376999999995
886,Letisha May,5,2017-10-28,9927.204899999999
887,Graig Cannon,4,2017-05-26,4369.3445
888,Coleen Navarro,5,2017-10-01,10728.4385
889,Lucilla Williams,2,2017-10-01,949.1727000000001
890,Rosanne George,3,2017-04-12,3750.8731999999995
891,Ashlie Parrish,2,2016-08-15,655.984
892,Alissa Craft,1,2016-11-12,2754.9905
893,Letty Cobb,5,2017-11-30,8820.1505
894,Nathaniel Richard,4,2016-11-21,4495.2725
895,Elaina Key,4,2017-07-30,6929.1049
896,Stefani Gamble,4,2016-12-12,6715.434
897,Bettyann Acosta,1,2017-02-20,611.9820000000001
898,Crysta Velez,2,2017-08-16,3567.561
899,Carisa Carpenter,1,2016-10-06,3239.982
900,Jule Davenport,3,2017-10-04,4298.4537
901,Lonna Franks,1,2017-01-08,712.4905
902,Elease Dejesus,3,2017-04-28,1217.2640000000001
903,Maira Long,5,2017-11-10,5588.518499999999
904,Jana Thomas,5,2018-01-09,14397.1379
905,Hae Ramirez,1,2018-01-10,12089.981399999999
906,Erik Leblanc,1,2018-02-14,4749.981
907,Daina Sampson,2,2016-08-02,3495.6623999999997
908,Delmar Wise,3,2017-01-26,15439.946799999998
909,Alita Salinas,3,2017-06-07,2099.9637000000002
910,Elenore William,4,2017-02-25,4334.0585
911,Nikita Roy,3,2017-08-18,1611.0747000000001
912,Inocencia Key,1,2017-09-04,4949.991
913,Liliana Kerr,3,2016-11-12,1841.6217000000001
914,Hortencia O'neil,3,2018-02-13,1793.7574
915,Beryl Bennett,2,2017-07-11,1301.4715
916,Alishia Elliott,4,2018-01-13,7951.1467999999995
917,Vernia Madden,1,2016-09-03,5219.982
918,Kristel Bullock,1,2016-04-17,557.9907
919,Ruthanne Hoover,5,2016-04-27,5989.9367
920,James Robles,5,2018-02-15,9314.8357
921,Evelin Vargas,3,2016-10-06,1328.6529
922,Elvia Cardenas,5,2017-01-25,6978.715099999999
923,Randee Pitts,2,2016-01-14,5671.1307
924,Lea Irwin,2,2016-07-19,683.0747
925,Bryce Monroe,1,2016-03-12,474.9905
926,Katina Mcintosh,2,2016-03-29,926.091
927,Guillermo Hart,2,2016-10-19,1516.3400000000001
928,Joann Barber,2,2016-05-30,1264.9827
929,Thurman Ellis,4,2016-02-27,4689.4559
930,Delana Wagner,4,2017-09-04,1464.2552
931,Porter Bass,5,2017-12-25,4305.957600000001
932,Yvonne Bean,2,2016-10-13,1973.7314
933,Lurline Rivers,3,2016-06-10,1708.3719
934,Ocie Slater,2,2017-10-01,7999.962999999999
935,Genevie Miles,3,2017-11-27,1850.0567
936,Sherilyn Wilcox,3,2017-09-15,2411.4715
937,Aida Koch,2,2018-01-29,3865.7654
938,Emory O'connor,3,2018-03-07,2135.0624
939,Maximina Hutchinson,4,2017-02-26,2230.5485
940,Marina Hinton,3,2017-04-13,1885.8839
941,Danyell Dickerson,4,2016-07-18,3018.2852
942,Davis Long,2,2016-11-19,1499.9719
943,Lynn Mcmahon,2,2016-05-07,683.0747
944,Tonja Henderson,2,2016-09-08,1964.0810000000001
945,Krissy Ochoa,5,2017-09-14,4814.625499999999
946,Angella Bridges,3,2017-03-09,4062.3333999999995
947,Angele Castro,2,2017-12-11,1082.9715
948,Siobhan Lang,3,2017-04-13,6793.9655
949,Venessa Frost,3,2017-01-16,1279.0627
950,Verna Solis,2,2017-11-24,3799.1634
951,Steve Bender,4,2016-04-13,3292.4270000000006
952,Aileen Marquez,3,2016-12-08,4644.913
953,Kattie Stevenson,5,2017-03-06,2681.1565
954,Hassan Nash,2,2016-08-18,3269.9827
955,Delfina Gilliam,1,2018-01-07,4274.981
956,Venus Hewitt,3,2016-05-28,1060.553
957,Stephen Vega,2,2017-06-05,912.2729999999999
958,Ciera Koch,5,2017-02-06,5557.3307
959,Christel Barber,3,2016-11-16,8816.954399999999
960,Arline Lawson,4,2017-10-14,7995.8047
961,Iva Wilcox,4,2016-07-31,5338.9555
962,Maple Griffin,2,2017-02-19,1856.6117
963,Anisha Lang,5,2016-07-29,6416.5944
964,Brent Calderon,1,2016-09-27,502.1814
965,Margit Osborn,4,2016-02-03,4781.9310000000005
966,Novella Patel,4,2017-05-30,5107.863799999999
967,Laurette Hebert,3,2017-12-08,2309.3035
968,Jonna Brown,1,2017-03-12,1394.9906999999998
969,Jennell Solis,1,2017-02-19,391.992
970,Ruth Horton,1,2018-01-09,4499.991
971,Samual Warner,5,2017-05-20,15876.4261
972,Damian Mills,3,2018-03-16,6396.9646999999995
973,Margaretta Clayton,5,2016-12-26,4835.376
974,Marcell Barrett,2,2017-04-29,1197.0725
975,Annis Sanchez,4,2017-01-09,4269.9572
976,Ayanna Cherry,5,2017-01-31,16950.076999999997
977,Barton Cox,4,2016-10-11,3328.0631
978,Diana Reyes,2,2017-09-19,1064.682
979,Ingeborg Ellison,3,2016-01-27,2867.275
980,Carter Booth,2,2017-12-01,1416.573
981,Christel Cardenas,1,2016-08-13,1022.9813999999999
982,Orval Hunter,3,2018-03-15,2877.7652
983,Marguerite Berger,5,2018-02-02,9712.9515
984,Ivette Warren,5,2016-10-03,6335.663699999999
985,Milagros Weber,5,2017-01-12,7130.540500000001
986,Marcel Lindsay,4,2016-10-19,4544.8471
987,Louis Powell,4,2018-02-17,2738.2497000000003
988,Vanda Holmes,3,2016-09-23,2432.9444
989,Loreen Byers,5,2016-11-23,5090.4175000000005
990,Casimira Chapman,5,2016-12-06,8200.7267
991,Brigida Larson,5,2016-03-03,8062.1245
992,Chere Alston,2,2017-03-23,1139.962
993,Giovanna Jefferson,1,2017-04-07,377.982
994,Demarcus Reese,3,2016-08-08,3403.8540000000003
995,Amina Salazar,4,2016-08-14,4447.724
996,Serafina Clemons,1,2016-02-08,494.99100000000004
997,Trinidad Mcclain,4,2016-09-22,10986.904
998,Heather Chaney,4,2017-11-09,5528.957
999,Latoya Johns,3,2018-03-07,6530.911899999999
1000,Shiloh Reeves,3,2017-04-11,1950.5750000000003
1001,Lee Roman,3,2016-08-29,3911.8624999999997
1002,Cami Williamson,3,2017-10-26,1233.6722
1003,Sharell Ross,2,2017-08-19,3594.863
1004,Jerald Blackwell,1,2016-08-02,278.9907
1005,Ruthanne Franco,3,2018-02-27,17611.957000000002
1006,Marjory Leonard,5,2017-09-21,6723.0765
1007,Jimmy Russell,4,2018-02-01,18278.9436
1008,Berneice Pollard,2,2018-01-21,892.981
1009,Deangelo Cooley,1,2017-09-02,314.99100000000004
1010,Katia Henry,4,2018-01-19,9479.9557
1011,Sebrina Gross,2,2016-08-03,1042.1724
1012,Josephine Dale,4,2016-01-30,6712.8464
1013,Alma Peck,2,2018-01-29,1209.4747
1014,Ling Newman,1,2017-12-01,5699.981
1015,Nichelle Rosario,2,2017-03-19,6824.972399999999
1016,Shenna Benton,2,2018-01-16,1797.975
1017,Philip Bryan,2,2017-10-30,1368.0717
1018,Carita Salinas,3,2017-03-15,10792.247
1019,Janie Herrera,4,2016-07-15,11950.476599999998
1020,Lorraine Marks,4,2017-05-23,14141.339399999999
1021,Nicolas Carlson,4,2017-12-24,5863.4454000000005
1022,Hye Mercer,1,2017-10-13,440.99100000000004
1023,Adena Blake,4,2017-09-08,19329.9492
1024,Coleman Boyd,4,2017-05-08,6412.5547
1025,Daphine Willis,2,2017-06-13,927.9840000000002
1026,Jenine Dawson,4,2018-01-02,7938.9374
1027,Shanita Wiley,3,2017-12-25,2217.6427000000003
1028,Shanna Bonner,3,2016-09-22,3564.9664999999995
1029,Ping Quinn,4,2018-03-20,2804.1440000000002
1030,Saran Moses,2,2016-07-26,3049.983
1031,Tonja Bean,5,2017-10-04,8787.1297
1032,Vernon Knowles,2,2016-12-09,3121.4817
1033,Jeannette Skinner,3,2017-12-04,2889.8561
1034,Rico Salas,4,2016-04-08,9874.6525
1035,Tangela Hurley,2,2016-01-16,1104.4745
1036,Randee Lester,1,2017-09-06,700.792
1037,Ashanti Hammond,4,2018-01-14,17758.349
1038,Garry Juarez,2,2017-05-14,1805.9660000000001
1039,Bee Baker,2,2016-09-09,2329.5760000000005
1040,Shantae Hammond,4,2016-12-28,6068.9490000000005
1041,Bettye Espinoza,3,2017-11-04,5627.956999999999
1042,Larissa Hays,4,2016-08-05,5588.3444
1043,Diane Jones,3,2018-03-01,7256.773799999999
1044,Zenia Bruce,1,2018-03-14,1041.5814
1045,Pasquale Hogan,3,2016-06-08,2155.172
1046,Dane Mcdaniel,4,2017-05-05,2205.7557
1047,Jamaal Baker,3,2016-02-01,1786.4650000000001
1048,Ji Burt,3,2016-10-08,6319.946
1049,Marcelino Mcbride,2,2016-03-19,3027.0319
1050,Rozella Fitzgerald,1,2017-09-20,480.591
1051,Tonisha Fowler,3,2017-01-17,9399.965
1052,Zora Ford,4,2018-02-15,7663.9490000000005
1053,Parthenia Figueroa,2,2018-02-25,1257.972
1054,Arielle Levine,3,2016-08-13,3899.9656999999997
1055,Hildegarde Christensen,1,2016-09-23,2849.9905
1056,Rebbecca Espinoza,4,2016-10-24,4503.7459
1057,Conchita Boone,5,2017-03-27,5851.9257
1058,Aisha Woods,2,2016-11-20,2743.984
1059,Season Harvey,4,2017-04-16,3185.9454
1060,Tommie Cooley,3,2017-12-02,8011.311999999999
1061,Alanna Barry,2,2016-09-23,1076.9307
1062,Jerri Guthrie,4,2016-09-12,4477.174
1063,Tammy Austin,4,2017-09-21,13765.546799999998
1064,Patsy Russo,2,2017-07-16,1060.1721
1065,Desiree Branch,1,2017-10-13,466.84139999999996
