customer_id,customer_name,purchase_frequency,average_order_value,product_preferences
278,Myesha Burgess,3,1869.8999999999996,"Trek Farley Alloy Frameset - 2017,Trek Fuel EX 5 27.5 Plus - 2017,Haro SR 1.1 - 2017"
279,Justina Long,4,2632.7825,"Surly Big Dummy Frameset - 2017,Trek Boone 7 - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Sun Bicycles Streamway 3 - 2017"
280,Brenda Tate,4,1379.6149999999998,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 21D - 2016"
281,Rayna Perry,2,3229.74,"Surly Straggler - 2016,Surly Straggler 650b - 2016"
282,Randolph Chase,5,1991.8059999999998,"Trek Slash 8 27.5 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 21D - 2016"
283,Jaimee Day,2,634.865,"Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D - 2015/2016"
284,Susann Bass,2,533.9,"Sun Bicycles Biscayne Tandem CB - 2017,Haro Shredder 20 Girls - 2017"
285,Leola Gould,1,659.92,Electra Amsterdam Original 3i - 2015/2017
286,Virgil Frost,1,1103.84,Sun Bicycles Streamway 3 - 2017
287,Mireille Puckett,4,658.3225,"Trek Girl's Kickster - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Sun Bicycles Cruz 7 - Women's - 2017,Electra Daydreamer 3i Ladies' - 2018"
288,Keturah Massey,5,1087.81,"Ritchey Timberwolf Frameset - 2016,Surly Wednesday Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - Women's - 2016"
289,Charmain Webster,3,6499.873333333333,"Trek Slash 8 27.5 - 2016,Trek Fuel EX 9.8 29 - 2017,Trek Domane SLR 6 Disc - 2017"
290,Barry Buckner,3,549.8033333333334,"Electra Girl's Hawaii 1 16"" - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
291,Boyce Burks,4,441.88750000000005,"Pure Cycles Vine 8-Speed - 2016,Pure Cycles William 3-Speed - 2016,Trek Farley Alloy Frameset - 2017,Trek Precaliber 16 Boys - 2017"
292,Monty Frost,5,2989.29,"Surly Wednesday Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 7D EQ - Women's - 2016,Trek Madone 9.2 - 2017,Sun Bicycles Lil Bolt Type-R - 2017"
293,Tiny French,2,3369.83,"Trek Emonda SL 6 Disc - 2018,Electra Sweet Ride 3i (20-inch) - Girls' - 2018"
294,Clementina Sargent,2,684.865,"Surly Ogre Frameset - 2017,Sun Bicycles Biscayne Tandem 7 - 2017"
295,Danny Kim,5,2583.766,"Surly Karate Monkey 27.5+ Frameset - 2017,Trek Stache 5 - 2017,Trek Fuel EX 5 27.5 Plus - 2017,Trek Emonda S 5 - 2017,Sun Bicycles ElectroLite - 2017"
296,Sophia Mcmillan,5,3049.8300000000004,"Electra Straight 8 3i (20-inch) - Boy's - 2017,Trek Domane ALR Frameset - 2018,Trek Crockett 7 Disc - 2018,Electra Koa 3i Ladies' - 2018,Electra Townie Original 21D - 2018"
297,Christia Carson,2,1948.8400000000001,"Pure Cycles William 3-Speed - 2016,Trek Emonda S 4 - 2017"
298,Jennie Middleton,4,2859.7225,"Trek Slash 8 27.5 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 21D - 2016"
299,Jame Riggs,3,946.5333333333334,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 21D - 2016"
300,Rayford Simon,1,1279.58,Electra Moto 3i - 2018
301,Annett Garrett,3,1465.8866666666665,"Trek Emonda S 4 - 2017,Haro Downtown 16 - 2017,Sun Bicycles Streamway 7 - 2017"
302,Hayden Cross,2,354.75,"Sun Bicycles Lil Kitt'n - 2017,Electra Townie Original 7D - 2017"
303,Rolanda Larsen,4,864.645,"Surly Straggler - 2016,Surly Big Dummy Frameset - 2017,Electra Amsterdam Original 3i - 2015/2017,Haro Shredder Pro 20 - 2017"
304,Jayme Zamora,1,539.84,Electra Cruiser 1 (24-Inch) - 2016
305,Hope Cotton,3,477.12000000000006,"Electra Townie Original 7D - 2017,Sun Bicycles Revolutions 24 - 2017,Electra Cruiser Lux 1 - 2017"
306,Vikki Erickson,3,2453.8199999999997,"Surly Wednesday Frameset - 2016,Trek Conduit+ - 2016,Surly Straggler 650b - 2016"
307,Fransisca Nicholson,2,1634.8899999999999,"Trek Conduit+ - 2016,Electra Cruiser 1 (24-Inch) - 2016"
308,Mazie Fernandez,4,2124.8799999999997,"Surly Ogre Frameset - 2017,Trek Boone 7 Disc - 2018,Electra Townie Commute Go! Ladies' - 2018,Electra Townie Balloon 3i EQ - 2017/2018"
309,Anderson Martin,3,1610.36,"Surly Straggler 650b - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
310,Gilberto Parsons,3,4999.666666666667,"Trek Fuel EX 8 29 - 2016,Surly Big Dummy Frameset - 2017,Trek Super Commuter+ 7 - 2018"
311,Charise Burt,3,457.1966666666667,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - Women's - 2016,Sun Bicycles Revolutions 24 - Girl's - 2017"
312,Cameron Carroll,2,3049.835,"Trek Domane ALR 5 Gravel - 2018,Trek Domane SL 5 Disc - 2018"
313,Melani Jarvis,4,1424.24,"Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D EQ - Women's - 2016"
314,Javier Nichols,4,1827.3925,"Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
315,Justina Jenkins,4,594.1675,"Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016,Haro Downtown 16 - 2017,Electra Moto 3i (20-inch) - Boy's - 2017"
316,Hortencia Graham,3,2479.733333333333,"Trek Fuel EX 8 29 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 21D - 2016"
317,Christia Wilkins,2,829.8399999999999,"Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
318,Eliz Whitney,3,601.1866666666666,"Trek Farley Alloy Frameset - 2017,Haro Shredder Pro 20 - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
319,Justin Newton,3,833.2366666666667,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016"
320,Aron Wiggins,2,6235.26,"Trek Silque SLR 7 Women's - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
321,Chere Hardin,3,416.26,"Electra Townie Original 21D - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Cruiser 1 (24-Inch) - 2016"
322,Merideth Preston,3,4249.8533333333335,"Electra Townie Original 7D EQ - Women's - 2016,Haro Flightline Two 26 Plus - 2017,Trek Domane SLR 6 Disc - 2017"
323,Jeniffer Slater,1,2999.89,Electra Townie Commute Go! - 2018
324,Laureen Paul,3,795.8699999999999,"Surly Wednesday Frameset - 2016,Electra Moto 1 - 2016,Pure Cycles Vine 8-Speed - 2016"
325,Berna Moore,1,999.94,Surly Wednesday Frameset - 2016
326,Shiela Calderon,3,1005.8066666666667,"Pure Cycles Vine 8-Speed - 2016,Haro SR 1.2 - 2017,Trek Precaliber 16 Girls - 2017"
327,Sharie Alvarez,5,1241.2379999999998,"Surly Ice Cream Truck Frameset - 2016,Surly Straggler - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D EQ - 2016,Pure Cycles Vine 8-Speed - 2016"
328,Bettie Glover,3,3496.453333333333,"Trek Conduit+ - 2016,Trek Domane SL 6 - 2017,Electra Townie Original 7D - 2017"
329,Marilyn Frank,1,9999.88,Trek Powerfly 8 FS Plus - 2017
330,Sheba Knapp,5,2627.8419999999996,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Domane S 6 - 2017,Trek Emonda ALR 6 - 2018,Electra Townie Commute Go! Ladies' - 2018,Electra Townie Balloon 3i EQ Ladies' - 2018"
331,Aleta Mack,5,413.6940000000001,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles William 3-Speed - 2016"
332,Reena Higgins,4,1607.1125000000002,"Surly Wednesday Frameset - 2016,Trek Slash 8 27.5 - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 7D - 2015/2016"
333,Ami Mcmahon,4,799.8325,"Surly Wednesday Frameset - 2017,Haro Flightline One ST - 2017,Haro Flightline Two 26 Plus - 2017,Haro SR 1.2 - 2017"
334,Somer Jordan,3,4703.116666666667,"Haro Flightline One ST - 2017,Trek Silque SLR 8 Women's - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
335,Scarlet Reed,2,2182.88,"Electra Townie Original 21D - 2016,Surly Wednesday - 2017"
336,Trisha Johnson,2,399.93000000000006,"Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
337,Majorie Wyatt,5,1117.4300000000003,"Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles William 3-Speed - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
338,Abbey Pugh,2,2389.295,"Surly Straggler - 2016,Surly Straggler 650b - 2016"
339,Tamela Harrell,3,6733.083333333333,"Trek Fuel EX 9.8 27.5 Plus - 2017,Trek Domane S 5 Disc - 2017,Trek Boone 7 - 2017"
340,Yanira Bradshaw,4,2541.3374999999996,"Surly Karate Monkey 27.5+ Frameset - 2017,Surly Ice Cream Truck Frameset - 2017,Surly Troll Frameset - 2017,Trek Fuel EX 9.8 29 - 2017"
341,Delana Scott,1,1499.58,Ritchey Timberwolf Frameset - 2016
342,Cassondra Pruitt,1,299.89,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
343,Jesica Fields,2,994.9150000000001,"Trek Remedy 29 Carbon Frameset - 2016,Trek Precaliber 12 Girls - 2017"
344,Herta Rollins,5,982.8259999999998,"Pure Cycles Vine 8-Speed - 2016,Haro Shift R3 - 2017,Sun Bicycles Atlas X-Type - 2017,Haro Shredder Pro 20 - 2017,Sun Bicycles Cruz 3 - 2017"
345,Mi Gray,2,5649.855,"Trek Fuel EX 9.8 27.5 Plus - 2017,Trek Silque SLR 7 Women's - 2017"
346,Jacalyn Barnett,1,539.92,Haro SR 1.1 - 2017
347,Kanesha Hudson,1,250.89000000000001,Sun Bicycles Revolutions 24 - Girl's - 2017
348,Darren Witt,2,2014.19,"Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Vine 8-Speed - 2016"
349,Mable Pratt,2,3637.91,"Surly Steamroller - 2017,Trek Domane SL Disc Frameset - 2017"
350,Christoper Mccall,4,3142.8475,"Surly Ice Cream Truck Frameset - 2016,Trek Slash 8 27.5 - 2016,Surly Straggler 650b - 2016,Electra Cruiser 1 (24-Inch) - 2016"
351,Margorie Wynn,4,2278.64,"Surly Straggler - 2016,Electra Townie Original 7D EQ - 2016,Surly Troll Frameset - 2017,Trek Fuel EX 9.8 27.5 Plus - 2017"
352,Josef Greer,4,1793.23,"Electra Townie Original 7D EQ - 2016,Haro SR 1.2 - 2017,Trek Emonda S 5 - 2017,Sun Bicycles Cruz 7 - 2017"
353,Tisa Whitney,4,886.8800000000001,"Heller Shagamaw Frame - 2016,Surly Wednesday Frameset - 2017,Haro SR 1.3 - 2017,Sun Bicycles Lil Bolt Type-R - 2017"
354,Tonda Armstrong,4,1957.6574999999998,"Haro SR 1.2 - 2017,Trek Madone 9.2 - 2017,Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
355,Arvilla Weiss,2,1599.8899999999999,"Electra Townie Original 7D EQ - Women's - 2016,Trek Emonda S 5 - 2017"
356,Vashti Rosario,2,5474.849999999999,"Trek Fuel EX 9.8 27.5 Plus - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
357,Sheri Cole,3,741.8066666666667,"Surly Ice Cream Truck Frameset - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
358,Kandace Giles,4,958.285,"Surly Ice Cream Truck Frameset - 2017,Haro Flightline Two 26 Plus - 2017,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Cruz 7 - 2017"
359,Angie Powers,2,1069.84,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - 2016"
360,Van Peters,3,2298.54,"Trek Fuel EX 8 29 - 2016,Surly Straggler - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
361,Virgina Berg,4,1413.3174999999999,"Surly Karate Monkey 27.5+ Frameset - 2017,Haro SR 1.2 - 2017,Sun Bicycles Streamway - 2017,Sun Bicycles Cruz 3 - Women's - 2017"
362,Olevia Noel,3,1633.1666666666667,"Trek Slash 8 27.5 - 2016,Electra Townie Original 7D EQ - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
363,Kaci Gallegos,1,269.89,Electra Cruiser 1 (24-Inch) - 2016
364,Bev Chang,2,3179.73,"Trek Fuel EX 7 29 - 2018,Electra Townie Original 21D EQ Ladies' - 2018"
365,Rodger Rojas,3,642.8366666666667,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles William 3-Speed - 2016"
366,Lavonne Anderson,2,3840.285,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016"
367,Blanca Hooper,5,1637.7779999999998,"Trek Remedy 29 Carbon Frameset - 2016,Trek Remedy 9.8 - 2017,Haro Downtown 16 - 2017,Trek Precaliber 16 Girls - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
368,Alysha Powers,1,939.58,Surly Ice Cream Truck Frameset - 2016
369,Mary Singleton,2,808.4100000000001,"Electra Townie Original 7D EQ - 2016,Sun Bicycles Atlas X-Type - 2017"
370,Jina Cooper,2,284.905,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
371,Loni Duncan,1,1799.89,Trek Remedy 29 Carbon Frameset - 2016
372,Collene Roman,3,2399.806666666667,"Surly Big Dummy Frameset - 2017,Trek Fuel EX 9.8 27.5 Plus - 2017,Sun Bicycles Cruz 3 - 2017"
373,Mariette Trevino,1,999.88,Electra Townie Original 7D - 2015/2016
374,Candelaria Coffey,5,3187.4819999999995,"Surly Straggler 650b - 2016,Trek Domane SL Disc Frameset - 2017,Trek Boone 7 - 2017,Sun Bicycles Cruz 7 - 2017,Electra Cruiser Lux 1 - 2017"
375,Yan Trevino,5,2749.7840000000006,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016,Trek Fuel EX 9.8 27.5 Plus - 2017,Surly Ogre Frameset - 2017,Electra Amsterdam Original 3i Ladies' - 2017"
376,Elanor Patrick,2,1124.415,"Surly Straggler - 2016,Trek Precaliber 24 (21-Speed) - Girls - 2017"
377,Klara Mosley,2,404.885,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
378,Rosalba O'neal,1,499.92,Electra Townie Original 7D - 2015/2016
379,Mina Carrillo,2,3516.93,"Trek Silque SLR 8 Women's - 2017,Sun Bicycles Streamway 7 - 2017"
380,Alesia Horne,5,671.7299999999999,"Electra Townie Original 7D EQ - 2016,Pure Cycles William 3-Speed - 2016,Surly Ice Cream Truck Frameset - 2017,Trek Precaliber 12 Girls - 2017,Sun Bicycles Streamway - 2017"
381,Kristen Alvarez,2,484.37,"Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles Vine 8-Speed - 2016"
382,Collin Webster,2,470.405,"Surly Ice Cream Truck Frameset - 2016,Sun Bicycles Drifter 7 - Women's - 2017"
383,Ashlee Pena,4,4699.7725,"Trek X-Caliber 8 - 2017,Surly Ice Cream Truck Frameset - 2017,Trek Remedy 9.8 - 2017,Trek Domane S 5 Disc - 2017"
384,Aimee Merritt,4,2242.3475,"Trek Farley Alloy Frameset - 2017,Sun Bicycles Spider 3i - 2017,Trek Silque SLR 7 Women's - 2017,Sun Bicycles Cruz 7 - 2017"
385,Rochelle Ward,4,699.8199999999999,"Electra Townie Original 7D EQ - Women's - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016,Electra Townie Original 7D EQ - 2016"
386,Nelle Beck,4,1110.5925000000002,"Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Moto 1 - 2016,Sun Bicycles Drifter 7 - Women's - 2017"
387,Kaila Walters,2,854.79,"Trek Emonda S 4 - 2017,Trek Precaliber 16 Girls - 2017"
388,Aleta Stone,1,449.92,Sun Bicycles Cruz 3 - 2017
389,Leif Short,2,469.92999999999995,"Sun Bicycles Brickell Tandem 7 - 2017,Trek Precaliber 12 Girls - 2017"
390,Lorrie Pollard,1,7999.839999999999,Trek Slash 8 27.5 - 2016
391,Vernita Ball,1,299.89,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017
392,Cyndi Bush,2,989.785,"Electra Townie 3i EQ (20-inch) - Boys' - 2017,Trek Farley Carbon Frameset - 2018"
393,Gertrude Terry,2,1299.835,"Surly Wednesday Frameset - 2016,Electra Townie Original 7D EQ - Women's - 2016"
394,Virgen Clemons,2,3874.865,"Surly Ogre Frameset - 2017,Trek Boone 7 - 2017"
395,Fairy Robinson,4,1146.095,"Sun Bicycles Spider 3i - 2017,Haro Flightline Two 26 Plus - 2017,Surly Krampus - 2018,Electra Heartchya 1 (20-inch) - Girl's - 2018"
396,Laverna Hernandez,3,1733.1266666666668,"Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D - 2015/2016"
397,Jeannie Wilcox,3,526.1933333333333,"Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016"
398,Suellen Mercado,1,1199.88,Electra Townie Original 7D EQ - Women's - 2016
399,Bart Hess,2,734.8149999999999,"Electra Townie Original 7D EQ - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
400,Alfredo Dodson,4,1277.3700000000001,"Surly Big Dummy Frameset - 2017,Surly Steamroller - 2017,Sun Bicycles Cruz 7 - 2017,Sun Bicycles Brickell Tandem CB - 2017"
401,Shaunda Barnett,1,269.94,Electra Cruiser 1 (24-Inch) - 2016
402,Kerrie Morton,3,899.82,"Haro Shift R3 - 2017,Haro Shredder Pro 20 - 2017,Electra Townie Original 7D - 2017"
403,Elouise Fry,3,3833.2466666666664,"Trek Fuel EX 8 29 - 2016,Trek Slash 8 27.5 - 2016,Electra Townie Original 7D EQ - 2016"
404,Augustus Steele,2,324.79,"Electra Cruiser Lux 1 - 2017,Trek Precaliber 16 Girls - 2017"
405,Greta Page,2,714.835,"Electra Townie 7D (20-inch) - Boys' - 2017,Electra Townie Balloon 3i EQ - 2017/2018"
406,Kerrie O'neill,1,1199.88,Electra Townie Original 7D EQ - Women's - 2016
407,Dannette Guerrero,4,2299.8125,"Electra Townie Original 7D EQ - Women's - 2016,Trek Fuel EX 9.8 29 - 2017,Trek Domane S 6 - 2017,Sun Bicycles Cruz 3 - 2017"
408,Edra Fitzgerald,4,668.8,"Surly Ice Cream Truck Frameset - 2017,Haro Flightline One ST - 2017,Surly Steamroller - 2017,Haro Shredder 20 Girls - 2017"
409,Jerome Bolton,2,404.83500000000004,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
410,Conception Slater,5,1273.818,"Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Moto 1 - 2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Cruiser 1 (24-Inch) - 2016"
411,Octavia Case,3,3453.8333333333335,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016,Electra Townie Original 7D - 2015/2016"
412,Dexter Roberts,1,3119.88,Sun Bicycles ElectroLite - 2017
413,Ginette Edwards,4,1484.7974999999997,"Ritchey Timberwolf Frameset - 2016,Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - 2016"
414,Romaine Haley,2,734.905,"Surly Wednesday Frameset - 2016,Surly Ice Cream Truck Frameset - 2016"
415,Gwendolyn Miller,3,4133.070000000001,"Trek Domane SLR 6 Disc - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017,Trek Girl's Kickster - 2017"
416,Luke Fuller,3,666.48,"Electra Moto 1 - 2016,Electra Townie Original 7D EQ - 2016,Electra Cruiser 1 (24-Inch) - 2016"
417,Zoraida Patton,4,2165.2075,"Trek Fuel EX 8 29 - 2016,Haro SR 1.2 - 2017,Sun Bicycles Revolutions 24 - 2017,Sun Bicycles Biscayne Tandem 7 - 2017"
418,Georgeanna Webster,1,659.89,Electra Amsterdam Original 3i Ladies' - 2017
419,Krystin Marshall,3,626.83,"Haro Flightline One ST - 2017,Haro SR 1.2 - 2017,Sun Bicycles Revolutions 24 - 2017"
420,Vince Schneider,5,1979.78,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 21D - 2016,Trek Farley Alloy Frameset - 2017,Surly Wednesday Frameset - 2017,Trek Boone 7 - 2017"
421,Iola Rasmussen,4,2654.8475,"Surly Ice Cream Truck Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 21D - 2016"
422,Valery Saunders,2,484.34,"Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles Vine 8-Speed - 2016"
423,Johna Powers,1,749.79,Ritchey Timberwolf Frameset - 2016
424,Charleen Hurst,2,909.36,"Surly Straggler - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
425,Augustina Joyner,5,4357.875999999999,"Electra Cruiser 1 (24-Inch) - 2016,Trek Fuel EX 5 27.5 Plus - 2017,Sun Bicycles Lil Kitt'n - 2017,Trek Emonda SLR 6 - 2018,Trek Powerfly 7 FS - 2018"
426,Daisy Ward,3,2219.8333333333335,"Electra Moto 1 - 2016,Electra Townie Original 7D EQ - 2016,Surly Karate Monkey 27.5+ Frameset - 2017"
427,Latonya Dixon,1,3499.89,Trek Boone Race Shop Limited - 2017
428,Hipolito Padilla,5,1226.018,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Precaliber 16 Girls - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
429,Emmett Casey,2,1774.3400000000001,"Pure Cycles Vine 8-Speed - 2016,Sun Bicycles ElectroLite - 2017"
430,Kandi Mcneil,3,703.1633333333333,"Electra Townie Original 7D EQ - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Sun Bicycles Biscayne Tandem 7 - 2017"
431,Luciano Marsh,3,779.6666666666666,"Haro Downtown 16 - 2017,Electra Moto 3i (20-inch) - Boy's - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
432,Julius Holt,2,2099.815,"Electra Townie Original 7D - 2015/2016,Trek Domane SL Disc Frameset - 2017"
433,Holly Nieves,2,851.9,"Haro SR 1.2 - 2017,Sun Bicycles Cruz 7 - 2017"
434,Douglass Little,3,1119.82,"Electra Townie Original 21D - 2016,Electra Moto 1 - 2016,Electra Townie Original 7D EQ - 2016"
435,Izola Hobbs,4,979.8,"Trek Fuel EX 5 27.5 Plus - 2017,Sun Bicycles Brickell Tandem 7 - 2017,Trek Precaliber 12 Girls - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
436,Honey Camacho,3,827.5166666666665,"Electra Townie Original 21D - 2016,Sun Bicycles Spider 3i - 2017,Haro Flightline Two 26 Plus - 2017"
437,Laureen Barry,5,889.824,"Surly Ice Cream Truck Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 21D - 2016"
438,Katharine Herrera,2,834.785,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - 2016"
439,Sunshine Rosario,1,2999.9199999999996,Trek Conduit+ - 2016
440,Yevette Todd,3,2026.3866666666665,"Sun Bicycles ElectroLite - 2017,Trek Stache Carbon Frameset - 2018,Trek Domane ALR 5 Disc - 2018"
441,Dorthea Walker,3,5019.753333333333,"Trek Slash 8 27.5 - 2016,Trek Conduit+ - 2016,Electra Moto 1 - 2016"
442,Alane Munoz,1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
443,Ayana Keith,5,1025.25,"Electra Cruiser 1 (24-Inch) - 2016,Trek Domane S 6 - 2017,Sun Bicycles Cruz 7 - 2017,Trek Domane ALR 3 - 2018,Electra Heartchya 1 (20-inch) - Girl's - 2018"
444,Caridad Compton,4,2690.235,"Surly Straggler 650b - 2016,Trek Domane SL Disc Frameset - 2017,Trek Domane S 5 Disc - 2017,Electra Glam Punk 3i Ladies' - 2017"
445,Earline Ballard,1,1999.58,Surly Wednesday Frameset - 2016
446,Nathanael Bradley,1,419.78000000000003,Haro Shredder 20 Girls - 2017
447,Chasidy Tran,4,1356.6299999999999,"Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D - 2015/2016"
448,Janella Bright,1,551.92,Sun Bicycles Streamway 3 - 2017
449,Josie Schultz,2,1009.4200000000001,"Surly Ice Cream Truck Frameset - 2016,Surly Straggler - 2016"
450,Ellsworth Michael,4,1099.3100000000002,"Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 21D - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
451,Jennette Wooten,1,448.8,Pure Cycles Western 3-Speed - Women's - 2015/2016
452,Cassandra Nichols,1,419.78000000000003,Haro Shredder 20 Girls - 2017
453,Courtney Wyatt,4,2444.6325,"Haro SR 1.2 - 2017,Trek Domane SL 6 - 2017,Electra Amsterdam Original 3i Ladies' - 2017,Trek Precaliber 12 Boys - 2017"
454,Terese Palmer,1,499.92,Electra Townie Original 7D - 2015/2016
455,Sherita Cherry,1,899.58,Sun Bicycles Cruz 3 - Women's - 2017
456,Serina Hensley,3,621.2033333333333,"Electra Savannah 3i (20-inch) - Girl's - 2017,Electra Straight 8 3i (20-inch) - Boy's - 2017,Sun Bicycles Streamway 7 - 2017"
457,Jeni Farley,1,419.78000000000003,Trek Precaliber 16 Girls - 2017
458,Everett Vega,2,784.7349999999999,"Haro SR 1.1 - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
459,Latosha Dalton,4,1347.325,"Surly Straggler - 2016,Surly Straggler 650b - 2016,Electra Moto 1 - 2016,Electra Townie Original 21D - 2016"
460,Romelia Myers,3,1917.2399999999998,"Trek Slash 8 27.5 - 2016,Electra Townie Original 7D EQ - 2016,Sun Bicycles Streamway 3 - 2017"
461,Effie Jenkins,3,2179.17,"Heller Shagamaw Frame - 2016,Trek Domane S 5 Disc - 2017,Sun Bicycles Biscayne Tandem CB - 2017"
