customer_id,first_name,last_name,email,phone,purchased_products
271,Katheleen,Marks,katheleen.marks@yahoo.com,,['Electra Townie Original 21D - 2016']
272,Deja,Chaney,deja.chaney@hotmail.com,,"['Trek Fuel EX 8 29 - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', 'Surly Straggler 650b - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
273,Queenie,Vance,queenie.vance@gmail.com,,"[""Electra Townie Original 7D EQ - Women's - 2016"", 'Surly Big Dummy Frameset - 2017', 'Electra Amsterdam Original 3i - 2015/2017']"
274,Josh,Shaw,josh.shaw@gmail.com,,"['Trek Remedy 29 Carbon Frameset - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Pure Cycles Vine 8-Speed - 2016', ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016"", 'Electra Townie Original 7D EQ - 2016']"
275,Pinkie,Kirkland,pinkie.kirkland@yahoo.com,,"['Ritchey Timberwolf Frameset - 2016', 'Surly Ice Cream Truck Frameset - 2016', 'Trek Slash 8 27.5 - 2016', 'Haro SR 1.2 - 2017', ""Sun Bicycles Cruz 7 - Women's - 2017""]"
276,Lavette,Wright,lavette.wright@msn.com,,"['Trek Conduit+ - 2016', 'Electra Moto 1 - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
277,Mark,Garrett,mark.garrett@msn.com,,"['Heller Shagamaw Frame - 2016', 'Electra Moto 1 - 2016', 'Electra Townie Original 7D - 2015/2016']"
278,Myesha,Burgess,myesha.burgess@gmail.com,,"['Trek Farley Alloy Frameset - 2017', 'Trek Fuel EX 5 27.5 Plus - 2017', 'Haro SR 1.1 - 2017']"
279,Justina,Long,justina.long@aol.com,,"['Surly Big Dummy Frameset - 2017', 'Trek Boone 7 - 2017', ""Electra Townie 3i EQ (20-inch) - Boys' - 2017"", 'Sun Bicycles Streamway 3 - 2017']"
280,Brenda,Tate,brenda.tate@msn.com,,"['Trek Slash 8 27.5 - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Pure Cycles Vine 8-Speed - 2016', 'Electra Townie Original 21D - 2016']"
281,Rayna,Perry,rayna.perry@hotmail.com,,"['Surly Straggler - 2016', 'Surly Straggler 650b - 2016']"
282,Randolph,Chase,randolph.chase@yahoo.com,,"['Trek Slash 8 27.5 - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016"", 'Electra Townie Original 21D - 2016']"
283,Jaimee,Day,jaimee.day@aol.com,,"['Electra Cruiser 1 (24-Inch) - 2016', 'Electra Townie Original 7D - 2015/2016']"
284,Susann,Bass,susann.bass@msn.com,,"['Sun Bicycles Biscayne Tandem CB - 2017', 'Haro Shredder 20 Girls - 2017']"
285,Leola,Gould,leola.gould@gmail.com,,['Electra Amsterdam Original 3i - 2015/2017']
286,Virgil,Frost,virgil.frost@gmail.com,,['Sun Bicycles Streamway 3 - 2017']
287,Mireille,Puckett,mireille.puckett@hotmail.com,(805) 961-9909,"[""Trek Girl's Kickster - 2017"", ""Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"", ""Sun Bicycles Cruz 7 - Women's - 2017"", ""Electra Daydreamer 3i Ladies' - 2018""]"
288,Keturah,Massey,keturah.massey@msn.com,,"['Ritchey Timberwolf Frameset - 2016', 'Surly Wednesday Frameset - 2016', 'Surly Ice Cream Truck Frameset - 2016', 'Electra Townie Original 21D - 2016', ""Electra Townie Original 7D EQ - Women's - 2016""]"
289,Charmain,Webster,charmain.webster@hotmail.com,,"['Trek Slash 8 27.5 - 2016', 'Trek Fuel EX 9.8 29 - 2017', 'Trek Domane SLR 6 Disc - 2017']"
290,Barry,Buckner,barry.buckner@gmail.com,,"['Electra Girl\'s Hawaii 1 16"" - 2017', 'Trek Precaliber 24 (21-Speed) - Girls - 2017', ""Electra Savannah 3i (20-inch) - Girl's - 2017""]"
291,Boyce,Burks,boyce.burks@gmail.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Pure Cycles William 3-Speed - 2016', 'Trek Farley Alloy Frameset - 2017', 'Trek Precaliber 16 Boys - 2017']"
292,Monty,Frost,monty.frost@aol.com,(516) 460-5396,"['Surly Wednesday Frameset - 2016', 'Trek Conduit+ - 2016', ""Electra Townie Original 7D EQ - Women's - 2016"", 'Trek Madone 9.2 - 2017', 'Sun Bicycles Lil Bolt Type-R - 2017']"
293,Tiny,French,tiny.french@hotmail.com,,"['Trek Emonda SL 6 Disc - 2018', ""Electra Sweet Ride 3i (20-inch) - Girls' - 2018""]"
294,Clementina,Sargent,clementina.sargent@hotmail.com,,"['Surly Ogre Frameset - 2017', 'Sun Bicycles Biscayne Tandem 7 - 2017']"
295,Danny,Kim,danny.kim@msn.com,,"['Surly Karate Monkey 27.5+ Frameset - 2017', 'Trek Stache 5 - 2017', 'Trek Fuel EX 5 27.5 Plus - 2017', 'Trek Emonda S 5 - 2017', 'Sun Bicycles ElectroLite - 2017']"
296,Sophia,Mcmillan,sophia.mcmillan@msn.com,,"[""Electra Straight 8 3i (20-inch) - Boy's - 2017"", 'Trek Domane ALR Frameset - 2018', 'Trek Crockett 7 Disc - 2018', ""Electra Koa 3i Ladies' - 2018"", 'Electra Townie Original 21D - 2018']"
297,Christia,Carson,christia.carson@gmail.com,,"['Pure Cycles William 3-Speed - 2016', 'Trek Emonda S 4 - 2017']"
298,Jennie,Middleton,jennie.middleton@gmail.com,,"['Trek Slash 8 27.5 - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', 'Electra Townie Original 21D - 2016']"
299,Jame,Riggs,jame.riggs@hotmail.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Townie Original 7D EQ - 2016', 'Electra Townie Original 21D - 2016']"
300,Rayford,Simon,rayford.simon@msn.com,,['Electra Moto 3i - 2018']
301,Annett,Garrett,annett.garrett@yahoo.com,,"['Trek Emonda S 4 - 2017', 'Haro Downtown 16 - 2017', 'Sun Bicycles Streamway 7 - 2017']"
302,Hayden,Cross,hayden.cross@gmail.com,,"[""Sun Bicycles Lil Kitt'n - 2017"", 'Electra Townie Original 7D - 2017']"
303,Rolanda,Larsen,rolanda.larsen@yahoo.com,,"['Surly Straggler - 2016', 'Surly Big Dummy Frameset - 2017', 'Electra Amsterdam Original 3i - 2015/2017', 'Haro Shredder Pro 20 - 2017']"
304,Jayme,Zamora,jayme.zamora@gmail.com,,['Electra Cruiser 1 (24-Inch) - 2016']
305,Hope,Cotton,hope.cotton@aol.com,,"['Electra Townie Original 7D - 2017', 'Sun Bicycles Revolutions 24 - 2017', 'Electra Cruiser Lux 1 - 2017']"
306,Vikki,Erickson,vikki.erickson@yahoo.com,,"['Surly Wednesday Frameset - 2016', 'Trek Conduit+ - 2016', 'Surly Straggler 650b - 2016']"
307,Fransisca,Nicholson,fransisca.nicholson@aol.com,,"['Trek Conduit+ - 2016', 'Electra Cruiser 1 (24-Inch) - 2016']"
308,Mazie,Fernandez,mazie.fernandez@hotmail.com,,"['Surly Ogre Frameset - 2017', 'Trek Boone 7 Disc - 2018', ""Electra Townie Commute Go! Ladies' - 2018"", 'Electra Townie Balloon 3i EQ - 2017/2018']"
309,Anderson,Martin,anderson.martin@hotmail.com,,"['Surly Straggler 650b - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Townie Original 7D EQ - 2016']"
310,Gilberto,Parsons,gilberto.parsons@gmail.com,,"['Trek Fuel EX 8 29 - 2016', 'Surly Big Dummy Frameset - 2017', 'Trek Super Commuter+ 7 - 2018']"
311,Charise,Burt,charise.burt@aol.com,(559) 888-2229,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Electra Townie Original 7D EQ - Women's - 2016"", ""Sun Bicycles Revolutions 24 - Girl's - 2017""]"
312,Cameron,Carroll,cameron.carroll@yahoo.com,,"['Trek Domane ALR 5 Gravel - 2018', 'Trek Domane SL 5 Disc - 2018']"
313,Melani,Jarvis,melani.jarvis@hotmail.com,,"['Trek Conduit+ - 2016', 'Electra Townie Original 7D EQ - 2016', 'Pure Cycles William 3-Speed - 2016', ""Electra Townie Original 7D EQ - Women's - 2016""]"
314,Javier,Nichols,javier.nichols@msn.com,,"['Trek Fuel EX 8 29 - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
315,Justina,Jenkins,justina.jenkins@yahoo.com,,"[""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Pure Cycles William 3-Speed - 2016', 'Haro Downtown 16 - 2017', ""Electra Moto 3i (20-inch) - Boy's - 2017""]"
316,Hortencia,Graham,hortencia.graham@aol.com,,"['Trek Fuel EX 8 29 - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Townie Original 21D - 2016']"
317,Christia,Wilkins,christia.wilkins@msn.com,,"['Electra Moto 1 - 2016', ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
318,Eliz,Whitney,eliz.whitney@msn.com,,"['Trek Farley Alloy Frameset - 2017', 'Haro Shredder Pro 20 - 2017', ""Sun Bicycles Cruz 7 - Women's - 2017""]"
319,Justin,Newton,justin.newton@hotmail.com,,"['Ritchey Timberwolf Frameset - 2016', 'Electra Townie Original 21D - 2016', 'Electra Townie Original 7D EQ - 2016']"
320,Aron,Wiggins,aron.wiggins@aol.com,(442) 497-3353,"[""Trek Silque SLR 7 Women's - 2017"", ""Sun Bicycles Drifter 7 - Women's - 2017""]"
321,Chere,Hardin,chere.hardin@yahoo.com,,"['Electra Townie Original 21D - 2016', 'Pure Cycles Vine 8-Speed - 2016', 'Electra Cruiser 1 (24-Inch) - 2016']"
322,Merideth,Preston,merideth.preston@yahoo.com,,"[""Electra Townie Original 7D EQ - Women's - 2016"", 'Haro Flightline Two 26 Plus - 2017', 'Trek Domane SLR 6 Disc - 2017']"
323,Jeniffer,Slater,jeniffer.slater@aol.com,,['Electra Townie Commute Go! - 2018']
324,Laureen,Paul,laureen.paul@yahoo.com,,"['Surly Wednesday Frameset - 2016', 'Electra Moto 1 - 2016', 'Pure Cycles Vine 8-Speed - 2016']"
325,Berna,Moore,berna.moore@hotmail.com,,['Surly Wednesday Frameset - 2016']
326,Shiela,Calderon,shiela.calderon@msn.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Haro SR 1.2 - 2017', 'Trek Precaliber 16 Girls - 2017']"
327,Sharie,Alvarez,sharie.alvarez@msn.com,(212) 211-7621,"['Surly Ice Cream Truck Frameset - 2016', 'Surly Straggler - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', 'Electra Townie Original 7D EQ - 2016', 'Pure Cycles Vine 8-Speed - 2016']"
328,Bettie,Glover,bettie.glover@gmail.com,,"['Trek Conduit+ - 2016', 'Trek Domane SL 6 - 2017', 'Electra Townie Original 7D - 2017']"
329,Marilyn,Frank,marilyn.frank@aol.com,,['Trek Powerfly 8 FS Plus - 2017']
330,Sheba,Knapp,sheba.knapp@aol.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Trek Domane S 6 - 2017', 'Trek Emonda ALR 6 - 2018', ""Electra Townie Commute Go! Ladies' - 2018"", ""Electra Townie Balloon 3i EQ Ladies' - 2018""]"
331,Aleta,Mack,aleta.mack@yahoo.com,,"['Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Pure Cycles William 3-Speed - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
332,Reena,Higgins,reena.higgins@gmail.com,,"['Surly Wednesday Frameset - 2016', 'Trek Slash 8 27.5 - 2016', 'Pure Cycles Vine 8-Speed - 2016', 'Electra Townie Original 7D - 2015/2016']"
333,Ami,Mcmahon,ami.mcmahon@aol.com,,"['Surly Wednesday Frameset - 2017', 'Haro Flightline One ST - 2017', 'Haro Flightline Two 26 Plus - 2017', 'Haro SR 1.2 - 2017']"
334,Somer,Jordan,somer.jordan@msn.com,,"['Haro Flightline One ST - 2017', ""Trek Silque SLR 8 Women's - 2017"", 'Trek Precaliber 24 (21-Speed) - Girls - 2017']"
335,Scarlet,Reed,scarlet.reed@hotmail.com,,"['Electra Townie Original 21D - 2016', 'Surly Wednesday - 2017']"
336,Trisha,Johnson,trisha.johnson@msn.com,(717) 126-8787,"['Electra Moto 1 - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
337,Majorie,Wyatt,majorie.wyatt@yahoo.com,,"['Trek Remedy 29 Carbon Frameset - 2016', 'Electra Townie Original 21D - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', 'Pure Cycles William 3-Speed - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
338,Abbey,Pugh,abbey.pugh@gmail.com,,"['Surly Straggler - 2016', 'Surly Straggler 650b - 2016']"
339,Tamela,Harrell,tamela.harrell@aol.com,,"['Trek Fuel EX 9.8 27.5 Plus - 2017', 'Trek Domane S 5 Disc - 2017', 'Trek Boone 7 - 2017']"
340,Yanira,Bradshaw,yanira.bradshaw@gmail.com,,"['Surly Karate Monkey 27.5+ Frameset - 2017', 'Surly Ice Cream Truck Frameset - 2017', 'Surly Troll Frameset - 2017', 'Trek Fuel EX 9.8 29 - 2017']"
341,Delana,Scott,delana.scott@yahoo.com,,['Ritchey Timberwolf Frameset - 2016']
342,Cassondra,Pruitt,cassondra.pruitt@aol.com,,"[""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
343,Jesica,Fields,jesica.fields@yahoo.com,,"['Trek Remedy 29 Carbon Frameset - 2016', 'Trek Precaliber 12 Girls - 2017']"
344,Herta,Rollins,herta.rollins@msn.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Haro Shift R3 - 2017', 'Sun Bicycles Atlas X-Type - 2017', 'Haro Shredder Pro 20 - 2017', 'Sun Bicycles Cruz 3 - 2017']"
345,Mi,Gray,mi.gray@aol.com,(229) 813-2130,"['Trek Fuel EX 9.8 27.5 Plus - 2017', ""Trek Silque SLR 7 Women's - 2017""]"
346,Jacalyn,Barnett,jacalyn.barnett@gmail.com,,['Haro SR 1.1 - 2017']
347,Kanesha,Hudson,kanesha.hudson@gmail.com,(510) 788-7298,"[""Sun Bicycles Revolutions 24 - Girl's - 2017""]"
348,Darren,Witt,darren.witt@aol.com,,"['Trek Remedy 29 Carbon Frameset - 2016', 'Pure Cycles Vine 8-Speed - 2016']"
349,Mable,Pratt,mable.pratt@gmail.com,,"['Surly Steamroller - 2017', 'Trek Domane SL Disc Frameset - 2017']"
350,Christoper,Mccall,christoper.mccall@msn.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Trek Slash 8 27.5 - 2016', 'Surly Straggler 650b - 2016', 'Electra Cruiser 1 (24-Inch) - 2016']"
351,Margorie,Wynn,margorie.wynn@gmail.com,,"['Surly Straggler - 2016', 'Electra Townie Original 7D EQ - 2016', 'Surly Troll Frameset - 2017', 'Trek Fuel EX 9.8 27.5 Plus - 2017']"
352,Josef,Greer,josef.greer@gmail.com,,"['Electra Townie Original 7D EQ - 2016', 'Haro SR 1.2 - 2017', 'Trek Emonda S 5 - 2017', 'Sun Bicycles Cruz 7 - 2017']"
353,Tisa,Whitney,tisa.whitney@yahoo.com,,"['Heller Shagamaw Frame - 2016', 'Surly Wednesday Frameset - 2017', 'Haro SR 1.3 - 2017', 'Sun Bicycles Lil Bolt Type-R - 2017']"
354,Tonda,Armstrong,tonda.armstrong@aol.com,,"['Haro SR 1.2 - 2017', 'Trek Madone 9.2 - 2017', 'Sun Bicycles Biscayne Tandem 7 - 2017', ""Sun Bicycles Drifter 7 - Women's - 2017""]"
355,Arvilla,Weiss,arvilla.weiss@msn.com,,"[""Electra Townie Original 7D EQ - Women's - 2016"", 'Trek Emonda S 5 - 2017']"
356,Vashti,Rosario,vashti.rosario@yahoo.com,,"['Trek Fuel EX 9.8 27.5 Plus - 2017', 'Trek Precaliber 24 (21-Speed) - Girls - 2017']"
357,Sheri,Cole,sheri.cole@aol.com,(408) 658-2285,"['Surly Ice Cream Truck Frameset - 2016', 'Pure Cycles Vine 8-Speed - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016""]"
358,Kandace,Giles,kandace.giles@msn.com,,"['Surly Ice Cream Truck Frameset - 2017', 'Haro Flightline Two 26 Plus - 2017', 'Sun Bicycles Cruz 3 - 2017', 'Sun Bicycles Cruz 7 - 2017']"
359,Angie,Powers,angie.powers@aol.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Electra Townie Original 7D EQ - 2016']"
360,Van,Peters,van.peters@yahoo.com,(281) 658-7772,"['Trek Fuel EX 8 29 - 2016', 'Surly Straggler - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016""]"
361,Virgina,Berg,virgina.berg@yahoo.com,,"['Surly Karate Monkey 27.5+ Frameset - 2017', 'Haro SR 1.2 - 2017', 'Sun Bicycles Streamway - 2017', ""Sun Bicycles Cruz 3 - Women's - 2017""]"
362,Olevia,Noel,olevia.noel@yahoo.com,,"['Trek Slash 8 27.5 - 2016', 'Electra Townie Original 7D EQ - 2016', ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
363,Kaci,Gallegos,kaci.gallegos@gmail.com,,['Electra Cruiser 1 (24-Inch) - 2016']
364,Bev,Chang,bev.chang@yahoo.com,,"['Trek Fuel EX 7 29 - 2018', ""Electra Townie Original 21D EQ Ladies' - 2018""]"
365,Rodger,Rojas,rodger.rojas@yahoo.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', 'Pure Cycles William 3-Speed - 2016']"
366,Lavonne,Anderson,lavonne.anderson@aol.com,,"['Trek Conduit+ - 2016', 'Surly Straggler 650b - 2016']"
367,Blanca,Hooper,blanca.hooper@msn.com,,"['Trek Remedy 29 Carbon Frameset - 2016', 'Trek Remedy 9.8 - 2017', 'Haro Downtown 16 - 2017', 'Trek Precaliber 16 Girls - 2017', ""Electra Townie 7D (20-inch) - Boys' - 2017""]"
368,Alysha,Powers,alysha.powers@msn.com,,['Surly Ice Cream Truck Frameset - 2016']
369,Mary,Singleton,mary.singleton@hotmail.com,,"['Electra Townie Original 7D EQ - 2016', 'Sun Bicycles Atlas X-Type - 2017']"
370,Jina,Cooper,jina.cooper@aol.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
371,Loni,Duncan,loni.duncan@gmail.com,,['Trek Remedy 29 Carbon Frameset - 2016']
372,Collene,Roman,collene.roman@aol.com,,"['Surly Big Dummy Frameset - 2017', 'Trek Fuel EX 9.8 27.5 Plus - 2017', 'Sun Bicycles Cruz 3 - 2017']"
373,Mariette,Trevino,mariette.trevino@aol.com,,['Electra Townie Original 7D - 2015/2016']
374,Candelaria,Coffey,candelaria.coffey@aol.com,,"['Surly Straggler 650b - 2016', 'Trek Domane SL Disc Frameset - 2017', 'Trek Boone 7 - 2017', 'Sun Bicycles Cruz 7 - 2017', 'Electra Cruiser Lux 1 - 2017']"
375,Yan,Trevino,yan.trevino@gmail.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Townie Original 7D EQ - 2016', 'Trek Fuel EX 9.8 27.5 Plus - 2017', 'Surly Ogre Frameset - 2017', ""Electra Amsterdam Original 3i Ladies' - 2017""]"
376,Elanor,Patrick,elanor.patrick@aol.com,,"['Surly Straggler - 2016', 'Trek Precaliber 24 (21-Speed) - Girls - 2017']"
377,Klara,Mosley,klara.mosley@gmail.com,,"['Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
378,Rosalba,O'neal,rosalba.o'neal@yahoo.com,,['Electra Townie Original 7D - 2015/2016']
379,Mina,Carrillo,mina.carrillo@aol.com,,"[""Trek Silque SLR 8 Women's - 2017"", 'Sun Bicycles Streamway 7 - 2017']"
380,Alesia,Horne,alesia.horne@aol.com,,"['Electra Townie Original 7D EQ - 2016', 'Pure Cycles William 3-Speed - 2016', 'Surly Ice Cream Truck Frameset - 2017', 'Trek Precaliber 12 Girls - 2017', 'Sun Bicycles Streamway - 2017']"
381,Kristen,Alvarez,kristen.alvarez@aol.com,,"['Electra Cruiser 1 (24-Inch) - 2016', 'Pure Cycles Vine 8-Speed - 2016']"
382,Collin,Webster,collin.webster@aol.com,,"['Surly Ice Cream Truck Frameset - 2016', ""Sun Bicycles Drifter 7 - Women's - 2017""]"
383,Ashlee,Pena,ashlee.pena@aol.com,,"['Trek X-Caliber 8 - 2017', 'Surly Ice Cream Truck Frameset - 2017', 'Trek Remedy 9.8 - 2017', 'Trek Domane S 5 Disc - 2017']"
384,Aimee,Merritt,aimee.merritt@yahoo.com,,"['Trek Farley Alloy Frameset - 2017', 'Sun Bicycles Spider 3i - 2017', ""Trek Silque SLR 7 Women's - 2017"", 'Sun Bicycles Cruz 7 - 2017']"
385,Rochelle,Ward,rochelle.ward@yahoo.com,,"[""Electra Townie Original 7D EQ - Women's - 2016"", 'Electra Townie Original 21D - 2016', 'Electra Townie Original 7D - 2015/2016', 'Electra Townie Original 7D EQ - 2016']"
386,Nelle,Beck,nelle.beck@aol.com,,"['Heller Shagamaw Frame - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Moto 1 - 2016', ""Sun Bicycles Drifter 7 - Women's - 2017""]"
387,Kaila,Walters,kaila.walters@msn.com,,"['Trek Emonda S 4 - 2017', 'Trek Precaliber 16 Girls - 2017']"
388,Aleta,Stone,aleta.stone@aol.com,,['Sun Bicycles Cruz 3 - 2017']
389,Leif,Short,leif.short@gmail.com,,"['Sun Bicycles Brickell Tandem 7 - 2017', 'Trek Precaliber 12 Girls - 2017']"
390,Lorrie,Pollard,lorrie.pollard@yahoo.com,,['Trek Slash 8 27.5 - 2016']
391,Vernita,Ball,vernita.ball@gmail.com,,"[""Electra Sugar Skulls 1 (20-inch) - Girl's - 2017""]"
392,Cyndi,Bush,cyndi.bush@gmail.com,,"[""Electra Townie 3i EQ (20-inch) - Boys' - 2017"", 'Trek Farley Carbon Frameset - 2018']"
393,Gertrude,Terry,gertrude.terry@hotmail.com,,"['Surly Wednesday Frameset - 2016', ""Electra Townie Original 7D EQ - Women's - 2016""]"
394,Virgen,Clemons,virgen.clemons@gmail.com,,"['Surly Ogre Frameset - 2017', 'Trek Boone 7 - 2017']"
395,Fairy,Robinson,fairy.robinson@msn.com,,"['Sun Bicycles Spider 3i - 2017', 'Haro Flightline Two 26 Plus - 2017', 'Surly Krampus - 2018', ""Electra Heartchya 1 (20-inch) - Girl's - 2018""]"
396,Laverna,Hernandez,laverna.hernandez@hotmail.com,,"['Trek Conduit+ - 2016', 'Electra Townie Original 7D EQ - 2016', 'Electra Townie Original 7D - 2015/2016']"
397,Jeannie,Wilcox,jeannie.wilcox@yahoo.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Electra Townie Original 21D - 2016', 'Electra Townie Original 7D EQ - 2016']"
398,Suellen,Mercado,suellen.mercado@yahoo.com,,"[""Electra Townie Original 7D EQ - Women's - 2016""]"
399,Bart,Hess,bart.hess@aol.com,,"['Electra Townie Original 7D EQ - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
400,Alfredo,Dodson,alfredo.dodson@hotmail.com,,"['Surly Big Dummy Frameset - 2017', 'Surly Steamroller - 2017', 'Sun Bicycles Cruz 7 - 2017', 'Sun Bicycles Brickell Tandem CB - 2017']"
401,Shaunda,Barnett,shaunda.barnett@gmail.com,,['Electra Cruiser 1 (24-Inch) - 2016']
402,Kerrie,Morton,kerrie.morton@hotmail.com,,"['Haro Shift R3 - 2017', 'Haro Shredder Pro 20 - 2017', 'Electra Townie Original 7D - 2017']"
403,Elouise,Fry,elouise.fry@aol.com,,"['Trek Fuel EX 8 29 - 2016', 'Trek Slash 8 27.5 - 2016', 'Electra Townie Original 7D EQ - 2016']"
404,Augustus,Steele,augustus.steele@aol.com,,"['Electra Cruiser Lux 1 - 2017', 'Trek Precaliber 16 Girls - 2017']"
405,Greta,Page,greta.page@hotmail.com,,"[""Electra Townie 7D (20-inch) - Boys' - 2017"", 'Electra Townie Balloon 3i EQ - 2017/2018']"
406,Kerrie,O'neill,kerrie.o'neill@gmail.com,,"[""Electra Townie Original 7D EQ - Women's - 2016""]"
407,Dannette,Guerrero,dannette.guerrero@gmail.com,,"[""Electra Townie Original 7D EQ - Women's - 2016"", 'Trek Fuel EX 9.8 29 - 2017', 'Trek Domane S 6 - 2017', 'Sun Bicycles Cruz 3 - 2017']"
408,Edra,Fitzgerald,edra.fitzgerald@msn.com,,"['Surly Ice Cream Truck Frameset - 2017', 'Haro Flightline One ST - 2017', 'Surly Steamroller - 2017', 'Haro Shredder 20 Girls - 2017']"
409,Jerome,Bolton,jerome.bolton@msn.com,,"['Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
410,Conception,Slater,conception.slater@gmail.com,,"['Trek Fuel EX 8 29 - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', 'Electra Moto 1 - 2016', ""Electra Townie Original 7D EQ - Women's - 2016"", 'Electra Cruiser 1 (24-Inch) - 2016']"
411,Octavia,Case,octavia.case@aol.com,(212) 171-1335,"['Trek Conduit+ - 2016', 'Surly Straggler 650b - 2016', 'Electra Townie Original 7D - 2015/2016']"
412,Dexter,Roberts,dexter.roberts@gmail.com,,['Sun Bicycles ElectroLite - 2017']
413,Ginette,Edwards,ginette.edwards@hotmail.com,,"['Ritchey Timberwolf Frameset - 2016', 'Trek Fuel EX 8 29 - 2016', 'Surly Ice Cream Truck Frameset - 2016', 'Electra Townie Original 7D EQ - 2016']"
414,Romaine,Haley,romaine.haley@aol.com,,"['Surly Wednesday Frameset - 2016', 'Surly Ice Cream Truck Frameset - 2016']"
415,Gwendolyn,Miller,gwendolyn.miller@msn.com,,"['Trek Domane SLR 6 Disc - 2017', ""Electra Amsterdam Fashion 7i Ladies' - 2017"", ""Trek Girl's Kickster - 2017""]"
416,Luke,Fuller,luke.fuller@hotmail.com,(516) 363-2253,"['Electra Moto 1 - 2016', 'Electra Townie Original 7D EQ - 2016', 'Electra Cruiser 1 (24-Inch) - 2016']"
417,Zoraida,Patton,zoraida.patton@aol.com,,"['Trek Fuel EX 8 29 - 2016', 'Haro SR 1.2 - 2017', 'Sun Bicycles Revolutions 24 - 2017', 'Sun Bicycles Biscayne Tandem 7 - 2017']"
418,Georgeanna,Webster,georgeanna.webster@msn.com,(805) 885-8830,"[""Electra Amsterdam Original 3i Ladies' - 2017""]"
419,Krystin,Marshall,krystin.marshall@hotmail.com,,"['Haro Flightline One ST - 2017', 'Haro SR 1.2 - 2017', 'Sun Bicycles Revolutions 24 - 2017']"
420,Vince,Schneider,vince.schneider@hotmail.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Electra Townie Original 21D - 2016', 'Trek Farley Alloy Frameset - 2017', 'Surly Wednesday Frameset - 2017', 'Trek Boone 7 - 2017']"
421,Iola,Rasmussen,iola.rasmussen@yahoo.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', 'Trek Conduit+ - 2016', 'Electra Townie Original 21D - 2016']"
