customer_id,first_name,last_name,phone,email,street,city,state,zip_code
1383,Desire,Mcgowan,(661) 800-8091,desire.mcgowan@msn.com,942 North Ohio Road ,Bakersfield,CA,93306
1384,Elmo,Sweeney,,elmo.sweeney@yahoo.com,43 Arch Ave. ,San Carlos,CA,94070
1386,Cesar,Wilkins,(619) 685-5786,cesar.wilkins@hotmail.com,7 Inverness St. ,San Diego,CA,92111
1396,Delma,Bailey,(657) 454-8493,delma.bailey@gmail.com,9883 West King Lane ,Anaheim,CA,92806
1415,Harold,O'connor,,harold.o'connor@gmail.com,9530 Summerhouse Street ,Santa Cruz,CA,95060
1418,Penni,Best,(657) 611-2991,penni.best@msn.com,875 Second Drive ,Anaheim,CA,92806
1419,Lurlene,Cotton,,lurlene.cotton@yahoo.com,8218 George St. ,Pleasanton,CA,94566
1427,Mikel,Wilkerson,,mikel.wilkerson@msn.com,9233 Clinton St. ,Atwater,CA,95301
1428,Carola,Johns,,carola.johns@msn.com,7077 Fordham Rd. ,Santa Cruz,CA,95060
1429,Lorrie,Justice,,lorrie.justice@gmail.com,8396 Brook Drive ,Pomona,CA,91768
1430,Tayna,Wade,(661) 858-1224,tayna.wade@hotmail.com,65 Smith Store Dr. ,Bakersfield,CA,93306
1438,Lee,Dunn,(408) 807-6157,lee.dunn@aol.com,8626 Grand Ave. ,San Jose,CA,95127
1445,Ester,Acevedo,,ester.acevedo@gmail.com,671 Miles Court ,San Lorenzo,CA,94580
