customer_id,first_name,last_name,total_value
1430,Tayna,Wade,3628.5126999999998
1353,Agatha,Daniels,3613.7245
210,Priscilla,Wilkins,3599.991
1003,Sharell,Ross,3594.863
716,Sebrina,Hart,3591.2700000000004
1223,Bronwyn,Vargas,3589.5660000000003
121,Lucy,Woods,3589.122
670,Shawnda,Glover,3586.7070000000003
1189,Sheila,Goodman,3581.4619999999995
277,Mark,Garrett,3570.5560000000005
898,Crysta,Velez,3567.561
1028,Shanna,Bonner,3564.9664999999995
641,Derrick,Marks,3563.0245000000004
761,Rod,Hatfield,3546.929
599,Jonell,Rivas,3535.2758999999996
694,Lanie,Dunn,3531.3039
469,Micki,Rutledge,3511.7384
512,Hee,Greer,3509.973
1306,America,Swanson,3505.766
560,Tricia,Daniels,3502.4932
907,Daina,Sampson,3495.6623999999997
432,Julius,Holt,3489.9734000000003
1219,Alden,Atkinson,3484.0719
648,Catrice,Hicks,3475.8442999999997
823,Tina,Bush,3464.0224
705,Camille,Harvey,3463.545
1093,Alejandrina,Hodges,3447.2278000000006
1358,Noble,Glover,3443.9377000000004
1346,Sanora,Webster,3442.8135
78,Chi,Goff,3441.2631
1211,Brenton,Whitaker,3439.944
435,Izola,Hobbs,3439.4575
1191,Tam,Fisher,3439.1719
1080,Mirella,Duffy,3430.9631
1124,Hubert,Reilly,3419.9809999999998
994,Demarcus,Reese,3403.8540000000003
864,Lore,Sykes,3390.4649999999997
1344,Eloisa,Tucker,3377.973
813,Neville,Mcclain,3376.5951000000005
616,Shery,Acosta,3372.138
1071,Shemeka,Lyons,3370.5721000000003
709,Vinnie,Chan,3359.9717
1265,Bonita,Marshall,3359.7477
260,Rodrick,Shelton,3349.6487
688,Pearlie,Cochran,3347.9813999999997
45,Bennett,Armstrong,3347.648
533,Garret,Clay,3346.0319
977,Barton,Cox,3328.0631
1177,Charlesetta,Soto,3302.1734
951,Steve,Bender,3292.4270000000006
722,Camila,Carroll,3292.0046
185,Morton,Lee,3290.7715
1184,Annabelle,Hebert,3287.322
873,Patience,Clayton,3278.054
132,Boyd,Irwin,3271.8135
470,Loise,Walker,3270.2309999999998
954,Hassan,Nash,3269.9827
1416,Miranda,Kennedy,3254.9906999999994
358,Kandace,Giles,3247.2480000000005
1352,Dorothea,Miranda,3243.7533999999996
899,Carisa,Carpenter,3239.982
498,Edda,Young,3238.9623999999994
820,Sandy,Mills,3229.9525000000003
1154,Barry,Albert,3227.391
348,Darren,Witt,3223.184
1082,Divina,Madden,3199.992
353,Tisa,Whitney,3196.2044
429,Emmett,Casey,3194.082
653,Florencio,Davenport,3191.9524999999994
1059,Season,Harvey,3185.9454
1252,Adriene,Rollins,3181.5405
1145,Deandrea,Vega,3172.4449
582,Soledad,Moses,3168.5541
1068,Doris,Kaufman,3167.9562
764,Terrell,Mathis,3163.0426
618,Skye,Pope,3159.926
1326,Tarra,Guerrero,3155.9565
427,Latonya,Dixon,3149.991
832,Pamala,Fowler,3146.4644999999996
1208,Leila,Barr,3144.327
303,Rolanda,Larsen,3136.0432
1167,Ryan,Carter,3126.6414
1218,Donovan,Cantrell,3126.6414
1267,Earline,Gordon,3126.6414
1032,Vernon,Knowles,3121.4817
102,Marisol,Goodman,3121.132
1160,Efren,Whitfield,3110.8567000000003
628,Ehtel,Cobb,3105.9644
434,Douglass,Little,3092.9448
480,Garland,Weaver,3074.2065
712,Kecia,Olsen,3065.9825
273,Queenie,Vance,3056.9624
1030,Saran,Moses,3049.983
518,Homer,Powers,3039.9809999999998
679,Tuan,Wolfe,3038.3214
92,Tena,Cruz,3037.1355
1127,Waldo,Hart,3032.982
214,Ross,Pugh,3032.7401
1049,Marcelino,Mcbride,3027.0319
507,Sheree,Pena,3022.8714999999997
941,Danyell,Dickerson,3018.2852
355,Arvilla,Weiss,3015.9718999999996
1404,Loyce,Conway,3015.3129
1413,Ophelia,Decker,3014.324
129,Walton,Dejesus,3011.4809999999998
1287,Victor,Pittman,2991.759
580,Mellisa,Kim,2975.9906999999994
1304,Tama,Berg,2966.6441999999997
174,Babara,Ochoa,2963.9809999999998
412,Dexter,Roberts,2963.9809999999998
497,Ezra,Fowler,2958.3021
307,Fransisca,Nicholson,2942.982
1281,Marlen,Dawson,2932.4811999999997
1400,Shayla,Hart,2928.684
1375,Carlena,Salinas,2915.108
669,Willis,Randolph,2899.4846000000002
771,Agnes,Sims,2891.7542000000003
1033,Jeannette,Skinner,2889.8561
1285,Garth,Huff,2881.14
982,Orval,Hunter,2877.7652
799,India,Barron,2873.9400000000005
979,Ingeborg,Ellison,2867.275
489,Kirstie,Vazquez,2853.963
1055,Hildegarde,Christensen,2849.9905
1105,Armando,Black,2843.0733999999998
333,Ami,Mcmahon,2840.0460999999996
1140,Penney,Hall,2835.5514
1379,Dorine,Thornton,2834.8444
667,Etsuko,Garrison,2827.9494
204,Alpha,King,2813.5587
1029,Ping,Quinn,2804.1440000000002
1185,Corine,Stuart,2801.9320000000002
1197,Nakisha,Clay,2800.2975
1108,Bao,Wade,2793.0481
439,Sunshine,Rosario,2789.9907
380,Alesia,Horne,2787.9590000000003
1216,Elvina,Gates,2780.547
106,Raul,Melendez,2770.9629999999997
326,Shiela,Calderon,2768.3634
520,Andreas,Herman,2754.9905
892,Alissa,Craft,2754.9905
198,Luis,Tyler,2749.3474
737,Melita,Dominguez,2748.7464
519,Rudolf,Gilliam,2747.2395
1058,Aisha,Woods,2743.984
987,Louis,Powell,2738.2497000000003
1275,Lenita,Bonner,2726.4905
790,Petronila,Gallegos,2719.4764000000005
103,Sylvie,Wilkerson,2718.3920000000003
1271,Roy,Chan,2717.964
828,Renato,Morton,2716.7650000000003
1229,Carina,Lynch,2707.8278
1210,Shawnna,Frank,2705.007
650,Rita,Bailey,2701.1742
323,Jeniffer,Slater,2699.991
1272,Houston,Vasquez,2699.991
1432,Zona,Cameron,2696.9907
299,Jame,Riggs,2687.1434
266,Myung,Hooper,2681.9570000000003
953,Kattie,Stevenson,2681.1565
1335,Corina,Lynch,2672.6926
1183,Kim,Clark,2664.9644
243,Natosha,Rowland,2658.7627
256,Erma,Salinas,2658.1454
1075,Dann,Huff,2653.073
1128,Bea,Kane,2643.2447
636,Ashton,Lott,2635.122
1394,Genny,Fields,2615.976
735,Aide,Franco,2605.2824
632,Yvette,Rogers,2599.168
191,Graciela,Barber,2593.1289
1388,Nanette,Harris,2559.992
201,Candis,Harding,2548.9732
98,Violet,Valenzuela,2546.4665000000005
1384,Elmo,Sweeney,2518.1494000000002
757,Lamar,Greer,2511.4647000000004
1123,Raphael,O'neil,2509.946
562,Alejandro,Norman,2509.881
542,Timothy,Byers,2501.764
207,Michel,Blankenship,2500.4381000000003
872,Silas,Tate,2497.9559
262,Rubin,Decker,2484.4274
180,Karey,Steele,2478.4
1266,Myrl,Gay,2474.9727
1264,Devin,Velazquez,2469.9585
1351,Carman,Hardy,2465.4572
706,Lolita,O'neill,2452.948
552,Lea,Key,2449.7546
495,Travis,Goodman,2446.9410000000003
988,Vanda,Holmes,2432.9444
795,Mariam,Miranda,2431.165
385,Rochelle,Ward,2427.9567
639,Ronald,Parsons,2420.553
818,Joel,Wynn,2419.7634
1381,Mercedez,Brooks,2414.963
936,Sherilyn,Wilcox,2411.4715
1282,Alexis,Mack,2402.476
393,Gertrude,Terry,2379.973
777,Ilda,Roberson,2379.4635
117,Dacia,William,2371.4545
250,Ivonne,Yang,2371.1623999999997
1104,Khalilah,Robertson,2362.1628
1121,Shasta,Combs,2360.3907
467,Clare,Neal,2357.9642
510,Faustino,Delacruz,2346.6624
319,Justin,Newton,2337.4624999999996
131,Tanesha,Hampton,2335.5207
1323,Ebony,Cotton,2333.3559999999998
1039,Bee,Baker,2329.5760000000005
287,Mireille,Puckett,2320.5564000000004
1380,Eliz,Lynch,2319.9919999999997
139,Wanita,Davenport,2319.976
1308,Shea,Howell,2319.9680000000003
1399,Angelika,Perry,2319.7539
233,Mariana,Strong,2317.0840000000003
502,Malinda,Baxter,2312.4447
967,Laurette,Hebert,2309.3035
408,Edra,Fitzgerald,2297.7575
1181,Agustina,Lawrence,2283.8072
402,Kerrie,Morton,2282.965
44,Onita,Johns,2270.5392
1251,Nanette,Roman,2259.3407
315,Justina,Jenkins,2258.1214999999997
817,Zelda,Pratt,2252.915
939,Maximina,Hutchinson,2230.5485
1278,Loan,Graham,2228.2451
575,Laurence,Christian,2222.8722
1027,Shanita,Wiley,2217.6427000000003
759,Cira,Downs,2214.0537
770,Lavonda,Stephenson,2208.9745
1046,Dane,Mcdaniel,2205.7557
8,Jacquline,Duncan,2201.6567
1401,Willetta,Murphy,2200.9444
436,Honey,Camacho,2200.8641
546,Thad,Castro,2197.9500000000003
553,Rory,Cooper,2197.892
789,Tad,Gardner,2195.5747
1331,Divina,Reeves,2195.0517
1087,Willow,Gardner,2190.566
324,Laureen,Paul,2165.0816999999997
241,Manie,Sanchez,2157.916
1045,Pasquale,Hogan,2155.172
376,Elanor,Patrick,2136.531
938,Emory,O'connor,2135.0624
1217,Carlie,Terrell,2133.9264
1179,Vernetta,Banks,2123.5632
1231,Selene,Vega,2119.259
466,Collen,Hayes,2113.5840000000003
668,Calandra,Stanton,2100.9225
909,Alita,Salinas,2099.9637000000002
1409,Lamar,Bush,2093.4134999999997
584,Lynne,Anderson,2090.6642
1250,Neoma,Daugherty,2083.1605
190,Toya,Pratt,2082.1435
1234,Joshua,Berg,2069.4549
189,Damian,Dawson,2069.3725
620,Eric,Hardin,2065.9827
1182,Trinidad,Chapman,2052.352
1429,Lorrie,Justice,2042.0634
1367,Lucile,Manning,2032.4445
1193,Phebe,Soto,2024.0637000000002
1187,Kenyetta,Mason,2013.9650000000001
845,Kathyrn,Bush,2011.4625999999998
855,Lean,Stark,2008.7628
237,Elvera,Peck,2007.5811999999999
1385,Kenton,Hughes,2006.0629
431,Luciano,Marsh,1999.3494
359,Angie,Powers,1990.1627999999998
1226,Qiana,Jackson,1988.0501000000002
680,Mathilda,Pennington,1987.966
797,Cathey,Lamb,1984.073
932,Yvonne,Bean,1973.7314
854,Phylis,Adkins,1972.9624
357,Sheri,Cole,1970.5907
944,Tonja,Henderson,1964.0810000000001
1355,Thad,Gilliam,1961.0811999999999
1114,Douglass,Blankenship,1951.3474
1000,Shiloh,Reeves,1950.5750000000003
548,Dori,Alvarez,1949.6365
825,Kristel,Byrd,1934.9634
331,Aleta,Mack,1929.514
796,Rosalie,Coffey,1926.581
1173,Chanel,May,1904.4585000000002
556,Vernell,Goff,1902.5629
708,Majorie,Glover,1899.981
449,Josie,Schultz,1894.541
1232,Jong,Guthrie,1891.1125000000002
940,Marina,Hinton,1885.8839
1107,Lynda,Newman,1868.9634
811,Shanti,Johnston,1863.966
1363,Nestor,Haynes,1860.5825
962,Maple,Griffin,1856.6117
1407,Hugh,Craft,1856.0750000000003
71,Takako,Casey,1855.3325
935,Genevie,Miles,1850.0567
430,Kandi,Mcneil,1847.0647
1117,Jeffrey,Hill,1845.882
913,Liliana,Kerr,1841.6217000000001
261,Ferne,Kline,1837.4717
638,Tomeka,Higgins,1832.0628
1299,Shauna,Edwards,1831.1814
1410,Lurlene,Finch,1829.6654999999998
1343,Jama,Rodriquez,1818.4545
1386,Cesar,Wilkins,1806.4125
1038,Garry,Juarez,1805.9660000000001
858,Klara,Kim,1804.8565000000003
343,Jesica,Fields,1800.4814999999999
1016,Shenna,Benton,1797.975
914,Hortencia,O'neil,1793.7574
1047,Jamaal,Baker,1786.4650000000001
710,Ezra,Silva,1765.1307
535,Inge,Olsen,1759.976
365,Rodger,Rojas,1758.5140000000001
232,Freddie,Mathis,1755.3725
629,Evelina,Byrd,1754.1460000000002
814,Ghislaine,Compton,1754.0463999999997
1180,Myrtle,Gardner,1753.7717
1198,Cheryll,Snyder,1745.9640000000002
1371,Pandora,Estes,1734.9325
188,Sharla,Flynn,1729.775
254,Cristobal,Hutchinson,1716.5529999999999
416,Luke,Fuller,1709.3652000000002
933,Lurline,Rivers,1708.3719
1431,Mark,Benton,1705.9632
563,Rodney,Odom,1703.6815000000001
1212,Jaqueline,Cummings,1697.9717
834,Brain,Skinner,1694.0557000000001
745,Carolyne,Conley,1692.5720999999999
1194,Leticia,Snyder,1692.5370000000003
456,Serina,Hensley,1690.6635
392,Cyndi,Bush,1681.9740000000002
1393,Vivian,Deleon,1681.4809999999998
678,Myron,Johns,1673.9906999999998
816,Marshall,Johnson,1669.9825
318,Eliz,Whitney,1662.0538999999999
590,Cyndi,Dyer,1655.0719
731,Hilary,Savage,1652.981
1405,Thanh,Figueroa,1649.9724999999999
591,Danilo,Holmes,1646.3814
740,Gwenn,Melton,1644.5164999999997
485,Catherine,Miles,1635.5468
1338,Inez,Snider,1626.7825000000003
267,Angelina,Lloyd,1625.963
371,Loni,Duncan,1619.991
1076,Sherise,Mercer,1619.991
1309,Kimberli,Cline,1619.991
419,Krystin,Marshall,1613.3947000000003
911,Nikita,Roy,1611.0747000000001
433,Holly,Nieves,1601.3717
291,Boyce,Burks,1600.0929999999998
445,Earline,Ballard,1599.9840000000002
1327,Consuela,Romero,1599.9840000000002
1109,Gussie,Harding,1595.6657
1339,Neida,King,1590.8534
698,Charleen,Joyner,1585.156
1243,Heide,Reed,1582.1634
264,Mariela,Huffman,1577.0717
1106,Jerri,Henry,1576.7820000000002
49,Caroll,Hays,1571.1760000000002
1155,Verdell,Joyner,1567.4715
219,Darcie,Morgan,1567.173
707,Terese,Briggs,1559.9725
570,Marissa,Summers,1556.7828
621,Basil,Ballard,1553.9650000000001
841,Manie,Maxwell,1546.384
317,Christia,Wilkins,1543.7628
1256,Nubia,Anderson,1538.964
369,Mary,Singleton,1536.1215
1434,Elana,Miles,1530.963
763,Han,Schneider,1525.1627999999998
876,Onita,Macdonald,1525.1539
523,Joshua,Robertson,1519.981
483,Gayla,Sims,1519.2
927,Guillermo,Hart,1516.3400000000001
589,Jeffry,Church,1512.891
1305,Dalia,Carson,1509.4727000000003
635,Myrtie,James,1502.9630000000002
942,Davis,Long,1499.9719
516,Rosa,Kinney,1499.9660000000001
1389,Ulrike,Chan,1499.382
222,Anya,Contreras,1497.4827
494,Pearl,Fox,1494.9554000000003
424,Charleen,Hurst,1490.2907
835,Roseanne,Maynard,1485.4635
211,Gilma,Dejesus,1472.481
67,Tommie,Melton,1472.4724999999999
290,Barry,Buckner,1467.9554000000003
930,Delana,Wagner,1464.2552
438,Katharine,Herrera,1455.974
487,Grace,Madden,1450.0230000000001
1222,Geraldine,O'donnell,1441.165
253,Maurice,Norton,1439.9840000000002
699,Zella,Fernandez,1422.963
596,Emelda,Dickerson,1422.4825
980,Carter,Booth,1416.573
1420,Kelsey,Noble,1407.5520000000001
101,Nichelle,Howell,1405.962
674,Ira,Moore,1402.7740000000001
1444,Ivette,Estes,1399.976
822,Kristy,Watkins,1396.4904999999999
158,Alane,Kennedy,1395.1624
968,Jonna,Brown,1394.9906999999998
476,Christopher,Richardson,1394.9814
1383,Desire,Mcgowan,1392.2730000000001
1253,Susannah,Fields,1390.4733999999999
720,Devin,Shaffer,1389.772
465,Birdie,Kramer,1382.972
397,Jeannie,Wilcox,1378.182
1204,Leslie,Higgins,1372.4719
1017,Philip,Bryan,1368.0717
387,Kaila,Walters,1367.984
881,Chloe,Patel,1367.0907
634,Taylor,Cole,1364.944
1356,Inger,Jennings,1359.976
647,Janelle,Maldonado,1353.748
843,Tessie,Farmer,1351.7223999999999
741,Laci,Castro,1349.982
874,Mila,Good,1344.7920000000001
414,Romaine,Haley,1337.0817
399,Bart,Hess,1331.9733999999999
921,Evelin,Vargas,1328.6529
868,Domingo,Casey,1311.2907
750,Romaine,Salazar,1307.6225
458,Everett,Vega,1304.9750000000001
915,Beryl,Bennett,1301.4715
1345,Arie,Hunter,1287.5737
1293,Sally,Kinney,1285.9717
949,Venessa,Frost,1279.0627
511,Julienne,Moody,1277.9660000000001
879,Ethelyn,Ray,1276.9750000000001
664,Augustus,Schmidt,1272.784
630,Zulema,Browning,1265.9723999999999
928,Joann,Barber,1264.9827
148,Julee,Woodard,1260.973
769,Agatha,Melton,1258.972
1053,Parthenia,Figueroa,1257.972
1143,Sommer,Hopkins,1256.091
183,Jeniffer,Ratliff,1254.9405
623,Cayla,Johnson,1253.981
311,Charise,Burt,1250.8636999999999
1110,Shirely,Cantrell,1249.972
405,Greta,Page,1245.973
1294,Edith,Davenport,1243.7847
1361,Destiny,Goodman,1240.1840000000002
305,Hope,Cotton,1238.5660000000003
1412,Adrien,Hunter,1234.9715
1002,Cami,Williamson,1233.6722
573,Rubye,Mccall,1229.0919999999999
1186,Kiesha,Bond,1228.5207
812,Martha,Burgess,1227.5814
902,Elease,Dejesus,1217.2640000000001
1170,Mechelle,Chan,1210.2714999999998
1013,Alma,Peck,1209.4747
294,Clementina,Sargent,1208.4825
504,Tiana,Henderson,1200.542
341,Delana,Scott,1199.9840000000002
1387,Phylicia,Stout,1199.9840000000002
974,Marcell,Barrett,1197.0725
522,Tammera,Fischer,1196.9665
784,Debbra,Jacobson,1194.2817
791,Yun,Nelson,1189.9825
772,Latricia,Lindsey,1174.5654
283,Jaimee,Day,1172.9724
321,Chere,Hardin,1165.0810000000001
164,Tomika,Larson,1139.981
398,Suellen,Mercado,1139.981
406,Kerrie,O'neill,1139.981
475,Alec,Peck,1139.981
992,Chere,Alston,1139.962
209,Jutta,Everett,1127.992
1073,Leeanne,Cross,1115.9814
1241,Nathaniel,Davidson,1115.9814
244,Jessika,Bray,1113.2655
1035,Tangela,Hurley,1104.4745
248,Cecelia,Gill,1101.683
1292,Lakenya,Oliver,1099.4814999999999
265,Mellisa,Farley,1096.1817
656,Romana,Barnes,1094.9750000000001
947,Angele,Castro,1082.9715
1061,Alanna,Barry,1076.9307
1074,Lanelle,Guerra,1072.1624
978,Diana,Reyes,1064.682
652,Tilda,Melton,1063.8921
956,Venus,Hewitt,1060.553
1064,Patsy,Russo,1060.1721
1116,Patria,Harper,1055.9840000000002
1318,Tisha,Petty,1052.972
588,Cherelle,Key,1052.9630000000002
477,Arminda,Weber,1044.981
1011,Sebrina,Gross,1042.1724
1044,Zenia,Bruce,1041.5814
869,Rodrigo,Durham,1037.3715
849,Phyllis,Hill,1034.2827
286,Virgil,Frost,1026.7014
300,Rayford,Simon,1023.984
753,Mandi,Gibbs,1022.9813999999999
981,Christel,Cardenas,1022.9813999999999
1099,Jewell,Reyes,1019.963
695,Christoper,Gould,1006.981
719,Nicki,Fry,1006.981
284,Susann,Bass,1001.6116999999999
