customer_id,first_name,last_name,recency_score,frequency_score,monetary_score,rfm_score,customer_segment
955,Delfina,Gilliam,5,3,3,3.6666666666666665,Gold
970,Ruth,Horton,5,3,3,3.6666666666666665,Gold
1066,Raeann,Duncan,5,3,3,3.6666666666666665,Gold
1433,Nicola,Knight,5,3,3,3.6666666666666665,Gold
440,Yevette,Todd,5,3,3,3.6666666666666665,Gold
765,Spring,Hayes,5,3,3,3.6666666666666665,Gold
427,Latonya,Dixon,5,3,3,3.6666666666666665,Gold
937,Aida,Koch,5,3,3,3.6666666666666665,Gold
906,Erik,Leblanc,5,3,3,3.6666666666666665,Gold
856,Lara,Guy,5,3,3,3.6666666666666665,Gold
566,Cinthia,Poole,5,3,3,3.6666666666666665,Gold
839,Carolann,Russell,5,3,3,3.6666666666666665,Gold
474,Lavern,Orr,5,3,3,3.6666666666666665,Gold
599,Jonell,Rivas,5,3,3,3.6666666666666665,Gold
518,Homer,Powers,5,3,3,3.6666666666666665,Gold
1154,Barry,Albert,5,3,3,3.6666666666666665,Gold
478,Emmett,Hahn,5,3,3,3.6666666666666665,Gold
820,Sandy,Mills,5,3,3,3.6666666666666665,Gold
515,Reita,Dickson,5,3,3,3.6666666666666665,Gold
1419,Lurlene,Cotton,5,3,3,3.6666666666666665,Gold
395,Fairy,Robinson,5,3,3,3.6666666666666665,Gold
1101,Louise,Flowers,5,3,3,3.6666666666666665,Gold
152,Katherina,Odom,5,3,3,3.6666666666666665,Gold
252,Eleni,Gordon,1,4,5,3.3333333333333335,Gold
587,Euna,Lopez,1,4,5,3.3333333333333335,Gold
755,Tomika,Wilder,1,4,5,3.3333333333333335,Gold
251,Kasie,Rodriquez,1,4,5,3.3333333333333335,Gold
610,Leonore,Dorsey,1,4,5,3.3333333333333335,Gold
649,Eli,Contreras,1,4,5,3.3333333333333335,Gold
206,Stephaine,Riddle,1,4,5,3.3333333333333335,Gold
145,Miquel,Neal,1,4,5,3.3333333333333335,Gold
282,Randolph,Chase,1,4,5,3.3333333333333335,Gold
1341,Rozanne,Reyes,1,4,5,3.3333333333333335,Gold
732,Lavona,Austin,1,4,5,3.3333333333333335,Gold
230,Chelsey,Hardin,1,4,5,3.3333333333333335,Gold
274,Josh,Shaw,2,4,4,3.3333333333333335,Gold
1112,Hollis,Rasmussen,2,4,4,3.3333333333333335,Gold
963,Anisha,Lang,2,4,4,3.3333333333333335,Gold
961,Iva,Wilcox,2,4,4,3.3333333333333335,Gold
1307,Cinda,Rocha,2,4,4,3.3333333333333335,Gold
1042,Larissa,Hays,2,4,4,3.3333333333333335,Gold
1300,Clorinda,Donovan,2,4,4,3.3333333333333335,Gold
758,Raymonde,Garcia,2,4,4,3.3333333333333335,Gold
410,Conception,Slater,2,4,4,3.3333333333333335,Gold
1274,Odette,Moses,2,4,4,3.3333333333333335,Gold
1151,Herminia,Reyes,2,4,4,3.3333333333333335,Gold
717,Kristofer,Craig,2,4,4,3.3333333333333335,Gold
917,Vernia,Madden,2,4,4,3.3333333333333335,Gold
726,Rochell,Cantrell,2,4,4,3.3333333333333335,Gold
1085,Adam,Thornton,2,4,4,3.3333333333333335,Gold
314,Javier,Nichols,2,4,4,3.3333333333333335,Gold
882,Hilda,Harvey,2,4,4,3.3333333333333335,Gold
808,Vallie,Dixon,2,4,4,3.3333333333333335,Gold
853,Brittney,Rojas,2,4,4,3.3333333333333335,Gold
1089,Chere,Mcfadden,2,4,4,3.3333333333333335,Gold
984,Ivette,Warren,2,4,4,3.3333333333333335,Gold
481,Jayson,Rutledge,2,4,4,3.3333333333333335,Gold
1048,Ji,Burt,2,4,4,3.3333333333333335,Gold
1359,Octavia,Donaldson,2,4,4,3.3333333333333335,Gold
235,Jeromy,Elliott,2,4,4,3.3333333333333335,Gold
111,Shila,White,2,4,4,3.3333333333333335,Gold
724,Lois,Steele,2,4,4,3.3333333333333335,Gold
569,Lucas,Estes,2,4,4,3.3333333333333335,Gold
1315,Omega,Johnston,2,4,4,3.3333333333333335,Gold
1406,Farrah,Orr,2,4,4,3.3333333333333335,Gold
1144,Jewel,Sparks,2,4,4,3.3333333333333335,Gold
212,Buford,Bridges,2,4,4,3.3333333333333335,Gold
1248,Bethany,Herring,2,4,4,3.3333333333333335,Gold
833,Leone,Emerson,2,4,4,3.3333333333333335,Gold
160,Omer,Estrada,2,4,4,3.3333333333333335,Gold
581,Vonda,Berger,2,4,4,3.3333333333333335,Gold
990,Casimira,Chapman,2,4,4,3.3333333333333335,Gold
538,Sherie,Ayala,2,4,4,3.3333333333333335,Gold
96,Floretta,Higgins,2,4,4,3.3333333333333335,Gold
896,Stefani,Gamble,2,4,4,3.3333333333333335,Gold
1159,Charlene,Norris,2,4,4,3.3333333333333335,Gold
1398,Nevada,Hood,2,4,4,3.3333333333333335,Gold
1119,Tora,Dunlap,2,4,4,3.3333333333333335,Gold
1040,Shantae,Hammond,2,4,4,3.3333333333333335,Gold
1302,Verda,Gilbert,2,4,4,3.3333333333333335,Gold
985,Milagros,Weber,2,4,4,3.3333333333333335,Gold
1249,Barbra,Dickerson,2,4,4,3.3333333333333335,Gold
1233,Lise,Hebert,3,3,4,3.3333333333333335,Gold
524,Larraine,Horn,3,3,4,3.3333333333333335,Gold
428,Hipolito,Padilla,3,3,4,3.3333333333333335,Gold
966,Novella,Patel,3,3,4,3.3333333333333335,Gold
400,Alfredo,Dodson,4,3,3,3.3333333333333335,Gold
1145,Deandrea,Vega,4,3,3,3.3333333333333335,Gold
645,Lewis,Garner,4,3,3,3.3333333333333335,Gold
1418,Penni,Best,4,3,3,3.3333333333333335,Gold
1115,Lina,Meadows,4,3,3,3.3333333333333335,Gold
168,Nettie,Mcdaniel,4,3,3,3.3333333333333335,Gold
353,Tisa,Whitney,4,3,3,3.3333333333333335,Gold
161,Crystle,Gilliam,4,3,3,3.3333333333333335,Gold
582,Soledad,Moses,4,3,3,3.3333333333333335,Gold
429,Emmett,Casey,4,3,3,3.3333333333333335,Gold
185,Morton,Lee,4,3,3,3.3333333333333335,Gold
898,Crysta,Velez,4,3,3,3.3333333333333335,Gold
1003,Sharell,Ross,4,3,3,3.3333333333333335,Gold
1160,Efren,Whitfield,4,3,3,3.3333333333333335,Gold
1311,Whitley,Cannon,4,3,3,3.3333333333333335,Gold
1269,Gustavo,Gamble,4,3,3,3.3333333333333335,Gold
143,Janae,Doyle,4,3,3,3.3333333333333335,Gold
945,Krissy,Ochoa,4,3,3,3.3333333333333335,Gold
1178,Wendie,Nash,4,3,3,3.3333333333333335,Gold
554,Hilde,Nieves,4,3,3,3.3333333333333335,Gold
1344,Eloisa,Tucker,4,3,3,3.3333333333333335,Gold
865,Julia,Joyner,4,3,3,3.3333333333333335,Gold
1262,Brianne,Hays,4,3,3,3.3333333333333335,Gold
1067,Lillia,Gillespie,4,3,3,3.3333333333333335,Gold
900,Jule,Davenport,4,3,3,3.3333333333333335,Gold
826,Shay,Stephenson,4,3,3,3.3333333333333335,Gold
216,Wai,Soto,4,3,3,3.3333333333333335,Gold
1191,Tam,Fisher,4,3,3,3.3333333333333335,Gold
730,Andria,Rivers,4,3,3,3.3333333333333335,Gold
1091,Risa,Gallagher,4,3,3,3.3333333333333335,Gold
213,Elenore,Hensley,4,3,3,3.3333333333333335,Gold
807,Nathalie,Knowles,4,3,3,3.3333333333333335,Gold
210,Priscilla,Wilkins,4,3,3,3.3333333333333335,Gold
303,Rolanda,Larsen,4,3,3,3.3333333333333335,Gold
1329,Sharyn,Brewer,4,3,3,3.3333333333333335,Gold
1188,Marcene,Curtis,4,3,3,3.3333333333333335,Gold
435,Izola,Hobbs,4,3,3,3.3333333333333335,Gold
1408,Eleanor,Mendez,4,3,3,3.3333333333333335,Gold
950,Verna,Solis,4,3,3,3.3333333333333335,Gold
113,Eliana,Silva,4,3,3,3.3333333333333335,Gold
533,Garret,Clay,4,3,3,3.3333333333333335,Gold
580,Mellisa,Kim,5,2,3,3.3333333333333335,Gold
923,Randee,Pitts,1,4,4,3.0,Gold
696,Norine,Huffman,1,4,4,3.0,Gold
1149,Drucilla,Gilliam,1,4,4,3.0,Gold
1280,Jackeline,Colon,1,4,4,3.0,Gold
1238,Edgar,Quinn,1,4,4,3.0,Gold
1259,Kimbery,Nieves,1,4,4,3.0,Gold
1321,Shantel,Gregory,1,4,4,3.0,Gold
1220,Carissa,Cross,1,4,4,3.0,Gold
1012,Josephine,Dale,1,4,4,3.0,Gold
529,Ellena,Clements,1,4,4,3.0,Gold
1174,Aaron,Knapp,1,4,4,3.0,Gold
276,Lavette,Wright,1,4,4,3.0,Gold
1069,Rodolfo,Buck,1,4,4,3.0,Gold
218,Casey,Gill,1,4,4,3.0,Gold
306,Vikki,Erickson,1,4,4,3.0,Gold
991,Brigida,Larson,1,4,4,3.0,Gold
577,Danille,Mcfarland,1,4,4,3.0,Gold
327,Sharie,Alvarez,1,4,4,3.0,Gold
1365,Shenna,Espinoza,1,4,4,3.0,Gold
484,Chelsey,Boyd,1,4,4,3.0,Gold
316,Hortencia,Graham,1,4,4,3.0,Gold
1192,Gena,Owens,1,4,4,3.0,Gold
366,Lavonne,Anderson,1,4,4,3.0,Gold
332,Reena,Higgins,1,4,4,3.0,Gold
574,Adriene,Rivera,1,4,4,3.0,Gold
99,Carie,Kidd,1,4,4,3.0,Gold
1200,Aubrey,Durham,1,4,4,3.0,Gold
643,Melba,Wilkinson,1,4,4,3.0,Gold
390,Lorrie,Pollard,1,4,4,3.0,Gold
919,Ruthanne,Hoover,1,4,4,3.0,Gold
728,Viva,Dawson,1,4,4,3.0,Gold
1247,Tammie,Cherry,1,4,4,3.0,Gold
727,Kasha,Sullivan,1,4,4,3.0,Gold
127,Erlinda,Nielsen,1,4,4,3.0,Gold
640,Allison,Nolan,1,4,4,3.0,Gold
1373,Lanora,Robbins,1,4,4,3.0,Gold
1257,Rosamaria,Meyer,1,4,4,3.0,Gold
1360,Latashia,Travis,1,4,4,3.0,Gold
1435,Merrie,Fowler,1,4,4,3.0,Gold
1350,Annett,Rush,1,4,4,3.0,Gold
1314,Joeann,Garrison,1,4,4,3.0,Gold
413,Ginette,Edwards,1,4,4,3.0,Gold
107,Cecil,Hopper,1,4,4,3.0,Gold
579,Matilda,Larson,1,4,4,3.0,Gold
540,Shery,Randolph,1,4,4,3.0,Gold
1227,Magali,Dixon,1,4,4,3.0,Gold
800,Cris,Dunn,1,4,4,3.0,Gold
360,Van,Peters,1,4,4,3.0,Gold
1245,Gabriela,Warren,1,4,4,3.0,Gold
281,Rayna,Perry,1,4,4,3.0,Gold
565,Dagny,Owen,1,4,4,3.0,Gold
568,Arcelia,Vinson,1,4,4,3.0,Gold
779,Major,Merrill,2,3,4,3.0,Gold
337,Majorie,Wyatt,2,3,4,3.0,Gold
1313,Dante,Grimes,2,3,4,3.0,Gold
1295,Alline,Beasley,2,3,4,3.0,Gold
447,Chasidy,Tran,2,3,4,3.0,Gold
1397,Dewayne,Herring,2,3,4,3.0,Gold
1334,Ashleigh,Finch,2,3,4,3.0,Gold
989,Loreen,Byers,2,3,4,3.0,Gold
344,Herta,Rollins,3,3,3,3.0,Gold
297,Christia,Carson,3,3,3,3.0,Gold
614,Toshia,Cardenas,3,3,3,3.0,Gold
1097,Collen,Dennis,3,3,3,3.0,Gold
606,Sarah,Kirkland,3,3,3,3.0,Gold
1242,Chauncey,Donaldson,3,3,3,3.0,Gold
1352,Dorothea,Miranda,3,3,3,3.0,Gold
1196,Ileana,Holt,3,3,3,3.0,Gold
1246,Dale,Rasmussen,3,3,3,3.0,Gold
625,Donnetta,Henson,3,3,3,3.0,Gold
864,Lore,Sykes,3,3,3,3.0,Gold
910,Elenore,William,3,3,3,3.0,Gold
832,Pamala,Fowler,3,3,3,3.0,Gold
694,Lanie,Dunn,3,3,3,3.0,Gold
1113,Kendra,Harrington,3,3,3,3.0,Gold
1072,Maryalice,Henry,3,3,3,3.0,Gold
335,Scarlet,Reed,3,3,3,3.0,Gold
946,Angella,Bridges,3,3,3,3.0,Gold
1298,Trudy,Riddle,3,3,3,3.0,Gold
432,Julius,Holt,3,3,3,3.0,Gold
653,Florencio,Davenport,3,3,3,3.0,Gold
619,Ana,Palmer,3,3,3,3.0,Gold
234,Winfred,Harris,3,3,3,3.0,Gold
1203,Georgeann,Rojas,3,3,3,3.0,Gold
1164,Patrina,Tanner,3,3,3,3.0,Gold
301,Annett,Garrett,3,3,3,3.0,Gold
890,Rosanne,George,3,3,3,3.0,Gold
1133,Dung,King,3,3,3,3.0,Gold
1059,Season,Harvey,3,3,3,3.0,Gold
662,Loraine,Sykes,3,3,3,3.0,Gold
597,Rudolf,Moran,3,3,3,3.0,Gold
1346,Sanora,Webster,3,3,3,3.0,Gold
644,Valentin,Mclaughlin,3,3,3,3.0,Gold
162,Kam,Wilder,3,3,3,3.0,Gold
1177,Charlesetta,Soto,3,3,3,3.0,Gold
1416,Miranda,Kennedy,3,3,3,3.0,Gold
358,Kandace,Giles,3,3,3,3.0,Gold
386,Nelle,Beck,3,3,3,3.0,Gold
214,Ross,Pugh,3,3,3,3.0,Gold
507,Sheree,Pena,3,3,3,3.0,Gold
171,Miriam,Baker,3,3,3,3.0,Gold
887,Graig,Cannon,3,3,3,3.0,Gold
1068,Doris,Kaufman,3,3,3,3.0,Gold
215,Judith,Finley,3,3,3,3.0,Gold
781,Tajuana,Riddle,3,3,3,3.0,Gold
628,Ehtel,Cobb,3,3,3,3.0,Gold
129,Walton,Dejesus,3,3,3,3.0,Gold
736,Genny,Hensley,3,3,3,3.0,Gold
537,Carter,Bentley,3,3,3,3.0,Gold
618,Skye,Pope,3,3,3,3.0,Gold
355,Arvilla,Weiss,3,3,3,3.0,Gold
1184,Annabelle,Hebert,3,3,3,3.0,Gold
722,Camila,Carroll,3,3,3,3.0,Gold
270,Claudio,Wise,3,3,3,3.0,Gold
1287,Victor,Pittman,4,2,3,3.0,Gold
174,Babara,Ochoa,4,2,3,3.0,Gold
1304,Tama,Berg,4,2,3,3.0,Gold
1281,Marlen,Dawson,4,2,3,3.0,Gold
412,Dexter,Roberts,4,2,3,3.0,Gold
1409,Lamar,Bush,5,2,2,3.0,Gold
1384,Elmo,Sweeney,5,2,2,3.0,Gold
1027,Shanita,Wiley,5,2,2,3.0,Gold
256,Erma,Salinas,5,2,2,3.0,Gold
1393,Vivian,Deleon,5,2,2,3.0,Gold
1016,Shenna,Benton,5,2,2,3.0,Gold
502,Malinda,Baxter,5,2,2,3.0,Gold
476,Christopher,Richardson,5,2,2,3.0,Gold
253,Maurice,Norton,5,2,2,3.0,Gold
1256,Nubia,Anderson,5,2,2,3.0,Gold
680,Mathilda,Pennington,5,2,2,3.0,Gold
818,Joel,Wynn,5,2,2,3.0,Gold
323,Jeniffer,Slater,5,2,2,3.0,Gold
914,Hortencia,O'neil,5,2,2,3.0,Gold
1187,Kenyetta,Mason,5,2,2,3.0,Gold
1383,Desire,Mcgowan,5,2,2,3.0,Gold
987,Louis,Powell,5,2,2,3.0,Gold
1231,Selene,Vega,5,2,2,3.0,Gold
938,Emory,O'connor,5,2,2,3.0,Gold
483,Gayla,Sims,5,2,2,3.0,Gold
982,Orval,Hunter,5,2,2,3.0,Gold
822,Kristy,Watkins,5,2,2,3.0,Gold
287,Mireille,Puckett,5,2,2,3.0,Gold
1029,Ping,Quinn,5,2,2,3.0,Gold
139,Wanita,Davenport,5,2,2,3.0,Gold
816,Marshall,Johnson,5,2,2,3.0,Gold
392,Cyndi,Bush,5,2,2,3.0,Gold
180,Karey,Steele,5,2,2,3.0,Gold
1147,Kandace,Ayers,1,3,4,2.6666666666666665,Silver
117,Dacia,William,1,5,2,2.6666666666666665,Silver
1322,Ai,Forbes,1,3,4,2.6666666666666665,Silver
848,Ernestina,Skinner,1,3,4,2.6666666666666665,Silver
1030,Saran,Moses,2,3,3,2.6666666666666665,Silver
1252,Adriene,Rollins,2,3,3,2.6666666666666665,Silver
806,Reyes,Merritt,2,3,3,2.6666666666666665,Silver
907,Daina,Sampson,2,3,3,2.6666666666666665,Silver
1189,Sheila,Goodman,2,3,3,2.6666666666666665,Silver
994,Demarcus,Reese,2,3,3,2.6666666666666665,Silver
1054,Arielle,Levine,2,3,3,2.6666666666666665,Silver
527,Afton,Juarez,2,3,3,2.6666666666666665,Silver
995,Amina,Salazar,2,3,3,2.6666666666666665,Silver
132,Boyd,Irwin,2,3,3,2.6666666666666665,Silver
954,Hassan,Nash,2,3,3,2.6666666666666665,Silver
1156,Han,Wade,2,3,3,2.6666666666666665,Silver
1362,Christiana,Gross,2,3,3,2.6666666666666665,Silver
199,Clelia,Workman,2,3,3,2.6666666666666665,Silver
1080,Mirella,Duffy,2,3,3,2.6666666666666665,Silver
1437,Son,Warner,2,3,3,2.6666666666666665,Silver
1001,Lee,Roman,2,3,3,2.6666666666666665,Silver
396,Laverna,Hernandez,2,3,3,2.6666666666666665,Silver
603,Genevieve,Juarez,2,3,3,2.6666666666666665,Silver
1071,Shemeka,Lyons,2,3,3,2.6666666666666665,Silver
1202,Carmina,Emerson,2,3,3,2.6666666666666665,Silver
1265,Bonita,Marshall,2,3,3,2.6666666666666665,Silver
434,Douglass,Little,2,3,3,2.6666666666666665,Silver
1062,Jerri,Guthrie,2,3,3,2.6666666666666665,Silver
362,Olevia,Noel,2,3,3,2.6666666666666665,Silver
1028,Shanna,Bonner,2,3,3,2.6666666666666665,Silver
691,Ladawn,Downs,2,3,3,2.6666666666666665,Silver
197,Andy,O'neill,2,3,3,2.6666666666666665,Silver
555,Marry,Benjamin,2,3,3,2.6666666666666665,Silver
641,Derrick,Marks,2,3,3,2.6666666666666665,Silver
686,Darcel,Harmon,2,3,3,2.6666666666666665,Silver
899,Carisa,Carpenter,2,3,3,2.6666666666666665,Silver
709,Vinnie,Chan,2,3,3,2.6666666666666665,Silver
712,Kecia,Olsen,2,3,3,2.6666666666666665,Silver
977,Barton,Cox,2,3,3,2.6666666666666665,Silver
260,Rodrick,Shelton,2,3,3,2.6666666666666665,Silver
831,Lory,Berg,2,3,3,2.6666666666666665,Silver
1378,Enoch,Rosario,2,3,3,2.6666666666666665,Silver
155,Lory,Page,2,3,3,2.6666666666666665,Silver
986,Marcel,Lindsay,2,3,3,2.6666666666666665,Silver
1056,Rebbecca,Espinoza,2,3,3,2.6666666666666665,Silver
1096,Tonda,Webb,2,3,3,2.6666666666666665,Silver
773,Yolando,Wade,2,3,3,2.6666666666666665,Silver
1353,Agatha,Daniels,2,3,3,2.6666666666666665,Silver
313,Melani,Jarvis,2,3,3,2.6666666666666665,Silver
470,Loise,Walker,2,3,3,2.6666666666666665,Silver
739,Bobbi,Banks,2,3,3,2.6666666666666665,Silver
1169,Beatris,Joyner,2,3,3,2.6666666666666665,Silver
894,Nathaniel,Richard,2,3,3,2.6666666666666665,Silver
1430,Tayna,Wade,2,3,3,2.6666666666666665,Silver
178,Genoveva,Tyler,2,3,3,2.6666666666666665,Silver
819,Yahaira,Robertson,2,3,3,2.6666666666666665,Silver
688,Pearlie,Cochran,2,3,3,2.6666666666666665,Silver
1219,Alden,Atkinson,2,3,3,2.6666666666666665,Silver
1306,America,Swanson,2,3,3,2.6666666666666665,Silver
1209,Deandrea,Cox,2,3,3,2.6666666666666665,Silver
102,Marisol,Goodman,2,3,3,2.6666666666666665,Silver
1211,Brenton,Whitaker,2,3,3,2.6666666666666665,Silver
952,Aileen,Marquez,2,3,3,2.6666666666666665,Silver
1032,Vernon,Knowles,2,3,3,2.6666666666666665,Silver
823,Tina,Bush,2,3,3,2.6666666666666665,Silver
624,Sharika,Colon,2,3,3,2.6666666666666665,Silver
1208,Leila,Barr,2,3,3,2.6666666666666665,Silver
309,Anderson,Martin,2,3,3,2.6666666666666665,Silver
711,Jovita,Bishop,2,3,3,2.6666666666666665,Silver
560,Tricia,Daniels,2,3,3,2.6666666666666665,Silver
118,Le,Wood,2,3,3,2.6666666666666665,Silver
1163,Carmela,Hays,2,3,3,2.6666666666666665,Silver
1404,Loyce,Conway,2,3,3,2.6666666666666665,Silver
973,Margaretta,Clayton,2,3,3,2.6666666666666665,Silver
163,Margert,Stevens,2,3,3,2.6666666666666665,Silver
512,Hee,Greer,2,3,3,2.6666666666666665,Silver
1093,Alejandrina,Hodges,2,3,3,2.6666666666666665,Silver
673,Adam,Henderson,2,3,3,2.6666666666666665,Silver
975,Annis,Sanchez,2,3,3,2.6666666666666665,Silver
1153,Ara,Vazquez,2,3,3,2.6666666666666665,Silver
1129,Gilberto,Sanders,2,3,3,2.6666666666666665,Silver
1123,Raphael,O'neil,4,2,2,2.6666666666666665,Silver
556,Vernell,Goff,4,2,2,2.6666666666666665,Silver
436,Honey,Camacho,4,2,2,2.6666666666666665,Silver
706,Lolita,O'neill,4,2,2,2.6666666666666665,Silver
419,Krystin,Marshall,4,2,2,2.6666666666666665,Silver
621,Basil,Ballard,4,2,2,2.6666666666666665,Silver
485,Catherine,Miles,4,2,2,2.6666666666666665,Silver
219,Darcie,Morgan,4,2,2,2.6666666666666665,Silver
590,Cyndi,Dyer,4,2,2,2.6666666666666665,Silver
1389,Ulrike,Chan,4,2,2,2.6666666666666665,Silver
266,Myung,Hooper,4,2,2,2.6666666666666665,Silver
620,Eric,Hardin,4,2,2,2.6666666666666665,Silver
495,Travis,Goodman,4,2,2,2.6666666666666665,Silver
799,India,Barron,4,2,2,2.6666666666666665,Silver
290,Barry,Buckner,4,2,2,2.6666666666666665,Silver
408,Edra,Fitzgerald,4,2,2,2.6666666666666665,Silver
1308,Shea,Howell,4,2,2,2.6666666666666665,Silver
1229,Carina,Lynch,4,2,2,2.6666666666666665,Silver
777,Ilda,Roberson,4,2,2,2.6666666666666665,Silver
189,Damian,Dawson,4,2,2,2.6666666666666665,Silver
456,Serina,Hensley,4,2,2,2.6666666666666665,Silver
1210,Shawnna,Frank,4,2,2,2.6666666666666665,Silver
198,Luis,Tyler,4,2,2,2.6666666666666665,Silver
596,Emelda,Dickerson,4,2,2,2.6666666666666665,Silver
106,Raul,Melendez,4,2,2,2.6666666666666665,Silver
911,Nikita,Roy,4,2,2,2.6666666666666665,Silver
1106,Jerri,Henry,4,2,2,2.6666666666666665,Silver
1327,Consuela,Romero,4,2,2,2.6666666666666665,Silver
828,Renato,Morton,4,2,2,2.6666666666666665,Silver
326,Shiela,Calderon,4,2,2,2.6666666666666665,Silver
589,Jeffry,Church,4,2,2,2.6666666666666665,Silver
1128,Bea,Kane,4,2,2,2.6666666666666665,Silver
1394,Genny,Fields,4,2,2,2.6666666666666665,Silver
735,Aide,Franco,4,2,2,2.6666666666666665,Silver
930,Delana,Wagner,4,2,2,2.6666666666666665,Silver
494,Pearl,Fox,4,2,2,2.6666666666666665,Silver
936,Sherilyn,Wilcox,4,2,2,2.6666666666666665,Silver
254,Cristobal,Hutchinson,4,2,2,2.6666666666666665,Silver
1076,Sherise,Mercer,4,2,2,2.6666666666666665,Silver
1087,Willow,Gardner,4,2,2,2.6666666666666665,Silver
757,Lamar,Greer,4,2,2,2.6666666666666665,Silver
1379,Dorine,Thornton,4,2,2,2.6666666666666665,Silver
1183,Kim,Clark,4,2,2,2.6666666666666665,Silver
708,Majorie,Glover,4,2,2,2.6666666666666665,Silver
789,Tad,Gardner,4,2,2,2.6666666666666665,Silver
1339,Neida,King,4,2,2,2.6666666666666665,Silver
1109,Gussie,Harding,4,2,2,2.6666666666666665,Silver
548,Dori,Alvarez,4,2,2,2.6666666666666665,Silver
771,Agnes,Sims,4,2,2,2.6666666666666665,Silver
369,Mary,Singleton,4,2,2,2.6666666666666665,Silver
1114,Douglass,Blankenship,4,2,2,2.6666666666666665,Silver
318,Eliz,Whitney,4,2,2,2.6666666666666665,Silver
201,Candis,Harding,4,2,2,2.6666666666666665,Silver
222,Anya,Contreras,4,2,2,2.6666666666666665,Silver
1226,Qiana,Jackson,4,2,2,2.6666666666666665,Silver
669,Willis,Randolph,4,2,2,2.6666666666666665,Silver
1155,Verdell,Joyner,4,2,2,2.6666666666666665,Silver
1180,Myrtle,Gardner,4,2,2,2.6666666666666665,Silver
1107,Lynda,Newman,4,2,2,2.6666666666666665,Silver
243,Natosha,Rowland,4,2,2,2.6666666666666665,Silver
1197,Nakisha,Clay,4,2,2,2.6666666666666665,Silver
333,Ami,Mcmahon,4,2,2,2.6666666666666665,Silver
1367,Lucile,Manning,4,2,2,2.6666666666666665,Silver
1117,Jeffrey,Hill,4,2,2,2.6666666666666665,Silver
467,Clare,Neal,4,2,2,2.6666666666666665,Silver
1388,Nanette,Harris,4,2,2,2.6666666666666665,Silver
935,Genevie,Miles,4,2,2,2.6666666666666665,Silver
980,Carter,Booth,4,2,2,2.6666666666666665,Silver
262,Rubin,Decker,4,2,2,2.6666666666666665,Silver
1033,Jeannette,Skinner,4,2,2,2.6666666666666665,Silver
967,Laurette,Hebert,4,2,2,2.6666666666666665,Silver
1401,Willetta,Murphy,4,2,2,2.6666666666666665,Silver
1216,Elvina,Gates,4,2,2,2.6666666666666665,Silver
1324,Arla,Ellis,1,3,3,2.3333333333333335,Silver
1326,Tarra,Guerrero,1,3,3,2.3333333333333335,Silver
873,Patience,Clayton,1,3,3,2.3333333333333335,Silver
450,Ellsworth,Michael,1,3,3,2.3333333333333335,Silver
1175,Sindy,Anderson,1,3,3,2.3333333333333335,Silver
657,Sam,Lester,1,3,3,2.3333333333333335,Silver
437,Laureen,Barry,1,3,3,2.3333333333333335,Silver
236,Verona,O'neill,1,3,3,2.3333333333333335,Silver
813,Neville,Mcclain,1,3,3,2.3333333333333335,Silver
1296,Travis,Whitley,1,3,3,2.3333333333333335,Silver
348,Darren,Witt,1,3,3,2.3333333333333335,Silver
861,Olympia,Figueroa,1,3,3,2.3333333333333335,Silver
965,Margit,Osborn,1,3,3,2.3333333333333335,Silver
277,Mark,Garrett,1,3,3,2.3333333333333335,Silver
526,Lazaro,Moran,1,3,3,2.3333333333333335,Silver
1413,Ophelia,Decker,1,3,3,2.3333333333333335,Silver
612,Gabriel,Wagner,1,3,3,2.3333333333333335,Silver
521,Max,Charles,1,3,3,2.3333333333333335,Silver
1223,Bronwyn,Vargas,1,3,3,2.3333333333333335,Silver
648,Catrice,Hicks,1,3,3,2.3333333333333335,Silver
1328,Cindie,Franklin,1,3,3,2.3333333333333335,Silver
929,Thurman,Ellis,1,3,3,2.3333333333333335,Silver
469,Micki,Rutledge,1,3,3,2.3333333333333335,Silver
1078,Theresia,Barron,1,3,3,2.3333333333333335,Silver
1049,Marcelino,Mcbride,1,3,3,2.3333333333333335,Silver
679,Tuan,Wolfe,1,3,3,2.3333333333333335,Silver
1354,Alexandria,Zamora,1,3,3,2.3333333333333335,Silver
1124,Hubert,Reilly,1,3,3,2.3333333333333335,Silver
288,Keturah,Massey,1,3,3,2.3333333333333335,Silver
498,Edda,Young,1,3,3,2.3333333333333335,Silver
205,Harris,Pittman,1,3,3,2.3333333333333335,Silver
338,Abbey,Pugh,1,3,3,2.3333333333333335,Silver
951,Steve,Bender,1,3,3,2.3333333333333335,Silver
756,Graig,Roth,1,3,3,2.3333333333333335,Silver
616,Shery,Acosta,1,3,3,2.3333333333333335,Silver
459,Latosha,Dalton,1,3,3,2.3333333333333335,Silver
134,Brianna,Moss,1,3,3,2.3333333333333335,Silver
1127,Waldo,Hart,1,3,3,2.3333333333333335,Silver
760,Marisa,Chambers,1,3,3,2.3333333333333335,Silver
280,Brenda,Tate,1,3,3,2.3333333333333335,Silver
1102,Henrietta,Wagner,1,3,3,2.3333333333333335,Silver
600,Joi,Reeves,1,3,3,2.3333333333333335,Silver
716,Sebrina,Hart,1,3,3,2.3333333333333335,Silver
1358,Noble,Glover,1,3,3,2.3333333333333335,Silver
1218,Donovan,Cantrell,1,3,3,2.3333333333333335,Silver
