customer_id,first_name,last_name,purchase_frequency,avg_order_value,product_preferences
223,Scarlet,Yates,2,2281.5455,"Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler - 2016"
224,Moses,Pope,9,1274.6550444444447,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Sun Bicycles Streamway 3 - 2017,Haro SR 1.1 - 2017,Haro Shredder 20 - 2017,Surly Big Fat Dummy Frameset - 2018,Trek Boone 7 Disc - 2018,Electra Cruiser 1 - 2016/2017/2018"
225,Barbera,Riggs,4,1871.58285,"Surly Ice Cream Truck Frameset - 2016,Trek Conduit+ - 2016,Sun Bicycles Biscayne Tandem 7 - 2017,Electra Cruiser Lux 1 - 2017"
226,Kiana,Rivera,5,2606.71922,"Surly Straggler 650b - 2016,Trek Fuel EX 5 27.5 Plus - 2017,Trek Silque SLR 8 Women's - 2017,Electra Glam Punk 3i Ladies' - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
227,Danielle,Bond,5,3710.746,"Trek Fuel EX 8 29 - 2016,Trek Conduit+ - 2016,Surly Straggler 650b - 2016,Trek Domane SLR 6 Disc - 2017,Haro Shredder 20 Girls - 2017"
228,Whitney,Estes,1,674.991,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018
229,Molly,Langley,1,814.6707,Surly Steamroller - 2017
230,Chelsey,Hardin,3,3070.5076666666664,"Trek Slash 8 27.5 - 2016,Surly Straggler - 2016,Electra Townie Original 7D EQ - Women's - 2016"
231,Jenee,Rasmussen,8,1607.7348624999997,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D - 2015/2016,Trek Precaliber 16 Girls - 2017,Trek Boone Race Shop Limited - 2017,Sun Bicycles Biscayne Tandem CB - 2017,Sun Bicycles Streamway - 2017,Electra Townie Balloon 3i EQ Ladies' - 2018"
232,Freddie,Mathis,2,877.68625,"Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles Biscayne Tandem CB - 2017"
233,Mariana,Strong,2,1158.5420000000001,"Haro Flightline One ST - 2017,Surly ECR 27.5 - 2018"
234,Winfred,Harris,5,760.9842800000001,"Electra Glam Punk 3i Ladies' - 2017,Electra Amsterdam Original 3i Ladies' - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Haro Shredder 20 Girls - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
235,Jeromy,Elliott,2,2994.9825,"Trek Fuel EX 8 29 - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
236,Verona,O'neill,2,2078.9862,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
237,Elvera,Peck,2,1003.7905999999999,"Trek Remedy 29 Carbon Frameset - 2016,Trek Precaliber 24 (7-Speed) - Boys - 2018"
238,Cindi,Larson,4,5044.436425,"Trek Fuel EX 8 29 - 2016,Surly Karate Monkey 27.5+ Frameset - 2017,Trek Remedy 9.8 - 2017,Sun Bicycles Atlas X-Type - 2017"
239,Felice,Guzman,7,1450.9852571428569,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Haro SR 1.2 - 2017,Electra Moto 3i (20-inch) - Boy's - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Trek Domane SL 6 - 2017,Trek Precaliber 12 Girls - 2017,Electra Townie Original 7D EQ - 2018"
240,Le,Deleon,7,1422.7280285714285,"Surly Wednesday Frameset - 2016,Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Trek Procaliber Frameset - 2018"
241,Manie,Sanchez,3,719.3053333333334,"Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 7D - 2015/2016,Electra Townie Original 7D EQ - 2016"
242,Rutha,Howell,3,2381.2214666666664,"Trek Fuel EX 8 29 - 2016,Surly Wednesday - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
243,Natosha,Rowland,3,886.2542333333334,"Trek Farley Alloy Frameset - 2017,Sun Bicycles ElectroLite - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
244,Jessika,Bray,3,371.0885,"Haro Shredder 20 Girls - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Sun Bicycles Streamway - 2017"
245,Delila,Hamilton,3,3623.3212333333336,"Trek Slash 8 27.5 - 2016,Trek Silque SLR 7 Women's - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017"
246,Dionne,Norris,3,2087.319133333333,"Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016,Trek Domane S 6 - 2017"
247,Muriel,Juarez,2,5285.235949999999,"Trek Fuel EX 9.8 27.5 Plus - 2017,Surly Ogre Frameset - 2017"
248,Cecelia,Gill,2,550.8415,"Surly Troll Frameset - 2017,Electra Cruiser Lux 1 - 2017"
249,Magda,Eaton,1,723.8905,Sun Bicycles Brickell Tandem CB - 2017
250,Ivonne,Yang,2,1185.5811999999999,"Haro Flightline One ST - 2017,Surly Steamroller - 2017"
251,Kasie,Rodriquez,3,2959.8176333333327,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 21D - 2016"
252,Eleni,Gordon,4,2146.84925,"Heller Shagamaw Frame - 2016,Surly Ice Cream Truck Frameset - 2016,Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
253,Maurice,Norton,1,1439.9840000000002,Electra Amsterdam Fashion 3i Ladies' - 2017/2018
254,Cristobal,Hutchinson,3,572.1843333333333,"Electra Cruiser 1 (24-Inch) - 2016,Haro Shredder 20 Girls - 2017,Sun Bicycles Streamway 7 - 2017"
255,Flossie,Holder,5,2053.97114,"Trek Conduit+ - 2016,Electra Townie Original 21D - 2016,Surly Karate Monkey 27.5+ Frameset - 2017,Trek Fuel EX 9.8 29 - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017"
256,Erma,Salinas,4,664.5363500000001,"Haro Shredder 20 Girls - 2017,Trek Domane AL 3 - 2018,Electra Treasure 3i 20"" - 2018,Electra Water Lily 1 (16-inch) - Girl's - 2018"
257,Earl,Stanley,4,1328.97605,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016,Haro Downtown 16 - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
258,Maribel,William,1,437.09069999999997,Surly Ice Cream Truck Frameset - 2016
259,Johnathan,Velazquez,5,2046.2092799999998,"Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler - 2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D EQ - Women's - 2016"
260,Rodrick,Shelton,4,837.412175,"Surly Straggler 650b - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Moto 1 - 2016,Electra Townie Original 7D EQ - Women's - 2016"
261,Ferne,Kline,2,918.73585,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 7D EQ - 2016"
262,Rubin,Decker,4,621.10685,"Surly Ice Cream Truck Frameset - 2016,Sun Bicycles Cruz 7 - 2017,Sun Bicycles Biscayne Tandem CB - 2017,Haro Shredder 20 Girls - 2017"
263,Dortha,Jarvis,5,2881.00928,"Electra Amsterdam Fashion 7i Ladies' - 2017,Heller Shagamaw GX1 - 2018,Trek Remedy 9.8 27.5 - 2018,Trek Dual Sport+ - 2018,Electra Delivery 3i - 2016/2017/2018"
264,Mariela,Huffman,2,788.53585,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - 2016"
265,Mellisa,Farley,2,548.09085,"Haro SR 1.1 - 2017,Electra Amsterdam Original 3i - 2015/2017"
266,Myung,Hooper,3,893.9856666666666,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017"
267,Angelina,Lloyd,2,812.9815,"Electra Townie Original 7D EQ - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
268,Trinity,Riddle,4,1802.93085,"Pure Cycles Vine 8-Speed - 2016,Trek Fuel EX 9.8 27.5 Plus - 2017,Electra Amsterdam Original 3i - 2015/2017,Sun Bicycles Brickell Tandem CB - 2017"
269,Barton,Crosby,4,1881.509175,"Trek Conduit+ - 2016,Electra Cruiser 1 (24-Inch) - 2016,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Cruz 3 - Women's - 2017"
270,Claudio,Wise,2,1823.4913499999998,"Trek Boone Race Shop Limited - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
271,Katheleen,Marks,1,879.984,Electra Townie Original 21D - 2016
272,Deja,Chaney,5,1712.2525400000002,"Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler 650b - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
273,Queenie,Vance,3,1018.9874666666666,"Electra Townie Original 7D EQ - Women's - 2016,Surly Big Dummy Frameset - 2017,Electra Amsterdam Original 3i - 2015/2017"
274,Josh,Shaw,5,1140.2210799999998,"Trek Remedy 29 Carbon Frameset - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Vine 8-Speed - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
275,Pinkie,Kirkland,5,2295.30728,"Ritchey Timberwolf Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Trek Slash 8 27.5 - 2016,Haro SR 1.2 - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
276,Lavette,Wright,4,1716.7346,"Trek Conduit+ - 2016,Electra Moto 1 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
277,Mark,Garrett,3,1190.1853333333336,"Heller Shagamaw Frame - 2016,Electra Moto 1 - 2016,Electra Townie Original 7D - 2015/2016"
278,Myesha,Burgess,3,1742.2208666666666,"Trek Farley Alloy Frameset - 2017,Trek Fuel EX 5 27.5 Plus - 2017,Haro SR 1.1 - 2017"
279,Justina,Long,4,2331.9345,"Surly Big Dummy Frameset - 2017,Trek Boone 7 - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Sun Bicycles Streamway 3 - 2017"
280,Brenda,Tate,4,1154.003625,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 21D - 2016"
281,Rayna,Perry,2,2836.1405,"Surly Straggler - 2016,Surly Straggler 650b - 2016"
282,Randolph,Chase,5,1832.6857799999998,"Trek Slash 8 27.5 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 21D - 2016"
283,Jaimee,Day,2,586.4862,"Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D - 2015/2016"
284,Susann,Bass,2,500.80584999999996,"Sun Bicycles Biscayne Tandem CB - 2017,Haro Shredder 20 Girls - 2017"
285,Leola,Gould,1,613.7907,Electra Amsterdam Original 3i - 2015/2017
286,Virgil,Frost,1,1026.7014,Sun Bicycles Streamway 3 - 2017
287,Mireille,Puckett,4,580.1391000000001,"Trek Girl's Kickster - 2017,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Sun Bicycles Cruz 7 - Women's - 2017,Electra Daydreamer 3i Ladies' - 2018"
288,Keturah,Massey,5,953.0857400000001,"Ritchey Timberwolf Frameset - 2016,Surly Wednesday Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - Women's - 2016"
289,Charmain,Webster,3,5944.987799999999,"Trek Slash 8 27.5 - 2016,Trek Fuel EX 9.8 29 - 2017,Trek Domane SLR 6 Disc - 2017"
290,Barry,Buckner,3,489.3184666666668,"Electra Girl's Hawaii 1 16"" - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
291,Boyce,Burks,4,400.02324999999996,"Pure Cycles Vine 8-Speed - 2016,Pure Cycles William 3-Speed - 2016,Trek Farley Alloy Frameset - 2017,Trek Precaliber 16 Boys - 2017"
292,Monty,Frost,5,2789.5089799999996,"Surly Wednesday Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 7D EQ - Women's - 2016,Trek Madone 9.2 - 2017,Sun Bicycles Lil Bolt Type-R - 2017"
293,Tiny,French,2,3051.4815,"Trek Emonda SL 6 Disc - 2018,Electra Sweet Ride 3i (20-inch) - Girls' - 2018"
294,Clementina,Sargent,2,604.24125,"Surly Ogre Frameset - 2017,Sun Bicycles Biscayne Tandem 7 - 2017"
295,Danny,Kim,5,2211.1882,"Surly Karate Monkey 27.5+ Frameset - 2017,Trek Stache 5 - 2017,Trek Fuel EX 5 27.5 Plus - 2017,Trek Emonda S 5 - 2017,Sun Bicycles ElectroLite - 2017"
296,Sophia,Mcmillan,5,2754.72554,"Electra Straight 8 3i (20-inch) - Boy's - 2017,Trek Domane ALR Frameset - 2018,Trek Crockett 7 Disc - 2018,Electra Koa 3i Ladies' - 2018,Electra Townie Original 21D - 2018"
297,Christia,Carson,2,1829.0904999999998,"Pure Cycles William 3-Speed - 2016,Trek Emonda S 4 - 2017"
298,Jennie,Middleton,4,2368.7351000000003,"Trek Slash 8 27.5 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 21D - 2016"
299,Jame,Riggs,3,895.7144666666667,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 21D - 2016"
300,Rayford,Simon,1,1023.984,Electra Moto 3i - 2018
301,Annett,Garrett,3,1385.5643,"Trek Emonda S 4 - 2017,Haro Downtown 16 - 2017,Sun Bicycles Streamway 7 - 2017"
302,Hayden,Cross,2,315.83735,"Sun Bicycles Lil Kitt'n - 2017,Electra Townie Original 7D - 2017"
303,Rolanda,Larsen,4,784.0108,"Surly Straggler - 2016,Surly Big Dummy Frameset - 2017,Electra Amsterdam Original 3i - 2015/2017,Haro Shredder Pro 20 - 2017"
304,Jayme,Zamora,1,502.1814,Electra Cruiser 1 (24-Inch) - 2016
305,Hope,Cotton,3,412.85533333333336,"Electra Townie Original 7D - 2017,Sun Bicycles Revolutions 24 - 2017,Electra Cruiser Lux 1 - 2017"
306,Vikki,Erickson,3,2163.1883333333335,"Surly Wednesday Frameset - 2016,Trek Conduit+ - 2016,Surly Straggler 650b - 2016"
307,Fransisca,Nicholson,2,1471.491,"Trek Conduit+ - 2016,Electra Cruiser 1 (24-Inch) - 2016"
308,Mazie,Fernandez,4,1848.7411000000002,"Surly Ogre Frameset - 2017,Trek Boone 7 Disc - 2018,Electra Townie Commute Go! Ladies' - 2018,Electra Townie Balloon 3i EQ - 2017/2018"
309,Anderson,Martin,3,1300.2195666666669,"Surly Straggler 650b - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
310,Gilberto,Parsons,3,4311.983133333332,"Trek Fuel EX 8 29 - 2016,Surly Big Dummy Frameset - 2017,Trek Super Commuter+ 7 - 2018"
311,Charise,Burt,3,416.9545666666666,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - Women's - 2016,Sun Bicycles Revolutions 24 - Girl's - 2017"
312,Cameron,Carroll,2,2709.9865,"Trek Domane ALR 5 Gravel - 2018,Trek Domane SL 5 Disc - 2018"
313,Melani,Jarvis,4,1229.5915,"Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D EQ - Women's - 2016"
314,Javier,Nichols,4,1718.235925,"Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
315,Justina,Jenkins,4,564.530375,"Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016,Haro Downtown 16 - 2017,Electra Moto 3i (20-inch) - Boy's - 2017"
316,Hortencia,Graham,3,2271.982466666667,"Trek Fuel EX 8 29 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 21D - 2016"
317,Christia,Wilkins,2,771.8814,"Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
318,Eliz,Whitney,3,554.0179666666667,"Trek Farley Alloy Frameset - 2017,Haro Shredder Pro 20 - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
319,Justin,Newton,3,779.1541666666666,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016"
320,Aron,Wiggins,2,5023.7122500000005,"Trek Silque SLR 7 Women's - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
321,Chere,Hardin,3,388.36033333333336,"Electra Townie Original 21D - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Cruiser 1 (24-Inch) - 2016"
322,Merideth,Preston,3,3944.1512999999995,"Electra Townie Original 7D EQ - Women's - 2016,Haro Flightline Two 26 Plus - 2017,Trek Domane SLR 6 Disc - 2017"
323,Jeniffer,Slater,1,2699.991,Electra Townie Commute Go! - 2018
324,Laureen,Paul,3,721.6938999999999,"Surly Wednesday Frameset - 2016,Electra Moto 1 - 2016,Pure Cycles Vine 8-Speed - 2016"
325,Berna,Moore,1,949.9905,Surly Wednesday Frameset - 2016
326,Shiela,Calderon,3,922.7878000000001,"Pure Cycles Vine 8-Speed - 2016,Haro SR 1.2 - 2017,Trek Precaliber 16 Girls - 2017"
327,Sharie,Alvarez,5,1143.3192000000001,"Surly Ice Cream Truck Frameset - 2016,Surly Straggler - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D EQ - 2016,Pure Cycles Vine 8-Speed - 2016"
328,Bettie,Glover,3,2913.6553333333336,"Trek Conduit+ - 2016,Trek Domane SL 6 - 2017,Electra Townie Original 7D - 2017"
329,Marilyn,Frank,1,9499.981,Trek Powerfly 8 FS Plus - 2017
330,Sheba,Knapp,5,2394.5854200000003,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Domane S 6 - 2017,Trek Emonda ALR 6 - 2018,Electra Townie Commute Go! Ladies' - 2018,Electra Townie Balloon 3i EQ Ladies' - 2018"
331,Aleta,Mack,5,385.90279999999996,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles William 3-Speed - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
332,Reena,Higgins,4,1432.2336,"Surly Wednesday Frameset - 2016,Trek Slash 8 27.5 - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 7D - 2015/2016"
333,Ami,Mcmahon,4,710.0115250000001,"Surly Wednesday Frameset - 2017,Haro Flightline One ST - 2017,Haro Flightline Two 26 Plus - 2017,Haro SR 1.2 - 2017"
334,Somer,Jordan,3,4221.318666666667,"Haro Flightline One ST - 2017,Trek Silque SLR 8 Women's - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
335,Scarlet,Reed,2,2073.831,"Electra Townie Original 21D - 2016,Surly Wednesday - 2017"
336,Trisha,Johnson,2,377.2906,"Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
337,Majorie,Wyatt,5,1023.8707999999999,"Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles William 3-Speed - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
338,Abbey,Pugh,2,2066.496,"Surly Straggler - 2016,Surly Straggler 650b - 2016"
339,Tamela,Harrell,3,5826.652333333334,"Trek Fuel EX 9.8 27.5 Plus - 2017,Trek Domane S 5 Disc - 2017,Trek Boone 7 - 2017"
340,Yanira,Bradshaw,4,2289.439,"Surly Karate Monkey 27.5+ Frameset - 2017,Surly Ice Cream Truck Frameset - 2017,Surly Troll Frameset - 2017,Trek Fuel EX 9.8 29 - 2017"
341,Delana,Scott,1,1199.9840000000002,Ritchey Timberwolf Frameset - 2016
342,Cassondra,Pruitt,1,269.99100000000004,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
343,Jesica,Fields,2,900.2407499999999,"Trek Remedy 29 Carbon Frameset - 2016,Trek Precaliber 12 Girls - 2017"
344,Herta,Rollins,5,892.93284,"Pure Cycles Vine 8-Speed - 2016,Haro Shift R3 - 2017,Sun Bicycles Atlas X-Type - 2017,Haro Shredder Pro 20 - 2017,Sun Bicycles Cruz 3 - 2017"
345,Mi,Gray,2,4864.49135,"Trek Fuel EX 9.8 27.5 Plus - 2017,Trek Silque SLR 7 Women's - 2017"
346,Jacalyn,Barnett,1,502.1907,Haro SR 1.1 - 2017
347,Kanesha,Hudson,1,225.89100000000002,Sun Bicycles Revolutions 24 - Girl's - 2017
348,Darren,Witt,2,1611.592,"Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Vine 8-Speed - 2016"
349,Mable,Pratt,2,3456.0857499999993,"Surly Steamroller - 2017,Trek Domane SL Disc Frameset - 2017"
350,Christoper,Mccall,4,2865.64885,"Surly Ice Cream Truck Frameset - 2016,Trek Slash 8 27.5 - 2016,Surly Straggler 650b - 2016,Electra Cruiser 1 (24-Inch) - 2016"
351,Margorie,Wynn,4,2124.61575,"Surly Straggler - 2016,Electra Townie Original 7D EQ - 2016,Surly Troll Frameset - 2017,Trek Fuel EX 9.8 27.5 Plus - 2017"
352,Josef,Greer,4,1481.3900250000002,"Electra Townie Original 7D EQ - 2016,Haro SR 1.2 - 2017,Trek Emonda S 5 - 2017,Sun Bicycles Cruz 7 - 2017"
353,Tisa,Whitney,4,799.0511,"Heller Shagamaw Frame - 2016,Surly Wednesday Frameset - 2017,Haro SR 1.3 - 2017,Sun Bicycles Lil Bolt Type-R - 2017"
354,Tonda,Armstrong,4,1794.9958,"Haro SR 1.2 - 2017,Trek Madone 9.2 - 2017,Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
355,Arvilla,Weiss,2,1507.9859499999998,"Electra Townie Original 7D EQ - Women's - 2016,Trek Emonda S 5 - 2017"
356,Vashti,Rosario,2,4932.73635,"Trek Fuel EX 9.8 27.5 Plus - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
357,Sheri,Cole,3,656.8635666666667,"Surly Ice Cream Truck Frameset - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
358,Kandace,Giles,4,811.8120000000001,"Surly Ice Cream Truck Frameset - 2017,Haro Flightline Two 26 Plus - 2017,Sun Bicycles Cruz 3 - 2017,Sun Bicycles Cruz 7 - 2017"
359,Angie,Powers,2,995.0813999999999,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - 2016"
360,Van,Peters,3,2149.430233333333,"Trek Fuel EX 8 29 - 2016,Surly Straggler - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
361,Virgina,Berg,4,1288.536675,"Surly Karate Monkey 27.5+ Frameset - 2017,Haro SR 1.2 - 2017,Sun Bicycles Streamway - 2017,Sun Bicycles Cruz 3 - Women's - 2017"
362,Olevia,Noel,3,1332.6582333333333,"Trek Slash 8 27.5 - 2016,Electra Townie Original 7D EQ - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
363,Kaci,Gallegos,1,242.991,Electra Cruiser 1 (24-Inch) - 2016
364,Bev,Chang,2,2645.9825,"Trek Fuel EX 7 29 - 2018,Electra Townie Original 21D EQ Ladies' - 2018"
365,Rodger,Rojas,3,586.1713333333333,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles William 3-Speed - 2016"
366,Lavonne,Anderson,2,3372.387,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016"
367,Blanca,Hooper,5,1320.5901000000001,"Trek Remedy 29 Carbon Frameset - 2016,Trek Remedy 9.8 - 2017,Haro Downtown 16 - 2017,Trek Precaliber 16 Girls - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
368,Alysha,Powers,1,751.984,Surly Ice Cream Truck Frameset - 2016
369,Mary,Singleton,2,768.06075,"Electra Townie Original 7D EQ - 2016,Sun Bicycles Atlas X-Type - 2017"
370,Jina,Cooper,2,260.99085,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
371,Loni,Duncan,1,1619.991,Trek Remedy 29 Carbon Frameset - 2016
372,Collene,Roman,3,2192.9884666666667,"Surly Big Dummy Frameset - 2017,Trek Fuel EX 9.8 27.5 Plus - 2017,Sun Bicycles Cruz 3 - 2017"
373,Mariette,Trevino,1,949.981,Electra Townie Original 7D - 2015/2016
374,Candelaria,Coffey,5,2947.08304,"Surly Straggler 650b - 2016,Trek Domane SL Disc Frameset - 2017,Trek Boone 7 - 2017,Sun Bicycles Cruz 7 - 2017,Electra Cruiser Lux 1 - 2017"
375,Yan,Trevino,5,2278.286,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016,Trek Fuel EX 9.8 27.5 Plus - 2017,Surly Ogre Frameset - 2017,Electra Amsterdam Original 3i Ladies' - 2017"
376,Elanor,Patrick,2,1068.2655,"Surly Straggler - 2016,Trek Precaliber 24 (21-Speed) - Girls - 2017"
377,Klara,Mosley,2,377.986,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
378,Rosalba,O'neal,1,464.9907,Electra Townie Original 7D - 2015/2016
379,Mina,Carrillo,2,3335.8006,"Trek Silque SLR 8 Women's - 2017,Sun Bicycles Streamway 7 - 2017"
380,Alesia,Horne,5,557.5917999999999,"Electra Townie Original 7D EQ - 2016,Pure Cycles William 3-Speed - 2016,Surly Ice Cream Truck Frameset - 2017,Trek Precaliber 12 Girls - 2017,Sun Bicycles Streamway - 2017"
381,Kristen,Alvarez,2,444.14070000000004,"Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles Vine 8-Speed - 2016"
382,Collin,Webster,2,430.50585,"Surly Ice Cream Truck Frameset - 2016,Sun Bicycles Drifter 7 - Women's - 2017"
383,Ashlee,Pena,4,4326.4846,"Trek X-Caliber 8 - 2017,Surly Ice Cream Truck Frameset - 2017,Trek Remedy 9.8 - 2017,Trek Domane S 5 Disc - 2017"
384,Aimee,Merritt,4,2024.111375,"Trek Farley Alloy Frameset - 2017,Sun Bicycles Spider 3i - 2017,Trek Silque SLR 7 Women's - 2017,Sun Bicycles Cruz 7 - 2017"
385,Rochelle,Ward,4,606.989175,"Electra Townie Original 7D EQ - Women's - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016,Electra Townie Original 7D EQ - 2016"
386,Nelle,Beck,4,1003.1614250000001,"Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Moto 1 - 2016,Sun Bicycles Drifter 7 - Women's - 2017"
387,Kaila,Walters,2,683.992,"Trek Emonda S 4 - 2017,Trek Precaliber 16 Girls - 2017"
388,Aleta,Stone,1,418.4907,Sun Bicycles Cruz 3 - 2017
