order_id,customer_name,product_name,quantity,store_name
285,Justin Newton,Electra Townie Original 21D - 2016,1,Santa Cruz Bikes
285,Justin Newton,Electra Townie Original 7D EQ - 2016,2,Santa Cruz Bikes
286,Latasha Stanley,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
286,Latasha Stanley,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
286,Latasha Stanley,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
286,Latasha Stanley,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
287,Delbert Wilkins,Ritchey Timberwolf Frameset - 2016,1,Baldwin Bikes
287,Delbert Wilkins,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
287,Delbert Wilkins,Surly Straggler - 2016,1,Baldwin Bikes
287,Delbert Wilkins,Electra Townie Original 7D EQ - Women's - 2016,1,Baldwin Bikes
288,Ouida Gregory,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
288,Ouida Gregory,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
288,Ouida Gregory,Surly Straggler - 2016,1,Baldwin Bikes
289,Phyllis Hill,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
289,Phyllis Hill,Pure Cycles Vine 8-Speed - 2016,1,Baldwin Bikes
289,Phyllis Hill,Electra Townie Original 21D - 2016,1,Baldwin Bikes
290,Marni Bolton,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
290,Marni Bolton,Heller Shagamaw Frame - 2016,2,Baldwin Bikes
290,Marni Bolton,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
291,Alane Kennedy,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
291,Alane Kennedy,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
292,Van Peters,Trek Fuel EX 8 29 - 2016,1,Rowlett Bikes
292,Van Peters,Surly Straggler - 2016,2,Rowlett Bikes
292,Van Peters,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Rowlett Bikes
293,Rubye Mccall,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
293,Rubye Mccall,Pure Cycles William 3-Speed - 2016,2,Baldwin Bikes
294,Lavona Austin,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
294,Lavona Austin,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
294,Lavona Austin,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,Baldwin Bikes
294,Lavona Austin,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
295,Benny Bender,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
296,Gabriela Warren,Trek Conduit+ - 2016,1,Baldwin Bikes
296,Gabriela Warren,Surly Straggler 650b - 2016,2,Baldwin Bikes
296,Gabriela Warren,Electra Townie Original 21D - 2016,2,Baldwin Bikes
296,Gabriela Warren,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
297,Justina Jenkins,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
298,Janna Hayden,Surly Ice Cream Truck Frameset - 2016,2,Rowlett Bikes
298,Janna Hayden,Trek Conduit+ - 2016,1,Rowlett Bikes
298,Janna Hayden,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Rowlett Bikes
298,Janna Hayden,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Rowlett Bikes
298,Janna Hayden,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Rowlett Bikes
299,Rayna Perry,Surly Straggler - 2016,2,Baldwin Bikes
299,Rayna Perry,Surly Straggler 650b - 2016,2,Baldwin Bikes
300,Emmaline Huber,Trek Conduit+ - 2016,2,Baldwin Bikes
300,Emmaline Huber,Surly Straggler - 2016,1,Baldwin Bikes
300,Emmaline Huber,Surly Straggler 650b - 2016,2,Baldwin Bikes
300,Emmaline Huber,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
301,Caren Stephens,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
301,Caren Stephens,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
302,Carlena Salinas,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
302,Carlena Salinas,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
302,Carlena Salinas,Electra Townie Original 21D - 2016,2,Baldwin Bikes
303,Bernita Mcdaniel,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
303,Bernita Mcdaniel,Electra Townie Original 21D - 2016,2,Baldwin Bikes
304,Chelsey Hardin,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
304,Chelsey Hardin,Surly Straggler - 2016,1,Baldwin Bikes
304,Chelsey Hardin,Electra Townie Original 7D EQ - Women's - 2016,1,Baldwin Bikes
305,Camille Harvey,Surly Wednesday Frameset - 2016,2,Baldwin Bikes
305,Camille Harvey,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
305,Camille Harvey,Surly Straggler - 2016,1,Baldwin Bikes
306,Charleen Hurst,Surly Straggler - 2016,1,Baldwin Bikes
306,Charleen Hurst,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
307,Christoper Gould,Electra Moto 1 - 2016,2,Baldwin Bikes
308,Charlyn Cantrell,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
308,Charlyn Cantrell,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
308,Charlyn Cantrell,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
309,Gilma Dejesus,Surly Wednesday Frameset - 2016,1,Baldwin Bikes
309,Gilma Dejesus,Electra Townie Original 21D - 2016,1,Baldwin Bikes
310,Deloris Larson,Heller Shagamaw Frame - 2016,2,Santa Cruz Bikes
310,Deloris Larson,Trek Slash 8 27.5 - 2016,2,Santa Cruz Bikes
310,Deloris Larson,Trek Remedy 29 Carbon Frameset - 2016,1,Santa Cruz Bikes
310,Deloris Larson,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
311,Shayla Hart,Heller Shagamaw Frame - 2016,2,Baldwin Bikes
311,Shayla Hart,Pure Cycles Vine 8-Speed - 2016,2,Baldwin Bikes
312,Jame Riggs,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
312,Jame Riggs,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
312,Jame Riggs,Electra Townie Original 21D - 2016,2,Baldwin Bikes
313,Dagny Owen,Trek Fuel EX 8 29 - 2016,1,Rowlett Bikes
313,Dagny Owen,Surly Straggler - 2016,2,Rowlett Bikes
314,Janie Herrera,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
314,Janie Herrera,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
314,Janie Herrera,Trek Conduit+ - 2016,1,Baldwin Bikes
314,Janie Herrera,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
315,Rufina Chandler,Trek Conduit+ - 2016,1,Baldwin Bikes
315,Rufina Chandler,Surly Straggler 650b - 2016,1,Baldwin Bikes
316,Shawnda Glover,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
316,Shawnda Glover,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
316,Shawnda Glover,Pure Cycles Vine 8-Speed - 2016,1,Baldwin Bikes
316,Shawnda Glover,Pure Cycles William 3-Speed - 2016,1,Baldwin Bikes
316,Shawnda Glover,Electra Townie Original 7D EQ - Women's - 2016,1,Baldwin Bikes
317,Mariam Miranda,Surly Straggler - 2016,1,Baldwin Bikes
317,Mariam Miranda,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
317,Mariam Miranda,Electra Moto 1 - 2016,1,Baldwin Bikes
317,Mariam Miranda,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
318,Mallie Osborn,Trek Conduit+ - 2016,1,Baldwin Bikes
318,Mallie Osborn,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
318,Mallie Osborn,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
319,Danyell Dickerson,Surly Straggler 650b - 2016,1,Baldwin Bikes
319,Danyell Dickerson,Electra Moto 1 - 2016,2,Baldwin Bikes
319,Danyell Dickerson,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
319,Danyell Dickerson,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
320,Carola Johns,Ritchey Timberwolf Frameset - 2016,1,Santa Cruz Bikes
321,Arcelia Vinson,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
321,Arcelia Vinson,Electra Townie Original 21D - 2016,2,Baldwin Bikes
321,Arcelia Vinson,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
321,Arcelia Vinson,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
322,Lea Irwin,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
322,Lea Irwin,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
323,Heide Reed,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
323,Heide Reed,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
324,Garland Weaver,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
324,Garland Weaver,Electra Townie Original 21D - 2016,1,Baldwin Bikes
324,Garland Weaver,Pure Cycles Vine 8-Speed - 2016,1,Baldwin Bikes
324,Garland Weaver,Pure Cycles William 3-Speed - 2016,1,Baldwin Bikes
324,Garland Weaver,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
325,Ernestina Skinner,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
325,Ernestina Skinner,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
325,Ernestina Skinner,Electra Townie Original 21D - 2016,1,Baldwin Bikes
326,Bernetta Summers,Electra Townie Original 21D - 2016,1,Rowlett Bikes
326,Bernetta Summers,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Rowlett Bikes
327,Tiesha Daniel,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
327,Tiesha Daniel,Electra Townie Original 21D - 2016,2,Baldwin Bikes
327,Tiesha Daniel,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
328,Angele Schroeder,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
329,Josh Shaw,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
329,Josh Shaw,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
329,Josh Shaw,Pure Cycles Vine 8-Speed - 2016,1,Baldwin Bikes
329,Josh Shaw,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
329,Josh Shaw,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
330,Gabriel Pitts,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
331,Yang Roth,Pure Cycles Vine 8-Speed - 2016,2,Baldwin Bikes
332,Antonetta Rocha,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
333,Major Merrill,Surly Wednesday Frameset - 2016,1,Baldwin Bikes
333,Major Merrill,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
333,Major Merrill,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
334,Hollis Rasmussen,Surly Wednesday Frameset - 2016,2,Baldwin Bikes
334,Hollis Rasmussen,Trek Conduit+ - 2016,1,Baldwin Bikes
334,Hollis Rasmussen,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
335,Phebe Soto,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
335,Phebe Soto,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
335,Phebe Soto,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
336,Saran Moses,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
336,Saran Moses,Electra Townie Original 21D - 2016,1,Baldwin Bikes
337,Adriene Rollins,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
337,Adriene Rollins,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,Baldwin Bikes
338,Omega Huff,Surly Ice Cream Truck Frameset - 2016,2,Santa Cruz Bikes
338,Omega Huff,Trek Conduit+ - 2016,1,Santa Cruz Bikes
338,Omega Huff,Surly Straggler - 2016,1,Santa Cruz Bikes
338,Omega Huff,Surly Straggler 650b - 2016,2,Santa Cruz Bikes
338,Omega Huff,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Santa Cruz Bikes
339,Shirely Cantrell,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
339,Shirely Cantrell,Electra Moto 1 - 2016,2,Baldwin Bikes
340,Anisha Lang,Surly Straggler - 2016,2,Baldwin Bikes
340,Anisha Lang,Surly Straggler 650b - 2016,1,Baldwin Bikes
340,Anisha Lang,Electra Townie Original 21D - 2016,2,Baldwin Bikes
340,Anisha Lang,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
340,Anisha Lang,Electra Townie Original 21D - 2016,1,Baldwin Bikes
341,Karren Lamb,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Santa Cruz Bikes
342,Reyes Merritt,Trek Conduit+ - 2016,1,Baldwin Bikes
342,Reyes Merritt,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
342,Reyes Merritt,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
343,Iva Wilcox,Heller Shagamaw Frame - 2016,2,Baldwin Bikes
343,Iva Wilcox,Surly Straggler - 2016,1,Baldwin Bikes
343,Iva Wilcox,Electra Townie Original 7D EQ - Women's - 2016,2,Baldwin Bikes
343,Iva Wilcox,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
344,Romaine Salazar,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
344,Romaine Salazar,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
344,Romaine Salazar,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
345,Shauna Edwards,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
345,Shauna Edwards,Electra Townie Original 21D - 2016,2,Baldwin Bikes
346,Lynne Anderson,Electra Cruiser 1 (24-Inch) - 2016,1,Rowlett Bikes
346,Lynne Anderson,Electra Moto 1 - 2016,1,Rowlett Bikes
346,Lynne Anderson,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Rowlett Bikes
346,Lynne Anderson,Electra Cruiser 1 (24-Inch) - 2016,1,Rowlett Bikes
346,Lynne Anderson,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Rowlett Bikes
347,Jerald Blackwell,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
348,Daina Sampson,Heller Shagamaw Frame - 2016,2,Rowlett Bikes
348,Daina Sampson,Electra Moto 1 - 2016,2,Rowlett Bikes
349,Jamaal Albert,Electra Townie Original 7D EQ - Women's - 2016,2,Santa Cruz Bikes
350,Williemae Holloway,Surly Wednesday Frameset - 2016,1,Santa Cruz Bikes
350,Williemae Holloway,Surly Ice Cream Truck Frameset - 2016,2,Santa Cruz Bikes
350,Williemae Holloway,Electra Townie Original 7D EQ - Women's - 2016,1,Santa Cruz Bikes
351,Cinda Rocha,Trek Fuel EX 8 29 - 2016,2,Santa Cruz Bikes
351,Cinda Rocha,Electra Townie Original 7D EQ - Women's - 2016,1,Santa Cruz Bikes
351,Cinda Rocha,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
351,Cinda Rocha,Electra Townie Original 21D - 2016,2,Santa Cruz Bikes
352,Emmitt Sanchez,Surly Straggler 650b - 2016,1,Baldwin Bikes
352,Emmitt Sanchez,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
353,Phylicia Stout,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
354,Jenine Crane,Pure Cycles William 3-Speed - 2016,1,Rowlett Bikes
354,Jenine Crane,Electra Cruiser 1 (24-Inch) - 2016,1,Rowlett Bikes
355,Sebrina Gross,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Rowlett Bikes
355,Sebrina Gross,Electra Townie Original 7D EQ - 2016,1,Rowlett Bikes
356,Sheila Goodman,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
356,Sheila Goodman,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
356,Sheila Goodman,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
357,Garry Espinoza,Trek Conduit+ - 2016,1,Rowlett Bikes
357,Garry Espinoza,Pure Cycles Vine 8-Speed - 2016,2,Rowlett Bikes
357,Garry Espinoza,Electra Cruiser 1 (24-Inch) - 2016,2,Rowlett Bikes
357,Garry Espinoza,Electra Townie Original 21D - 2016,1,Rowlett Bikes
358,Larissa Hays,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
358,Larissa Hays,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
358,Larissa Hays,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
358,Larissa Hays,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
359,Dorthea Walker,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
359,Dorthea Walker,Trek Conduit+ - 2016,2,Baldwin Bikes
359,Dorthea Walker,Electra Moto 1 - 2016,2,Baldwin Bikes
360,Clorinda Donovan,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
360,Clorinda Donovan,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
360,Clorinda Donovan,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
360,Clorinda Donovan,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
361,Demarcus Reese,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
361,Demarcus Reese,Surly Straggler 650b - 2016,1,Baldwin Bikes
361,Demarcus Reese,Electra Townie Original 21D - 2016,2,Baldwin Bikes
362,Hedwig Paul,Ritchey Timberwolf Frameset - 2016,1,Santa Cruz Bikes
363,Brain Skinner,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Rowlett Bikes
363,Brain Skinner,Electra Moto 1 - 2016,1,Rowlett Bikes
363,Brain Skinner,Electra Townie Original 7D EQ - Women's - 2016,1,Rowlett Bikes
363,Brain Skinner,Electra Cruiser 1 (24-Inch) - 2016,2,Rowlett Bikes
364,Mariette Trevino,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
365,Christel Cardenas,Electra Townie Original 21D - 2016,2,Baldwin Bikes
366,Arielle Levine,Trek Fuel EX 8 29 - 2016,1,Rowlett Bikes
366,Arielle Levine,Electra Townie Original 7D EQ - 2016,2,Rowlett Bikes
366,Arielle Levine,Electra Cruiser 1 (24-Inch) - 2016,1,Rowlett Bikes
367,Afton Juarez,Surly Straggler - 2016,2,Baldwin Bikes
367,Afton Juarez,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
367,Afton Juarez,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
368,Amina Salazar,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
368,Amina Salazar,Surly Straggler - 2016,2,Baldwin Bikes
368,Amina Salazar,Pure Cycles William 3-Speed - 2016,1,Baldwin Bikes
368,Amina Salazar,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
369,Garth Huff,Surly Straggler - 2016,2,Santa Cruz Bikes
370,Raymonde Garcia,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
370,Raymonde Garcia,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
371,Ashlie Parrish,Electra Townie Original 21D - 2016,1,Baldwin Bikes
371,Ashlie Parrish,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
372,Boyd Irwin,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
372,Boyd Irwin,Surly Straggler 650b - 2016,1,Baldwin Bikes
372,Boyd Irwin,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
373,Majorie Wyatt,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
373,Majorie Wyatt,Electra Townie Original 21D - 2016,1,Baldwin Bikes
373,Majorie Wyatt,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
373,Majorie Wyatt,Pure Cycles William 3-Speed - 2016,2,Baldwin Bikes
373,Majorie Wyatt,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
374,Dante Grimes,Trek Slash 8 27.5 - 2016,1,Santa Cruz Bikes
374,Dante Grimes,Surly Straggler - 2016,1,Santa Cruz Bikes
375,Christiane Bradford,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
375,Christiane Bradford,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
375,Christiane Bradford,Electra Townie Original 21D - 2016,2,Baldwin Bikes
375,Christiane Bradford,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
376,Kristel Byrd,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
376,Kristel Byrd,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
377,Thad Gilliam,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
377,Thad Gilliam,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
378,Alec Peck,Electra Townie Original 7D EQ - 2016,2,Rowlett Bikes
379,Hassan Nash,Trek Conduit+ - 2016,1,Baldwin Bikes
379,Hassan Nash,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
380,Han Wade,Surly Straggler 650b - 2016,2,Baldwin Bikes
380,Han Wade,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
381,Vanessa West,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
382,Clelia Workman,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
382,Clelia Workman,Trek Conduit+ - 2016,1,Baldwin Bikes
382,Clelia Workman,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
383,Aleta Mack,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
383,Aleta Mack,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
383,Aleta Mack,Pure Cycles William 3-Speed - 2016,1,Baldwin Bikes
383,Aleta Mack,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
383,Aleta Mack,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
384,Conception Slater,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
384,Conception Slater,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
384,Conception Slater,Electra Moto 1 - 2016,1,Baldwin Bikes
384,Conception Slater,Electra Townie Original 7D EQ - Women's - 2016,1,Baldwin Bikes
384,Conception Slater,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
385,Odette Moses,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
385,Odette Moses,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
385,Odette Moses,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
386,Christiana Gross,Surly Wednesday Frameset - 2016,2,Baldwin Bikes
386,Christiana Gross,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
386,Christiana Gross,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
387,Jennette Wooten,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,Rowlett Bikes
388,Mirella Duffy,Ritchey Timberwolf Frameset - 2016,1,Rowlett Bikes
388,Mirella Duffy,Surly Straggler 650b - 2016,1,Rowlett Bikes
388,Mirella Duffy,Electra Cruiser 1 (24-Inch) - 2016,2,Rowlett Bikes
388,Mirella Duffy,Pure Cycles William 3-Speed - 2016,2,Rowlett Bikes
389,Saturnina Garner,Ritchey Timberwolf Frameset - 2016,1,Santa Cruz Bikes
389,Saturnina Garner,Heller Shagamaw Frame - 2016,1,Santa Cruz Bikes
389,Saturnina Garner,Trek Conduit+ - 2016,1,Santa Cruz Bikes
389,Saturnina Garner,Surly Straggler - 2016,2,Santa Cruz Bikes
389,Saturnina Garner,Electra Moto 1 - 2016,2,Santa Cruz Bikes
390,Shirely Stanley,Trek Slash 8 27.5 - 2016,2,Rowlett Bikes
390,Shirely Stanley,Trek Conduit+ - 2016,1,Rowlett Bikes
390,Shirely Stanley,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Rowlett Bikes
391,Elinore Aguilar,Heller Shagamaw Frame - 2016,2,Rowlett Bikes
391,Elinore Aguilar,Trek Remedy 29 Carbon Frameset - 2016,1,Rowlett Bikes
391,Elinore Aguilar,Electra Townie Original 21D - 2016,2,Rowlett Bikes
392,Carley Reynolds,Surly Wednesday Frameset - 2016,2,Santa Cruz Bikes
392,Carley Reynolds,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
393,Alysha Powers,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
394,Tammera Fischer,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
394,Tammera Fischer,Electra Townie Original 7D EQ - 2016,1,Santa Cruz Bikes
394,Tammera Fischer,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Santa Cruz Bikes
395,Hans Price,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
396,Timothy Byers,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
396,Timothy Byers,Electra Townie Original 21D - 2016,1,Baldwin Bikes
396,Timothy Byers,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
397,Son Warner,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
398,Chasidy Tran,Trek Remedy 29 Carbon Frameset - 2016,2,Santa Cruz Bikes
398,Chasidy Tran,Pure Cycles Vine 8-Speed - 2016,1,Santa Cruz Bikes
398,Chasidy Tran,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Santa Cruz Bikes
398,Chasidy Tran,Electra Townie Original 7D - 2015/2016,1,Santa Cruz Bikes
399,Lee Roman,Surly Straggler 650b - 2016,2,Baldwin Bikes
399,Lee Roman,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
399,Lee Roman,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
400,Alline Beasley,Surly Wednesday Frameset - 2016,2,Baldwin Bikes
400,Alline Beasley,Trek Conduit+ - 2016,1,Baldwin Bikes
400,Alline Beasley,Electra Townie Original 21D - 2016,2,Baldwin Bikes
401,Sylvie Wilkerson,Surly Straggler - 2016,2,Baldwin Bikes
401,Sylvie Wilkerson,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
402,Corina Lynch,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
402,Corina Lynch,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
402,Corina Lynch,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
403,Salena Day,Trek Slash 8 27.5 - 2016,2,Santa Cruz Bikes
403,Salena Day,Electra Townie Original 21D - 2016,2,Santa Cruz Bikes
403,Salena Day,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
