customer_name,product_name,quantity,store_name
Alysha Powers,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
Tammera Fischer,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
Tammera Fischer,Electra Townie Original 7D EQ - 2016,1,Santa Cruz Bikes
Tammera Fischer,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Santa Cruz Bikes
Hans Price,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Timothy Byers,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Timothy Byers,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Timothy Byers,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
Son Warner,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Chasidy Tran,Trek Remedy 29 Carbon Frameset - 2016,2,Santa Cruz Bikes
Chasidy Tran,Pure Cycles Vine 8-Speed - 2016,1,Santa Cruz Bikes
Chasidy Tran,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Santa Cruz Bikes
Chasidy Tran,Electra Townie Original 7D - 2015/2016,1,Santa Cruz Bikes
Lee Roman,Surly Straggler 650b - 2016,2,Baldwin Bikes
Lee Roman,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Lee Roman,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
Alline Beasley,Surly Wednesday Frameset - 2016,2,Baldwin Bikes
Alline Beasley,Trek Conduit+ - 2016,1,Baldwin Bikes
Alline Beasley,Electra Townie Original 21D - 2016,2,Baldwin Bikes
Sylvie Wilkerson,Surly Straggler - 2016,2,Baldwin Bikes
Sylvie Wilkerson,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Corina Lynch,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Corina Lynch,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
Corina Lynch,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Salena Day,Trek Slash 8 27.5 - 2016,2,Santa Cruz Bikes
Salena Day,Electra Townie Original 21D - 2016,2,Santa Cruz Bikes
Salena Day,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
Salena Day,Electra Townie Original 21D - 2016,1,Santa Cruz Bikes
Laverna Hernandez,Trek Conduit+ - 2016,1,Baldwin Bikes
Laverna Hernandez,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Laverna Hernandez,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
Genevieve Juarez,Surly Wednesday Frameset - 2016,2,Baldwin Bikes
Genevieve Juarez,Surly Straggler - 2016,2,Baldwin Bikes
Genevieve Juarez,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
Eliz Lynch,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
Keri Bridges,Heller Shagamaw Frame - 2016,1,Rowlett Bikes
Keri Bridges,Electra Townie Original 7D EQ - Women's - 2016,1,Rowlett Bikes
Shemeka Lyons,Ritchey Timberwolf Frameset - 2016,2,Santa Cruz Bikes
Shemeka Lyons,Surly Wednesday Frameset - 2016,1,Santa Cruz Bikes
Shemeka Lyons,Pure Cycles Vine 8-Speed - 2016,2,Santa Cruz Bikes
Shemeka Lyons,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,Santa Cruz Bikes
Luke Fuller,Electra Moto 1 - 2016,1,Baldwin Bikes
Luke Fuller,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Luke Fuller,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Herminia Reyes,Trek Conduit+ - 2016,2,Baldwin Bikes
Herminia Reyes,Electra Townie Original 21D - 2016,2,Baldwin Bikes
Herminia Reyes,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
Ferne Kline,Ritchey Timberwolf Frameset - 2016,1,Santa Cruz Bikes
Ferne Kline,Electra Townie Original 7D EQ - 2016,2,Santa Cruz Bikes
Carmina Emerson,Trek Slash 8 27.5 - 2016,1,Santa Cruz Bikes
Carmina Emerson,Pure Cycles Vine 8-Speed - 2016,1,Santa Cruz Bikes
Carmina Emerson,Electra Townie Original 21D - 2016,1,Santa Cruz Bikes
Kristofer Craig,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
Kristofer Craig,Trek Conduit+ - 2016,1,Baldwin Bikes
Kristofer Craig,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
Vernia Madden,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
Bonita Marshall,Surly Wednesday Frameset - 2016,1,Baldwin Bikes
Bonita Marshall,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Bonita Marshall,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
Bonita Marshall,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Johana Jacobson,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Johana Jacobson,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Johana Jacobson,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Angie Powers,Surly Ice Cream Truck Frameset - 2016,2,Santa Cruz Bikes
Angie Powers,Electra Townie Original 7D EQ - 2016,2,Santa Cruz Bikes
Titus Bullock,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Titus Bullock,Electra Townie Original 7D EQ - Women's - 2016,1,Baldwin Bikes
Garry Espinoza,Trek Conduit+ - 2016,1,Rowlett Bikes
Petronila Norris,Surly Wednesday Frameset - 2016,2,Santa Cruz Bikes
Petronila Norris,Electra Moto 1 - 2016,2,Santa Cruz Bikes
Petronila Norris,Pure Cycles Vine 8-Speed - 2016,2,Santa Cruz Bikes
Le Deleon,Surly Wednesday Frameset - 2016,2,Santa Cruz Bikes
Le Deleon,Trek Fuel EX 8 29 - 2016,1,Santa Cruz Bikes
Le Deleon,Surly Ice Cream Truck Frameset - 2016,2,Santa Cruz Bikes
Le Deleon,Electra Townie Original 7D EQ - Women's - 2016,2,Santa Cruz Bikes
Le Deleon,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Santa Cruz Bikes
Suellen Mercado,Electra Townie Original 7D EQ - Women's - 2016,2,Baldwin Bikes
Dewayne Herring,Ritchey Timberwolf Frameset - 2016,1,Baldwin Bikes
Dewayne Herring,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
Dewayne Herring,Pure Cycles Vine 8-Speed - 2016,1,Baldwin Bikes
Dewayne Herring,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Tommie Melton,Surly Ice Cream Truck Frameset - 2016,1,Santa Cruz Bikes
Tommie Melton,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Santa Cruz Bikes
Tessie Farmer,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
Tessie Farmer,Pure Cycles William 3-Speed - 2016,1,Baldwin Bikes
Tessie Farmer,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Tonja Henderson,Surly Straggler - 2016,1,Baldwin Bikes
Tonja Henderson,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Douglass Little,Electra Townie Original 21D - 2016,2,Santa Cruz Bikes
Douglass Little,Electra Moto 1 - 2016,2,Santa Cruz Bikes
Douglass Little,Electra Townie Original 7D EQ - 2016,2,Santa Cruz Bikes
Bee Baker,Heller Shagamaw Frame - 2016,2,Baldwin Bikes
Bee Baker,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Laraine Robbins,Ritchey Timberwolf Frameset - 2016,1,Rowlett Bikes
Laraine Robbins,Trek Fuel EX 8 29 - 2016,2,Rowlett Bikes
Laraine Robbins,Heller Shagamaw Frame - 2016,2,Rowlett Bikes
Laraine Robbins,Surly Ice Cream Truck Frameset - 2016,1,Rowlett Bikes
Laraine Robbins,Surly Straggler 650b - 2016,1,Rowlett Bikes
Deja Chaney,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
Deja Chaney,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
Deja Chaney,Surly Straggler 650b - 2016,1,Baldwin Bikes
Deja Chaney,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Deja Chaney,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
Carlie Terrell,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
Carlie Terrell,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Carlie Terrell,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
Carlie Terrell,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,Baldwin Bikes
Carlie Terrell,Pure Cycles William 3-Speed - 2016,1,Baldwin Bikes
Karla Kirk,Trek Slash 8 27.5 - 2016,2,Santa Cruz Bikes
Karla Kirk,Surly Straggler - 2016,2,Santa Cruz Bikes
Jerri Guthrie,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
Jerri Guthrie,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
Jerri Guthrie,Surly Straggler - 2016,1,Baldwin Bikes
Jerri Guthrie,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Rochell Cantrell,Trek Conduit+ - 2016,1,Baldwin Bikes
Rochell Cantrell,Surly Straggler 650b - 2016,2,Baldwin Bikes
Rochell Cantrell,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
Rochell Cantrell,Electra Townie Original 7D EQ - Women's - 2016,1,Baldwin Bikes
Rochell Cantrell,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Keri Bridges,Trek Conduit+ - 2016,1,Rowlett Bikes
Keri Bridges,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,Rowlett Bikes
Keri Bridges,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Rowlett Bikes
Yun Nelson,Surly Wednesday Frameset - 2016,1,Baldwin Bikes
Yun Nelson,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Adam Thornton,Surly Wednesday Frameset - 2016,1,Baldwin Bikes
Adam Thornton,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
Adam Thornton,Surly Straggler - 2016,1,Baldwin Bikes
Javier Nichols,Trek Fuel EX 8 29 - 2016,1,Rowlett Bikes
Javier Nichols,Trek Remedy 29 Carbon Frameset - 2016,2,Rowlett Bikes
Javier Nichols,Electra Cruiser 1 (24-Inch) - 2016,2,Rowlett Bikes
Javier Nichols,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Rowlett Bikes
Meredith Bryan,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
Meredith Bryan,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
Hilda Harvey,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
Hilda Harvey,Pure Cycles William 3-Speed - 2016,2,Baldwin Bikes
Morton Barron,Electra Townie Original 21D - 2016,1,Santa Cruz Bikes
Morton Barron,Electra Moto 1 - 2016,1,Santa Cruz Bikes
Etsuko Garrison,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
Etsuko Garrison,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Etsuko Garrison,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Pandora Estes,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Pandora Estes,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Jamaal Albert,Surly Straggler - 2016,2,Santa Cruz Bikes
Jamaal Albert,Electra Moto 1 - 2016,2,Santa Cruz Bikes
Jamaal Albert,Electra Townie Original 7D EQ - 2016,1,Santa Cruz Bikes
Jamaal Albert,Electra Townie Original 7D EQ - Women's - 2016,2,Santa Cruz Bikes
Jamaal Albert,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Santa Cruz Bikes
Olevia Noel,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Olevia Noel,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Olevia Noel,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Bart Hess,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Bart Hess,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Vallie Dixon,Surly Wednesday Frameset - 2016,1,Rowlett Bikes
Vallie Dixon,Trek Fuel EX 8 29 - 2016,2,Rowlett Bikes
Vallie Dixon,Trek Remedy 29 Carbon Frameset - 2016,1,Rowlett Bikes
Nichelle Howell,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
Nichelle Howell,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Justa Thompson,Ritchey Timberwolf Frameset - 2016,1,Baldwin Bikes
Justa Thompson,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
Justa Thompson,Pure Cycles Vine 8-Speed - 2016,2,Baldwin Bikes
Justa Thompson,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Laurence Christian,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Laurence Christian,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Laurence Christian,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Charlsie Carson,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
Trinidad Mcclain,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
Trinidad Mcclain,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
Trinidad Mcclain,Surly Straggler 650b - 2016,1,Baldwin Bikes
Trinidad Mcclain,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Shanna Bonner,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
Shanna Bonner,Electra Townie Original 7D EQ - Women's - 2016,2,Baldwin Bikes
Shanna Bonner,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Vanda Holmes,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Vanda Holmes,Electra Townie Original 21D - 2016,2,Baldwin Bikes
Vanda Holmes,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
Hildegarde Christensen,Trek Conduit+ - 2016,1,Baldwin Bikes
Alanna Barry,Pure Cycles Vine 8-Speed - 2016,2,Rowlett Bikes
Alanna Barry,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Rowlett Bikes
Kami Rios,Ritchey Timberwolf Frameset - 2016,1,Santa Cruz Bikes
Kami Rios,Trek Slash 8 27.5 - 2016,2,Santa Cruz Bikes
Kami Rios,Pure Cycles Vine 8-Speed - 2016,1,Santa Cruz Bikes
Kami Rios,Electra Townie Original 21D - 2016,2,Santa Cruz Bikes
Andy O'neill,Ritchey Timberwolf Frameset - 2016,1,Baldwin Bikes
Andy O'neill,Surly Wednesday Frameset - 2016,2,Baldwin Bikes
Andy O'neill,Surly Straggler 650b - 2016,1,Baldwin Bikes
Andy O'neill,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Andy O'neill,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Mila Good,Surly Straggler 650b - 2016,1,Baldwin Bikes
Ladawn Downs,Trek Fuel EX 8 29 - 2016,1,Rowlett Bikes
Ladawn Downs,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Rowlett Bikes
Ladawn Downs,Pure Cycles William 3-Speed - 2016,1,Rowlett Bikes
Ladawn Downs,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Rowlett Bikes
Brittney Rojas,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
Brittney Rojas,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
Brittney Rojas,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Brittney Rojas,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
Brittney Rojas,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Lezlie Thompson,Electra Townie Original 21D - 2016,2,Baldwin Bikes
Brent Calderon,Electra Cruiser 1 (24-Inch) - 2016,2,Rowlett Bikes
Georgeann Waller,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Cheryll Snyder,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
Cheryll Snyder,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
Ernest Rollins,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Ernest Rollins,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
Ernest Rollins,Trek Slash 8 27.5 - 2016,2,Baldwin Bikes
Ernest Rollins,Electra Moto 1 - 2016,1,Baldwin Bikes
Ernest Rollins,Pure Cycles William 3-Speed - 2016,2,Baldwin Bikes
Marry Benjamin,Surly Straggler - 2016,1,Rowlett Bikes
Marry Benjamin,Surly Straggler 650b - 2016,1,Rowlett Bikes
Marry Benjamin,Pure Cycles Vine 8-Speed - 2016,2,Rowlett Bikes
Marry Benjamin,Pure Cycles William 3-Speed - 2016,1,Rowlett Bikes
Marry Benjamin,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Rowlett Bikes
Adelaida Hancock,Trek Conduit+ - 2016,2,Santa Cruz Bikes
Adelaida Hancock,Surly Straggler - 2016,2,Santa Cruz Bikes
Adelaida Hancock,Pure Cycles William 3-Speed - 2016,1,Santa Cruz Bikes
Adelaida Hancock,Electra Townie Original 7D - 2015/2016,1,Santa Cruz Bikes
Chere Mcfadden,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
Chere Mcfadden,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
Chere Mcfadden,Electra Moto 1 - 2016,2,Baldwin Bikes
Derrick Marks,Trek Remedy 29 Carbon Frameset - 2016,2,Santa Cruz Bikes
Derrick Marks,Electra Cruiser 1 (24-Inch) - 2016,1,Santa Cruz Bikes
Derrick Marks,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,Santa Cruz Bikes
Alane Mccarty,Electra Cruiser 1 (24-Inch) - 2016,2,Santa Cruz Bikes
Alane Mccarty,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Santa Cruz Bikes
Jeanett Herman,Electra Moto 1 - 2016,1,Baldwin Bikes
Jeanett Herman,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Elmo Arnold,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Rory Cooper,Surly Straggler 650b - 2016,1,Santa Cruz Bikes
Rory Cooper,Pure Cycles William 3-Speed - 2016,2,Santa Cruz Bikes
Manie Sanchez,Pure Cycles Vine 8-Speed - 2016,2,Baldwin Bikes
Manie Sanchez,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
Manie Sanchez,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Basilia Thornton,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
Basilia Thornton,Surly Straggler 650b - 2016,2,Baldwin Bikes
Basilia Thornton,Electra Townie Original 7D EQ - Women's - 2016,2,Baldwin Bikes
Basilia Thornton,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
Josie Schultz,Surly Ice Cream Truck Frameset - 2016,1,Santa Cruz Bikes
Josie Schultz,Surly Straggler - 2016,1,Santa Cruz Bikes
Jayme Zamora,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Ivette Warren,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Ivette Warren,Surly Straggler - 2016,1,Baldwin Bikes
Ivette Warren,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Ivette Warren,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Ivette Warren,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Darcel Harmon,Trek Fuel EX 8 29 - 2016,1,Santa Cruz Bikes
Darcel Harmon,Electra Moto 1 - 2016,1,Santa Cruz Bikes
Darcel Harmon,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Santa Cruz Bikes
Jayson Rutledge,Trek Conduit+ - 2016,2,Rowlett Bikes
Jayson Rutledge,Electra Cruiser 1 (24-Inch) - 2016,2,Rowlett Bikes
Jayson Rutledge,Electra Townie Original 7D EQ - 2016,2,Rowlett Bikes
Whitney Cash,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Whitney Cash,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Diana Cobb,Pure Cycles Vine 8-Speed - 2016,1,Santa Cruz Bikes
Iola Rasmussen,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
Iola Rasmussen,Trek Remedy 29 Carbon Frameset - 2016,2,Baldwin Bikes
Iola Rasmussen,Trek Conduit+ - 2016,2,Baldwin Bikes
Iola Rasmussen,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Birdie Kramer,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Birdie Kramer,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Vinnie Chan,Trek Conduit+ - 2016,1,Baldwin Bikes
Vinnie Chan,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
George Pickett,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
Evelin Vargas,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Evelin Vargas,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Evelin Vargas,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Carisa Carpenter,Trek Remedy 29 Carbon Frameset - 2016,2,Rowlett Bikes
Onita Macdonald,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Onita Macdonald,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Onita Macdonald,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Onita Macdonald,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Ji Burt,Trek Conduit+ - 2016,2,Santa Cruz Bikes
Ji Burt,Electra Moto 1 - 2016,2,Santa Cruz Bikes
Ji Burt,Electra Cruiser 1 (24-Inch) - 2016,2,Santa Cruz Bikes
Graciela Barber,Surly Ice Cream Truck Frameset - 2016,1,Santa Cruz Bikes
Graciela Barber,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
Graciela Barber,Electra Townie Original 7D EQ - 2016,1,Santa Cruz Bikes
Rosalie Coffey,Electra Moto 1 - 2016,1,Santa Cruz Bikes
Rosalie Coffey,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Santa Cruz Bikes
Rosalie Coffey,Electra Townie Original 7D EQ - 2016,1,Santa Cruz Bikes
Tanesha Sawyer,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Kecia Olsen,Trek Conduit+ - 2016,1,Santa Cruz Bikes
Kecia Olsen,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Santa Cruz Bikes
Ayanna Rhodes,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Ayanna Rhodes,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Ayanna Rhodes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Kandis Mills,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
Divina Reeves,Surly Straggler - 2016,1,Baldwin Bikes
Divina Reeves,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Divina Reeves,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Rodrick Shelton,Surly Straggler 650b - 2016,1,Santa Cruz Bikes
Rodrick Shelton,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
Rodrick Shelton,Electra Moto 1 - 2016,1,Santa Cruz Bikes
Rodrick Shelton,Electra Townie Original 7D EQ - Women's - 2016,2,Santa Cruz Bikes
Julee Woodard,Electra Townie Original 21D - 2016,2,Baldwin Bikes
Julee Woodard,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Barton Cox,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
Barton Cox,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Baldwin Bikes
Barton Cox,Pure Cycles William 3-Speed - 2016,2,Baldwin Bikes
Barton Cox,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Shaunda Barnett,Electra Cruiser 1 (24-Inch) - 2016,1,Rowlett Bikes
Yvonne Bean,Surly Straggler - 2016,1,Baldwin Bikes
Yvonne Bean,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Mercedez Brooks,Ritchey Timberwolf Frameset - 2016,2,Santa Cruz Bikes
Mercedez Brooks,Electra Townie Original 21D - 2016,2,Santa Cruz Bikes
Erlinda Osborne,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Lory Berg,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Lory Berg,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
Enoch Rosario,Surly Straggler 650b - 2016,2,Santa Cruz Bikes
Enoch Rosario,Electra Cruiser 1 (24-Inch) - 2016,2,Santa Cruz Bikes
Enoch Rosario,Electra Townie Original 7D EQ - Women's - 2016,2,Santa Cruz Bikes
Octavia Donaldson,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
Octavia Donaldson,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
Octavia Donaldson,Surly Straggler - 2016,2,Baldwin Bikes
Octavia Donaldson,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
Jeromy Elliott,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
Jeromy Elliott,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Ulysses Gaines,Pure Cycles Vine 8-Speed - 2016,1,Baldwin Bikes
Klara Mosley,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Klara Mosley,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
Jacquline Duncan,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Lory Page,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Lory Page,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Lory Page,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Guillermo Hart,Pure Cycles Vine 8-Speed - 2016,2,Baldwin Bikes
Guillermo Hart,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Baldwin Bikes
Marcel Lindsay,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Marcel Lindsay,Surly Ice Cream Truck Frameset - 2016,2,Baldwin Bikes
Marcel Lindsay,Trek Remedy 29 Carbon Frameset - 2016,1,Baldwin Bikes
Marcel Lindsay,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
Shila White,Heller Shagamaw Frame - 2016,2,Baldwin Bikes
Shila White,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Margene Eaton,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Juliane Dillard,Heller Shagamaw Frame - 2016,2,Santa Cruz Bikes
Juliane Dillard,Surly Straggler 650b - 2016,2,Santa Cruz Bikes
Juliane Dillard,Electra Moto 1 - 2016,2,Santa Cruz Bikes
Juliane Dillard,Electra Townie Original 7D EQ - 2016,2,Santa Cruz Bikes
